name,ein,category,address,city,state,zip_code,website,description,phone
WORCESTER ART MUSEUM,041988530,Arts & Culture,55 SALISBURY ST,WORCESTER,MA,01609-3123,,"Arts & Culture organization in WORCESTER, MA with annual revenue of approximately $39M",
TRI-COUNTY MEMORIAL HOSPITAL INC,390704510,Health,18601 LINCOLN ST,WHITEHALL,WI,54773-8605,,"Health organization in WHITEHALL, WI with annual revenue of approximately $39M",
WELL-SPRING RET COMMUNITY,561497371,Human Services,4100 WELLSPRING DRIVE,GREENSBORO,NC,27410-8857,,"Human Services organization in GREENSBORO, NC with annual revenue of approximately $39M",
GREATER CINCINNATI BEHAVIORAL HEALTH SERVICES,310802647,Health,1501 MADISON RD,WALNUT HILLS,OH,45206-1706,,"Health organization in WALNUT HILLS, OH with annual revenue of approximately $39M",
COASTAL ENTERPRISES INC,010347504,Human Services,30 FEDERAL ST,BRUNSWICK,ME,04011-1510,,"Human Services organization in BRUNSWICK, ME with annual revenue of approximately $39M",
CLOSE UP FOUNDATION,237122882,Arts & Culture,671 N GLEBE RD STE 900,ARLINGTON,VA,22203-2138,,"Arts & Culture organization in ARLINGTON, VA with annual revenue of approximately $39M",
WAVERLY HEIGHTS,232212842,Human Services,1400 WAVERLY ROAD,GLADWYNE,PA,19035-1254,,"Human Services organization in GLADWYNE, PA with annual revenue of approximately $39M",
NORWICH FREE ACADEMY,060762783,Education,305 BROADWAY,NORWICH,CT,06360-3547,,"Education organization in NORWICH, CT with annual revenue of approximately $39M",
YOUNG MENS CHRISTIAN ASSOCIATION OF NORTHWEST NORTH CAROLINA,560530015,Human Services,301 N MAIN ST STE 1900,WINSTON SALEM,NC,27101-3890,,"Human Services organization in WINSTON SALEM, NC with annual revenue of approximately $39M",
ALEGENT HEALTH-COMMUNITY MEMORIAL HOSPITAL OF MISSOURI VALLEY IOWA,420776568,Health,631 N 8TH ST,MISSOURI VLY,IA,51555-1102,,"Health organization in MISSOURI VLY, IA with annual revenue of approximately $39M",
WESTERN CATHOLIC UNION,370580740,Other,510 MAINE STREET,QUINCY,IL,62301-3903,,"Other organization in QUINCY, IL with annual revenue of approximately $39M",
CHRISTIANA CARE HOME HEALTH AND COMMUNITY SERVICES INC,510064334,Health,4000 NEXUS DRIVE SUITE SWG 710,WILMINGTON,DE,19803-3000,,"Health organization in WILMINGTON, DE with annual revenue of approximately $39M",
ARUNDEL COMMUNITY DEVELOPMENT SERVICES INC,521817557,Human Services,2666 RIVA RD STE 210,ANNAPOLIS,MD,21401-7186,,"Human Services organization in ANNAPOLIS, MD with annual revenue of approximately $39M",
CENTERVILLE CLINICS INC,251008110,Health,1070 OLD NATIONAL PIKE,FREDERICKTOWN,PA,15333-2114,,"Health organization in FREDERICKTOWN, PA with annual revenue of approximately $39M",
SOUTHWEST BAPTIST UNIVERSITY,440567385,Education,1600 UNIVERSITY AVE,BOLIVAR,MO,65613-2578,,"Education organization in BOLIVAR, MO with annual revenue of approximately $39M",
DESOTO HOSPITAL ASSOCIATION,720500565,Health,207 JEFFERSON ST,MANSFIELD,LA,71052-2603,,"Health organization in MANSFIELD, LA with annual revenue of approximately $39M",
MARY CARIOLA CHILDRENS CENTER INC,160771078,Other,1000 ELMWOOD AVE,ROCHESTER,NY,14620-3042,,"Other organization in ROCHESTER, NY with annual revenue of approximately $39M",
FERNCLIFF NURSING HOME COMPANY INC,141514053,Health,205 LEXINGTON AVENUE 3RD,NEW YORK,NY,10016-6053,,"Health organization in NEW YORK, NY with annual revenue of approximately $39M",
UNIVERSITY OF CHICAGO RETIREE MEDICAL TR,363999692,Other,6054 S DREXEL AVE,CHICAGO,IL,60637-2612,,"Other organization in CHICAGO, IL with annual revenue of approximately $39M",
NATIONAL FOUNDATION FOR AFFORDABLE HOUSING SOLUTIONS INC,521665967,Human Services,11810 GRAND PARK AVENUE,ROCKVILLE,MD,20852-8677,,"Human Services organization in ROCKVILLE, MD with annual revenue of approximately $39M",
CATE SCHOOL,951644630,Education,PO BOX 5005,CARPINTERIA,CA,93014-5005,,"Education organization in CARPINTERIA, CA with annual revenue of approximately $39M",
VILLA MARIA NURSING & REHABILITATION CENTER,591284678,Health,1050 NE 125TH ST,NORTH MIAMI,FL,33161-5805,,"Health organization in NORTH MIAMI, FL with annual revenue of approximately $39M",
AFFILIATES RISK MANAGEMENT SERVICES INC,134167849,Community,800 THIRD AVENUE 18TH FL,NEW YORK,NY,10022-7764,,"Community organization in NEW YORK, NY with annual revenue of approximately $39M",
MINNEAPOLIS JEWISH FEDERATION,410693866,Community,4330 CEDAR LAKE RD S,ST LOUIS PARK,MN,55416-3700,,"Community organization in ST LOUIS PARK, MN with annual revenue of approximately $39M",
ST ANNES-BELFIELD INC,540880465,Education,2132 IVY RD,CHARLOTTESVLE,VA,22903-1716,,"Education organization in CHARLOTTESVLE, VA with annual revenue of approximately $39M",
NEWARK COMMUNITY HEALTH CENTERS INC,222747589,Health,741 BROADWAY,NEWARK,NJ,07104-4309,,"Health organization in NEWARK, NJ with annual revenue of approximately $39M",
KING UNIVERSITY,581363100,Education,1350 KING COLLEGE RD,BRISTOL,TN,37620-2632,,"Education organization in BRISTOL, TN with annual revenue of approximately $39M",
USS MIDWAY MUSEUM,330556416,Arts & Culture,910 N HARBOR DR,SAN DIEGO,CA,92101-5811,,"Arts & Culture organization in SAN DIEGO, CA with annual revenue of approximately $39M",
BEACON COLLEGE INC,592961536,Other,105 E MAIN ST,LEESBURG,FL,34748-5224,,"Other organization in LEESBURG, FL with annual revenue of approximately $39M",
ACTIVE RETIREMENT COMMUNITY INC,311631439,Human Services,ONE JEFFERSON FERRY DRIVE,SOUTH SETAUKET,NY,11720-4707,,"Human Services organization in SOUTH SETAUKET, NY with annual revenue of approximately $39M",
CENTRAL CAROLINA COMMUNITY FOUNDATION,570793960,Community,2142 BOYCE ST STE 402,COLUMBIA,SC,29201-2675,,"Community organization in COLUMBIA, SC with annual revenue of approximately $39M",
COVENANT HOSPITAL HOBBS,844273963,Health,3615 19TH ST,LUBBOCK,TX,79410-1203,,"Health organization in LUBBOCK, TX with annual revenue of approximately $39M",
UNITY OF GREATER NEW ORLEANS INC,721222911,Community,2475 CANAL ST STE 300,NEW ORLEANS,LA,70119-6555,,"Community organization in NEW ORLEANS, LA with annual revenue of approximately $39M",
INTERNET SOCIETY FOUNDATION,823285688,International,1551 EMANCIPATION HWY 1506,FREDERICKSBURG,VA,22401-4683,,"International organization in FREDERICKSBURG, VA with annual revenue of approximately $39M",
AFFORDABLE HOUSING PARTNERS INC,351993520,Human Services,770 3RD AVE SW,CARMEL,IN,46032-2036,,"Human Services organization in CARMEL, IN with annual revenue of approximately $39M",
PEORIA HOSPITALS MOBILE MEDICAL SERVICES,370999878,Health,1718 N STERLING AVE,WEST PEORIA,IL,61604-3831,,"Health organization in WEST PEORIA, IL with annual revenue of approximately $39M",
NATIVE AMERICAN CONNECTIONS INC,860293585,Health,3216 N 3RD ST,PHOENIX,AZ,85012-2603,,"Health organization in PHOENIX, AZ with annual revenue of approximately $39M",
OREGON HUMANE SOCIETY,930386880,Health,1067 NE COLUMBIA BLVD,PORTLAND,OR,97211-1411,,"Health organization in PORTLAND, OR with annual revenue of approximately $39M",
ISLAND HARVEST LTD,113136350,Human Services,126 SPAGNOLI RD,MELVILLE,NY,11747-3502,,"Human Services organization in MELVILLE, NY with annual revenue of approximately $39M",
HEGIRA HEALTH INC,382172765,Health,37450 SCHOOLCRAFT RD STE 110,LIVONIA,MI,48150-1000,,"Health organization in LIVONIA, MI with annual revenue of approximately $39M",
GOODWILL INDUSTRIES OF SOUTHEASTERN LOUISIANA INC,720546906,Human Services,3400 TULANE AVE NO 1000,NEW ORLEANS,LA,70119-7160,,"Human Services organization in NEW ORLEANS, LA with annual revenue of approximately $39M",
HARBOR HOMES INC,020351932,Human Services,77 NORTHEASTERN BLVD,NASHUA,NH,03062-3161,,"Human Services organization in NASHUA, NH with annual revenue of approximately $39M",
MTF FUND,831910872,Human Services,10901 LOWELL AVE STE 130,OVERLAND PARK,KS,66210-2498,,"Human Services organization in OVERLAND PARK, KS with annual revenue of approximately $39M",
CATHOLIC CHARITIES OF SPOKANE,910569880,Human Services,12 E 5TH AVE,SPOKANE,WA,99202-1309,,"Human Services organization in SPOKANE, WA with annual revenue of approximately $39M",
WILSON COLLEGE,231352692,Education,1015 PHILADELPHIA AVE,CHAMBERSBURG,PA,17201-1279,,"Education organization in CHAMBERSBURG, PA with annual revenue of approximately $39M",
CARE RESOURCES,300166828,Health,4150 KALAMAZOO AVE SE,GRAND RAPIDS,MI,49508-3605,,"Health organization in GRAND RAPIDS, MI with annual revenue of approximately $39M",
SCHECK HILLEL COMMUNITY SCHOOL INC,591296635,Other,19000 NE 25TH AVE,MIAMI,FL,33180-3209,,"Other organization in MIAMI, FL with annual revenue of approximately $39M",
SAINT DAVIDS SCHOOL,131655283,Other,12 E 89TH ST,NEW YORK,NY,10128-0601,,"Other organization in NEW YORK, NY with annual revenue of approximately $39M",
INSTITUTE FOR INTERGOVERNMENTAL RESEARCH INC,591860916,Human Services,PO BOX 12729,TALLAHASSEE,FL,32317-2729,,"Human Services organization in TALLAHASSEE, FL with annual revenue of approximately $39M",
HUNTERDON PRIMARY CARE PC,474931969,Other,2100 WESCOTT DR,FLEMINGTON,NJ,08822-4603,,"Other organization in FLEMINGTON, NJ with annual revenue of approximately $39M",
LAKE ERIE COLLEGE,340733165,Education,391 W WASHINGTON ST,PAINESVILLE,OH,44077-3309,,"Education organization in PAINESVILLE, OH with annual revenue of approximately $39M",
FOUR LAKES EDUCATION INC,264055721,Education,4721 DALE CURTIN DR,MCFARLAND,WI,53558-8958,,"Education organization in MCFARLAND, WI with annual revenue of approximately $39M",
CENTER FOR FAMILY HEALTH,383251354,Health,505 N JACKSON ST,JACKSON,MI,49201-1266,,"Health organization in JACKSON, MI with annual revenue of approximately $39M",
INTERCARE COMMUNITY HEALTH NETWORK,382009364,Health,PO BOX 70,BANGOR,MI,49013-0070,,"Health organization in BANGOR, MI with annual revenue of approximately $39M",
VISTA HILL FOUNDATION,951944230,Health,8910 CLAIREMONT MESA BLVD,SAN DIEGO,CA,92123-1104,,"Health organization in SAN DIEGO, CA with annual revenue of approximately $39M",
VOLUNTEERS OF AMERICA CARE FACILITIES,410965829,Human Services,7485 OFFICE RIDGE CIR,EDEN PRAIRIE,MN,55344-3690,,"Human Services organization in EDEN PRAIRIE, MN with annual revenue of approximately $39M",
BAY HAVEN CHARTER ACADEMY INC,651121807,Education,2501 HAWKS LANDING BLVD,PANAMA CITY,FL,32405-6658,,"Education organization in PANAMA CITY, FL with annual revenue of approximately $39M",
MEDSHARE INTERNATIONAL,582433968,International,3240 CLIFTON SPRINGS RD,DECATUR,GA,30034-4608,,"International organization in DECATUR, GA with annual revenue of approximately $39M",
CHILDRENS HOSPITAL COLORADO HEALTH SYSTEM,454182666,Health,13123 E 16TH AVE,AURORA,CO,80045-7106,,"Health organization in AURORA, CO with annual revenue of approximately $39M",
EARLY LEARNING COALITION OF THE BIG BEND REGION INC,593743672,Education,2639 N MONROE ST BLDG C,TALLAHASSEE,FL,32303-4044,,"Education organization in TALLAHASSEE, FL with annual revenue of approximately $39M",
GEORGIA PROTONCARE CENTER,820845208,Health,5565 BANKERS AVE,BATON ROUGE,LA,70808-2608,,"Health organization in BATON ROUGE, LA with annual revenue of approximately $39M",
CENTRAL KENTUCKY MANAGEMENT SERVICES INC,610854539,Health,2317 ALUMNI PARK PLZ STE 200,LEXINGTON,KY,40517-4294,,"Health organization in LEXINGTON, KY with annual revenue of approximately $39M",
FRANKLIN INSTITUTE,231370501,Arts & Culture,222 N 20TH ST,PHILADELPHIA,PA,19103-1115,,"Arts & Culture organization in PHILADELPHIA, PA with annual revenue of approximately $39M",
LEGAL AID CENTER OF SOUTHERN NEVADA INC,880072562,Religion,725 E CHARLESTON BLVD,LAS VEGAS,NV,89104-1510,,"Religion organization in LAS VEGAS, NV with annual revenue of approximately $39M",
UNIVERSITY OF VIRGINIA MCINTIRE SCHOOL OF COMMERCE FOUNDATION,510159775,Education,PO BOX 400173,CHARLOTTESVLE,VA,22904-4173,,"Education organization in CHARLOTTESVLE, VA with annual revenue of approximately $39M",
PUERTO RICO CONSERVATION TRUST,660288581,Environment,PO BOX 9023554,SAN JUAN,PR,00902-3554,,"Environment organization in SAN JUAN, PR with annual revenue of approximately $39M",
SOUTH CENTRAL FAMILY HEALTH CENTER,953877793,Health,1111 E VERNON AVE,LOS ANGELES,CA,90011-3718,,"Health organization in LOS ANGELES, CA with annual revenue of approximately $39M",
DOUGLAS A THOM CLINIC INC,042104268,Health,1661 WORCESTER RD,FRAMINGHAM,MA,01701-5402,,"Health organization in FRAMINGHAM, MA with annual revenue of approximately $39M",
BOWLING GREEN STATE UNIVERSITY FOUNDATION INC,346007199,Education,136 N MERCER ROAD,BOWLING GREEN,OH,43403-0054,,"Education organization in BOWLING GREEN, OH with annual revenue of approximately $39M",
BRANDMAN CENTERS FOR SENIOR CARE INC,264023159,Health,7150 TAMPA AVE,RESEDA,CA,91335-3700,,"Health organization in RESEDA, CA with annual revenue of approximately $39M",
FOODBANK OF MONMOUTH AND OCEAN COUNTIES INC,222622522,Human Services,3300 ROUTE 66,NEPTUNE,NJ,07753-2706,,"Human Services organization in NEPTUNE, NJ with annual revenue of approximately $39M",
CHARLES N SHARPE JR FOUNDATION,854035012,Religion,314 DUBLIN CIR,SMITHVILLE,MO,64089-8275,,"Religion organization in SMITHVILLE, MO with annual revenue of approximately $39M",
OPERATION PAR INC,591349234,Health,6655 66TH ST N,PINELLAS PARK,FL,33781-5033,,"Health organization in PINELLAS PARK, FL with annual revenue of approximately $39M",
NEW ALTERNATIVES INCORPORATED,953244085,Other,PO BOX 34219,SAN DIEGO,CA,92163-4219,,"Other organization in SAN DIEGO, CA with annual revenue of approximately $39M",
NORTHWEST INSTITUTE OF RESEARCH INC,251296727,Other,3823 WEST 12TH STREET,ERIE,PA,16505-3381,,"Other organization in ERIE, PA with annual revenue of approximately $39M",
TRINITY CHRISTIAN ACADEMY,751324332,Education,17001 ADDISON RD,ADDISON,TX,75001-5027,,"Education organization in ADDISON, TX with annual revenue of approximately $39M",
THE TRUSTEES OF ANATOLIA COLLEGE,135600382,Education,18 TREMONT ST STE 704,BOSTON,MA,02108-2301,,"Education organization in BOSTON, MA with annual revenue of approximately $39M",
HOSPICE & PALLIATIVE CARECENTER,581343313,Human Services,101 HOSPICE LN BLDG 141,WINSTON SALEM,NC,27103-5766,,"Human Services organization in WINSTON SALEM, NC with annual revenue of approximately $39M",
WEST YAVAPAI GUIDANCE CLINIC,860206928,Health,3343 N WINDSONG DR,PRESCOTT VALLEY,AZ,86314-1213,,"Health organization in PRESCOTT VALLEY, AZ with annual revenue of approximately $39M",
FORT NORFOLK RETIREMENT COMMUNITY INC,020601375,Human Services,1 COLLEY AVE,NORFOLK,VA,23510-1038,,"Human Services organization in NORFOLK, VA with annual revenue of approximately $39M",
JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA INC,590637867,Human Services,12000 BISCAYNE BLVD STE 303,NORTH MIAMI,FL,33181-2720,,"Human Services organization in NORTH MIAMI, FL with annual revenue of approximately $39M",
CHICAGO SUN-TIMES MEDIA INC,874304197,Other,848 E GRAND AVE,CHICAGO,IL,60611-3509,,"Other organization in CHICAGO, IL with annual revenue of approximately $39M",
MARINE ENVIRONMENTAL SCIENCES CONSORTIUM,630779657,Research,101 BIENVILLE BLVD,DAUPHIN ISL,AL,36528-4603,,"Research organization in DAUPHIN ISL, AL with annual revenue of approximately $39M",
SPECTRUM 360 A NEW JERSEY NONPROFIT CORPORATION,221500529,Education,1 SUNSET AVE,VERONA,NJ,07044-5118,,"Education organization in VERONA, NJ with annual revenue of approximately $39M",
VISITING NURSE ASSOCIATION OF SAINT LUKES-HOME HEALTH-HOSPICE INC,240795497,Human Services,801 OSTRUM STREET,BETHLEHEM,PA,18015-1000,,"Human Services organization in BETHLEHEM, PA with annual revenue of approximately $39M",
SAINT LUKES HOSPITAL OF TRENTON,431707306,Health,191 IOWA BLVD,TRENTON,MO,64683-8343,,"Health organization in TRENTON, MO with annual revenue of approximately $39M",
UNITED CEREBRAL PALSY OF SOUTHERN ARIZONA INC,860416461,Human Services,630 N CRAYCROFT RD,TUCSON,AZ,85711-1405,,"Human Services organization in TUCSON, AZ with annual revenue of approximately $39M",
STEWART MEMORIAL COMMUNITY HOSPITAL,420860039,Health,1301 W MAIN ST,LAKE CITY,IA,51449-1585,,"Health organization in LAKE CITY, IA with annual revenue of approximately $39M",
SEMINOLE COUNTY COALITION FOR SCHOOL READINESS INC,593664594,Education,740 FLORIDA CENTRAL PARKWAY SUITE 2,LONGWOOD,FL,32750-7651,,"Education organization in LONGWOOD, FL with annual revenue of approximately $39M",
BANYAN COMMUNITY HEALTH CENTER INC,273164934,Health,2300 NORTHWEST 89TH PLACE 3RD FLOOR,DORAL,FL,33172-2431,,"Health organization in DORAL, FL with annual revenue of approximately $39M",
HOPE COMMUNITY RESOURCES INC,920036594,Health,540 W INTERNATIONAL AIRPORT RD,ANCHORAGE,AK,99518-1105,,"Health organization in ANCHORAGE, AK with annual revenue of approximately $39M",
THE OHIO MASONIC HOME,900054759,Human Services,2655 W NATIONAL RD,SPRINGFIELD,OH,45504-3617,,"Human Services organization in SPRINGFIELD, OH with annual revenue of approximately $39M",
MARSHALL BROWNING HOSPITAL ASSOCIATION,370661218,Health,PO BOX 192,DU QUOIN,IL,62832-0192,,"Health organization in DU QUOIN, IL with annual revenue of approximately $39M",
COLONIAL SENIOR SERVICES INC,311596262,Human Services,230 LUDLOW ST,HAMILTON,OH,45011-2903,,"Human Services organization in HAMILTON, OH with annual revenue of approximately $39M",
AMERICAN PRINTING HOUSE FOR THE BLIND INC,610444640,Arts & Culture,1839 FRANKFORT AVE,LOUISVILLE,KY,40206-3148,,"Arts & Culture organization in LOUISVILLE, KY with annual revenue of approximately $39M",
CITRUS RESEARCH AND DEVELOPMENT FOUNDATION INC,264825142,Other,700 EXPERIMENT STATION RD,LAKE ALFRED,FL,33850-2299,,"Other organization in LAKE ALFRED, FL with annual revenue of approximately $39M",
ARKANSAS STATE UNIVERSITY SYSTEM FOUNDATION INC,710489924,Education,PO BOX 1990,STATE UNIV,AR,72467-1990,,"Education organization in STATE UNIV, AR with annual revenue of approximately $39M",
CAPSTONE HEALTH SERVICES FOUNDATION P C,630810661,Other,PO BOX 870326,TUSCALOOSA,AL,35487-0326,,"Other organization in TUSCALOOSA, AL with annual revenue of approximately $39M",
WESTERN HOME SERVICES INC,455139878,Human Services,5307 CARAWAY LN,CEDAR FALLS,IA,50613-8172,,"Human Services organization in CEDAR FALLS, IA with annual revenue of approximately $39M",
THE WORKPLACE INC,222484517,Human Services,1000 LAFAYETTE BLVD 5TH FLOOR,BRIDGEPORT,CT,06604-4725,,"Human Services organization in BRIDGEPORT, CT with annual revenue of approximately $39M",
THE ACCELERATED SCHOOLS,954487850,Education,4000 S MAIN ST,LOS ANGELES,CA,90037-1022,,"Education organization in LOS ANGELES, CA with annual revenue of approximately $39M",
BOREALIS PHILANTHROPY,464598642,Arts & Culture,126 3RD ST N STE 500,MINNEAPOLIS,MN,55401-1653,,"Arts & Culture organization in MINNEAPOLIS, MN with annual revenue of approximately $39M",
CHIARA COMMUNITIES INC,721525725,Human Services,20875 CROSSROADS CIR STE 400,WAUKESHA,WI,53186-4026,,"Human Services organization in WAUKESHA, WI with annual revenue of approximately $39M",
FAIRFIELD HEALTHCARE PROFESSIONALS INC,311425884,Other,401 N EWING ST,LANCASTER,OH,43130-3372,,"Other organization in LANCASTER, OH with annual revenue of approximately $39M",
MORAVIAN HOME INCORPORATED,560963926,Human Services,1000 SALEMTOWNE DR,WINSTON SALEM,NC,27106-3294,,"Human Services organization in WINSTON SALEM, NC with annual revenue of approximately $39M",
BROOKLYN COMMUNITY FOUNDATION,113422729,Community,80 HANSON PLACE 5TH FLOOR,BROOKLYN,NY,11217-2998,,"Community organization in BROOKLYN, NY with annual revenue of approximately $39M",
MERCATUS CENTER INC,541436224,Research,3434 WASHINGTON BLVD STE 4,ARLINGTON,VA,22201-4541,,"Research organization in ARLINGTON, VA with annual revenue of approximately $39M",
RESOURCE EXCHANGE INC,840532684,Human Services,6385 CORPORATE DR STE 100,COLORADO SPGS,CO,80919-5912,,"Human Services organization in COLORADO SPGS, CO with annual revenue of approximately $39M",
CAMILLUS HOUSE INC,650032862,Other,1603 NW 7TH AVE,MIAMI,FL,33136-1415,,"Other organization in MIAMI, FL with annual revenue of approximately $39M",
COLUMBUS NEIGHBORHOOD HEALTH CENTER INC,311533908,Health,2780 AIRPORT DR STE 100,COLUMBUS,OH,43219-2289,,"Health organization in COLUMBUS, OH with annual revenue of approximately $39M",
ARIZONA HYGIENE FOR HOPE,464998097,Human Services,11502 N 156TH LN,SURPRISE,AZ,85379-1058,,"Human Services organization in SURPRISE, AZ with annual revenue of approximately $39M",
FOUNDATION FOR ADVANCED PHILANTHROPHY,273308754,Community,9763 WESTPOINT DR,INDIANAPOLIS,IN,46256-3396,,"Community organization in INDIANAPOLIS, IN with annual revenue of approximately $39M",
GREAT RIVER HEALTH SYSTEM INC,421193185,Health,1221 S GEAR AVE,W BURLINGTON,IA,52655-1679,,"Health organization in W BURLINGTON, IA with annual revenue of approximately $39M",
THE ARC MERCER INC,210726335,Human Services,180 EWINGVILLE ROAD,EWING,NJ,08638-2425,,"Human Services organization in EWING, NJ with annual revenue of approximately $39M",
PALM BEACH COUNTY FOOD BANK INC,900788707,Human Services,701 BOUTWELL ROAD,LAKE WORTH,FL,33461-3882,,"Human Services organization in LAKE WORTH, FL with annual revenue of approximately $39M",
HUGHEN CENTER INC,741157851,Other,4545 HIGHWAY 73,PORT ARTHUR,TX,77642-2222,,"Other organization in PORT ARTHUR, TX with annual revenue of approximately $39M",
JACKSONVILLE ZOOLOGICAL SOCIETY INC,591319010,Health,370 ZOO PKWY,JACKSONVILLE,FL,32218-5770,,"Health organization in JACKSONVILLE, FL with annual revenue of approximately $39M",
JVS SOCAL,951691012,Human Services,6505 WILSHIRE BLVD STE 200,LOS ANGELES,CA,90048-4957,,"Human Services organization in LOS ANGELES, CA with annual revenue of approximately $39M",
THACHER SCHOOL INC,951642398,Education,5025 THACHER RD,OJAI,CA,93023-8304,,"Education organization in OJAI, CA with annual revenue of approximately $39M",
DISTRIBUTIVE EDUCATION CLUBS OF AMERICA GROUP RETURN,237079474,Education,1908 ASSOCIATION DR,RESTON,VA,20191-1502,,"Education organization in RESTON, VA with annual revenue of approximately $39M",
CHARLES E SMITH JEWISH DAY SCHOOL OF GREATER WASHINGTON INC,520961920,Education,1901 E JEFFERSON ST,ROCKVILLE,MD,20852-4029,,"Education organization in ROCKVILLE, MD with annual revenue of approximately $39M",
NOTRE DAME COLLEGE,340714689,Education,PO BOX 21310,SOUTH EUCLID,OH,44121-0310,,"Education organization in SOUTH EUCLID, OH with annual revenue of approximately $39M",
WETZEL COUNTY HOSPITAL INC,843480493,Health,3 E BENJAMIN DR,N MARTINSVLLE,WV,26155-2705,,"Health organization in N MARTINSVLLE, WV with annual revenue of approximately $39M",
TOWER HILL SCHOOL,510065745,Education,2813 W 17TH ST,WILMINGTON,DE,19806-1112,,"Education organization in WILMINGTON, DE with annual revenue of approximately $39M",
UNIVERSITY OF NASHVILLE MONTGOMERY BELL ACADEMY,620513741,Education,4001 HARDING PIKE,NASHVILLE,TN,37205-1956,,"Education organization in NASHVILLE, TN with annual revenue of approximately $39M",
FEATHER RIVER CHARTER SCHOOL,821791738,Education,4305 S MERIDIAN RD,MERIDIAN,CA,95957-9647,,"Education organization in MERIDIAN, CA with annual revenue of approximately $39M",
PUBLIC MEDIA GROUP OF SOUTHERN CALIFORNIA,952211661,Arts & Culture,2900 WEST ALAMEDA AVE,BURBANK,CA,91505-4220,,"Arts & Culture organization in BURBANK, CA with annual revenue of approximately $39M",
NORTHWEST HARVEST E M M,910826037,Other,2225 4TH AVE,SEATTLE,WA,98121-2000,,"Other organization in SEATTLE, WA with annual revenue of approximately $39M",
PEOPLE OF FAITH INC,860410807,Human Services,10015 WEST ROYAL OAK RD,SUN CITY,AZ,85351-3164,,"Human Services organization in SUN CITY, AZ with annual revenue of approximately $39M",
UNITED HOME FOR AGED HEBREWS,131663975,Health,391 PELHAM RD,NEW ROCHELLE,NY,10805-2225,,"Health organization in NEW ROCHELLE, NY with annual revenue of approximately $39M",
HEAD INJURY ASSOCIATION INC,112946185,Health,300 KENNEDY DR,HAUPPAUGE,NY,11788-4013,,"Health organization in HAUPPAUGE, NY with annual revenue of approximately $39M",
SOCIAL FINANCE INC,274620963,Human Services,2 ATLANTIC AVE 5TH FLOOR,BOSTON,MA,02110-3976,,"Human Services organization in BOSTON, MA with annual revenue of approximately $39M",
ARKANSAS VALLEY REGIONAL MEDICAL CENTER 07011998,841465990,Health,1100 CARSON AVE,LA JUNTA,CO,81050-2751,,"Health organization in LA JUNTA, CO with annual revenue of approximately $39M",
MEMPHIS BROOKS MUSEUM OF ART INC,626063304,Arts & Culture,1934 POPLAR AVE,MEMPHIS,TN,38104-2756,,"Arts & Culture organization in MEMPHIS, TN with annual revenue of approximately $39M",
TUSCULUM UNIVERSITY,620484185,Education,PO BOX 5100,GREENEVILLE,TN,37743-0002,,"Education organization in GREENEVILLE, TN with annual revenue of approximately $39M",
