name,ein,category,address,city,state,zip_code,website,description,phone
MEMORIAL HEALTH PARTNERS FOUNDATION INC,030417049,Other,2525 DESALES AVE,CHATTANOOGA,TN,37404-1161,,"Other organization in CHATTANOOGA, TN with annual revenue of approximately $135M",
PEOPLE ACTING IN COMMUNITY ENDEAVORS INC,042777810,Other,166 WILLIAM ST,NEW BEDFORD,MA,02740-6022,,"Other organization in NEW BEDFORD, MA with annual revenue of approximately $135M",
NEW ENGLAND LIFE CARE INC,223195337,Other,45 CENTER STREET SUITE A,SCARBOROUGH,ME,04074-6503,,"Other organization in SCARBOROUGH, ME with annual revenue of approximately $135M",
CHRISTIAN & MISSIONARY ALLIANCE FOUNDATION INC,591166437,Human Services,15000 SHELL POINT BLVD STE 100,FORT MYERS,FL,33908-1657,,"Human Services organization in FORT MYERS, FL with annual revenue of approximately $135M",
GASTON FAMILY HEALTH SERVICES INC,581958398,Other,200 EAST SECOND AVE,GASTONIA,NC,28052-4358,,"Other organization in GASTONIA, NC with annual revenue of approximately $135M",
SCRIPPS COLLEGE,951664123,Education,1030 COLUMBIA AVE,CLAREMONT,CA,91711-3905,,"Education organization in CLAREMONT, CA with annual revenue of approximately $134M",
TARRANT AREA FOOD BANK,751822473,Other,2600 CULLEN ST,FORT WORTH,TX,76107-1302,,"Other organization in FORT WORTH, TX with annual revenue of approximately $134M",
START EARLY,363186328,Other,33 W MONROE ST STE 1200,CHICAGO,IL,60603-5316,,"Other organization in CHICAGO, IL with annual revenue of approximately $134M",
NORTHWEST COMMUNITY HEALTHCARE,363125209,Health,3040 W SALT CREEK LN,ARLINGTON HTS,IL,60005-1069,,"Health organization in ARLINGTON HTS, IL with annual revenue of approximately $134M",
SAINT MARYS COLLEGE,350868158,Education,153 LE MANS HALL SAINT MARY S,NOTRE DAME,IN,46556-0000,,"Education organization in NOTRE DAME, IN with annual revenue of approximately $134M",
RANGE REGIONAL HEALTH SERVICES,411293970,Health,750 E 34TH ST,HIBBING,MN,55746-2341,,"Health organization in HIBBING, MN with annual revenue of approximately $134M",
KENNEDY MEDICAL GROUP PRACTICE PC,461420853,Health,500 MARLBORO AVE,CHERRY HILL,NJ,08002-2020,,"Health organization in CHERRY HILL, NJ with annual revenue of approximately $134M",
GRAHAM HOSPITAL ASSOCIATION,370673506,Health,210 W WALNUT ST,CANTON,IL,61520-2444,,"Health organization in CANTON, IL with annual revenue of approximately $134M",
SATELLITE HEALTHCARE INC,237290564,Health,860 HILLVIEW CT STE 250,MILPITAS,CA,95035-4571,,"Health organization in MILPITAS, CA with annual revenue of approximately $134M",
MARYLAND INSTITUTE,520591661,Education,1300 W MOUNT ROYAL AVE,BALTIMORE,MD,21217-4134,,"Education organization in BALTIMORE, MD with annual revenue of approximately $134M",
NCHMD INC,331075317,Health,PO BOX 413029,NAPLES,FL,34101-3029,,"Health organization in NAPLES, FL with annual revenue of approximately $134M",
IFF,363656836,Community,333 S WABASH AVE STE 2800,CHICAGO,IL,60604-4264,,"Community organization in CHICAGO, IL with annual revenue of approximately $134M",
ROBIN HOOD FOUNDATION,133441066,Community,826 BROADWAY FL 9,NEW YORK,NY,10003-4826,,"Community organization in NEW YORK, NY with annual revenue of approximately $134M",
GREATER DELAWARE VALLEY SOCIETY OF TRANSPLANT SURGEONS,237388767,Health,401 N 3RD STREET,PHILA,PA,19123-4106,,"Health organization in PHILA, PA with annual revenue of approximately $134M",
EMMANUEL COLLEGE,042105769,Education,400 THE FENWAY ADM 336,BOSTON,MA,02115-5725,,"Education organization in BOSTON, MA with annual revenue of approximately $134M",
CHILDRENS HOSPITAL OF WISCONSIN FOUNDATION INC,391500075,Health,PO BOX 1997,MILWAUKEE,WI,53201-1997,,"Health organization in MILWAUKEE, WI with annual revenue of approximately $134M",
CHILDRENS HUNGER FUND,954335462,International,13931 BALBOA BLVD,RNCH CASCADES,CA,91342-1084,,"International organization in RNCH CASCADES, CA with annual revenue of approximately $134M",
COMMUNITY MEDICAL CENTERS INC,942437106,Health,PO BOX 779,STOCKTON,CA,95201-0779,,"Health organization in STOCKTON, CA with annual revenue of approximately $134M",
FAMILY & CHILDRENS SERVICE INC,730580270,Human Services,5310 EAST 31ST STREET STE 800,TULSA,OK,74135-5012,,"Human Services organization in TULSA, OK with annual revenue of approximately $134M",
OLIVET NAZARENE UNIVERSITY,362191252,Education,1 UNIVERSITY AVE,BOURBONNAIS,IL,60914-2345,,"Education organization in BOURBONNAIS, IL with annual revenue of approximately $134M",
CENTER FOR EMPLOYMENT OPPORTUNITIES INC,133843322,Human Services,50 BROADWAY STE 1604,NEW YORK,NY,10004-3819,,"Human Services organization in NEW YORK, NY with annual revenue of approximately $134M",
THE HARKER SCHOOL,941613808,Education,4525 UNION AVE,SAN JOSE,CA,95124-3530,,"Education organization in SAN JOSE, CA with annual revenue of approximately $133M",
SACRED HEART HOSPITAL OF THE HOSPIT AL SISTERS-3RD ORDER OF ST FRANCIS,390807060,Health,4936 LAVERNA RD,SPRINGFIELD,IL,62707-9797,,"Health organization in SPRINGFIELD, IL with annual revenue of approximately $133M",
AGESPAN INC,042545136,Human Services,280 MERRIMACK ST STE 400,LAWRENCE,MA,01843-1787,,"Human Services organization in LAWRENCE, MA with annual revenue of approximately $133M",
FAMILY INITIATIVE INC,841880993,Human Services,618 COMMERCIAL STREET,EMPORIA,KS,66801-3969,,"Human Services organization in EMPORIA, KS with annual revenue of approximately $133M",
MERCY MEDICAL CENTER-CLINTON INC,421336618,Health,1410 N 4TH ST,CLINTON,IA,52732-2940,,"Health organization in CLINTON, IA with annual revenue of approximately $133M",
MID-OHIO FOODBANK,310865343,Other,3960 BROOKHAM DR,GROVE CITY,OH,43123-9741,,"Other organization in GROVE CITY, OH with annual revenue of approximately $133M",
HENDRICK MEDICAL CENTER BROWNWOOD,851941193,Health,1900 PINE ST,ABILENE,TX,79601-2432,,"Health organization in ABILENE, TX with annual revenue of approximately $133M",
IN TOUCH MINISTRIES INC,581495310,Religion,3836 DEKALB TECHNOLOGY PKWY,ATLANTA,GA,30340-3604,,"Religion organization in ATLANTA, GA with annual revenue of approximately $133M",
THE MIAMI FOUNDATION INC,650350357,Community,40 NW 3RD ST STE 305,MIAMI,FL,33128-1839,,"Community organization in MIAMI, FL with annual revenue of approximately $133M",
ACDI VOCA,520811461,International,50 F ST NW STE 1000,WASHINGTON,DC,20001-5853,,"International organization in WASHINGTON, DC with annual revenue of approximately $133M",
DEACONESS REGIONAL HEALTHCARE SERVICES ILLINOIS INC,810693478,Health,3333 W DEYOUNG ST,MARION,IL,62959-5884,,"Health organization in MARION, IL with annual revenue of approximately $133M",
U OF M REHAB & ORTHOPAEDIC INSTITUTE,520591639,Health,900 ELKRIDGE LANDING RD 3W,LINTHICUM HEIGHTS,MD,21090-2924,,"Health organization in LINTHICUM HEIGHTS, MD with annual revenue of approximately $133M",
SOUTH PENINSULA HOSPITAL INC,920037099,Health,4300 BARTLETT ST,HOMER,AK,99603-7005,,"Health organization in HOMER, AK with annual revenue of approximately $133M",
COVENANT LIVING WEST,953472345,Human Services,2550 TREASURE DR,SANTA BARBARA,CA,93105-4148,,"Human Services organization in SANTA BARBARA, CA with annual revenue of approximately $133M",
MOUNTAIN COMPREHENSIVE CARE CENTER INC,610663787,Health,104 S FRONT AVE,PRESTONSBURG,KY,41653-1614,,"Health organization in PRESTONSBURG, KY with annual revenue of approximately $132M",
FRANCISCAN COMMUNITIES INC,351124441,Other,11500 THERESA DR,LEMONT,IL,60439-2727,,"Other organization in LEMONT, IL with annual revenue of approximately $132M",
CAPITAL AREA FOOD BANK,521167581,Human Services,4900 PUERTO RICO AVE NE,WASHINGTON,DC,20017-2313,,"Human Services organization in WASHINGTON, DC with annual revenue of approximately $132M",
LIFELONG MEDICAL CARE,942502308,Health,PO BOX 11247,BERKELEY,CA,94712-2247,,"Health organization in BERKELEY, CA with annual revenue of approximately $132M",
ONEIDA HEALTHCARE SYSTEMS INC,161492011,Health,321 GENESEE ST,ONEIDA,NY,13421-2611,,"Health organization in ONEIDA, NY with annual revenue of approximately $132M",
CENTER FOR INTERNET SECURITY INC,522278213,Community,31 TECH VALLEY DR,E GREENBUSH,NY,12061-4134,,"Community organization in E GREENBUSH, NY with annual revenue of approximately $132M",
PHEASANTS FOREVER INC,411429149,Other,1783 BUERKLE CIR,SAINT PAUL,MN,55110-5254,,"Other organization in SAINT PAUL, MN with annual revenue of approximately $132M",
CENTRAL PENNSYLVANIA FOOD BANK,232202250,Human Services,3908 COREY RD,HARRISBURG,PA,17109-5929,,"Human Services organization in HARRISBURG, PA with annual revenue of approximately $132M",
ASCENSION HEALTH TEXAS,454364243,Health,PO BOX 45998,SAINT LOUIS,MO,63145-5998,,"Health organization in SAINT LOUIS, MO with annual revenue of approximately $132M",
GATES PHILANTHROPY PARTNERS,473290897,Community,PO BOX 23350,SEATTLE,WA,98102-0650,,"Community organization in SEATTLE, WA with annual revenue of approximately $132M",
REACH CYBER CHARTER SCHOOL,474968734,Education,1826 GOOD HOPE RD,ENOLA,PA,17025-1233,,"Education organization in ENOLA, PA with annual revenue of approximately $132M",
OKLAHOMA MEDICAL RESEARCH FOUNDATION,730580274,Health,825 NE 13TH ST,OKLAHOMA CITY,OK,73104-5005,,"Health organization in OKLAHOMA CITY, OK with annual revenue of approximately $132M",
ASHLAND UNIVERSITY,340714626,Education,401 COLLEGE AVE,ASHLAND,OH,44805-3702,,"Education organization in ASHLAND, OH with annual revenue of approximately $132M",
GOLETA VALLEY COTTAGE HOSPITAL,952413596,Health,400 W PUEBLO ST,SANTA BARBARA,CA,93105-4353,,"Health organization in SANTA BARBARA, CA with annual revenue of approximately $132M",
FOUNDATION FOR FOOD AND AGRICULTURE RESEARCH,471559027,Human Services,401 9TH ST NW STE 730,WASHINGTON,DC,20004-2328,,"Human Services organization in WASHINGTON, DC with annual revenue of approximately $132M",
OREGON FOOD BANK INC,930785786,Other,7900 NE 33RD DR,PORTLAND,OR,97211-1918,,"Other organization in PORTLAND, OR with annual revenue of approximately $132M",
LUTHER COLLEGE,420680466,Education,700 COLLEGE DR,DECORAH,IA,52101-1041,,"Education organization in DECORAH, IA with annual revenue of approximately $132M",
SAINT PETERS UNIVERSITY,221508627,Education,2641 KENNEDY BLVD,JERSEY CITY,NJ,07306-5943,,"Education organization in JERSEY CITY, NJ with annual revenue of approximately $132M",
WIKIMEDIA ENDOWMENT,873024488,Community,1 SANSOME ST STE 1895,SAN FRANCISCO,CA,94104-4432,,"Community organization in SAN FRANCISCO, CA with annual revenue of approximately $132M",
HARVARD MANAGEMENT COMPANY INC,237361259,Education,600 ATLANTIC AVENUE 15TH,BOSTON,MA,02210-2211,,"Education organization in BOSTON, MA with annual revenue of approximately $132M",
ST JOHNS COLLEGE,520591421,Education,60 COLLEGE AVE,ANNAPOLIS,MD,21401-1687,,"Education organization in ANNAPOLIS, MD with annual revenue of approximately $131M",
COMMUNITY HOSPICE OF NORTHEAST FLORIDA INC,591940256,Human Services,4266 SUNBEAM RD,JACKSONVILLE,FL,32257-6030,,"Human Services organization in JACKSONVILLE, FL with annual revenue of approximately $131M",
SAC HEALTH SYSTEM,330664371,Health,250 S G ST,SN BERNRDNO,CA,92410-3320,,"Health organization in SN BERNRDNO, CA with annual revenue of approximately $131M",
UPMC,820844453,Health,600 GRANT ST 58TH FL,PITTSBURGH,PA,15219-2739,,"Health organization in PITTSBURGH, PA with annual revenue of approximately $131M",
LAKELAND REGIONAL HEALTH SYSTEMS INC,592650464,Health,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805-4543,,"Health organization in LAKELAND, FL with annual revenue of approximately $131M",
NORTHEASTERN VERMONT REGIONAL HOSPITAL INC,036013761,Health,PO BOX 905,ST JOHNSBURY,VT,05819-0905,,"Health organization in ST JOHNSBURY, VT with annual revenue of approximately $131M",
THE CHILDRENS CENTER INC,730580264,Health,6800 NW 39TH EXPY,BETHANY,OK,73008-2513,,"Health organization in BETHANY, OK with annual revenue of approximately $131M",
ROBERT W WOODRUFF ARTS CENTER INC,580633971,Arts & Culture,1280 PEACHTREE ST NE,ATLANTA,GA,30309-3502,,"Arts & Culture organization in ATLANTA, GA with annual revenue of approximately $131M",
TRI-STATE MEMORIAL HOSPITAL,910545036,Health,1221 HIGHLAND AVE,CLARKSTON,WA,99403-2829,,"Health organization in CLARKSTON, WA with annual revenue of approximately $131M",
COMMUNITY HEALTH PROJECT INC,133409680,Health,356 W 18TH ST,NEW YORK,NY,10011-4401,,"Health organization in NEW YORK, NY with annual revenue of approximately $131M",
ST MARYS HOSPITAL,370662580,Health,12800 CORPORATE HILL DR,SAINT LOUIS,MO,63131-1833,,"Health organization in SAINT LOUIS, MO with annual revenue of approximately $131M",
POINT PARK UNIVERSITY,251094922,Other,201 WOOD ST,PITTSBURGH,PA,15222-1912,,"Other organization in PITTSBURGH, PA with annual revenue of approximately $131M",
TEXAS CHILDRENS HEALTH PLAN THE CENTER,461392824,Health,6330 WEST LOOP S STE 800,BELLAIRE,TX,77401-2922,,"Health organization in BELLAIRE, TX with annual revenue of approximately $131M",
COREWELL HEALTH,822784244,Health,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503-2560,,"Health organization in GRAND RAPIDS, MI with annual revenue of approximately $131M",
HOLZER HEALTH SYSTEM,311156690,Health,100 JACKSON PIKE,GALLIPOLIS,OH,45631-1560,,"Health organization in GALLIPOLIS, OH with annual revenue of approximately $131M",
PAN AMERICAN DEVELOPMENT FOUNDATION INC,526054268,International,1889 F STREET NW 2ND FLOOR,WASHINGTON,DC,20006-4401,,"International organization in WASHINGTON, DC with annual revenue of approximately $131M",
RESOURCES LEGACY FUND,954703838,Environment,400 CAPITOL MALL STE 2150,SACRAMENTO,CA,95814-4424,,"Environment organization in SACRAMENTO, CA with annual revenue of approximately $131M",
MAKE- A- WISH FOUNDATION OF AMERICA,860481941,Other,1702 E HIGHLAND AVE STE 400,PHOENIX,AZ,85016-4630,,"Other organization in PHOENIX, AZ with annual revenue of approximately $130M",
MISERICORDIA HOME,362170153,Human Services,6300 N RIDGE AVE,CHICAGO,IL,60660-1017,,"Human Services organization in CHICAGO, IL with annual revenue of approximately $130M",
THE ALAMEDA COUNTY COMMUNITY FOOD BANK INC,942960297,Other,PO BOX 2599,OAKLAND,CA,94614-0599,,"Other organization in OAKLAND, CA with annual revenue of approximately $130M",
NORTH COUNTY HEALTH PROJECT INC,952847102,Other,150 VALPREDA RD,SAN MARCOS,CA,92069-2973,,"Other organization in SAN MARCOS, CA with annual revenue of approximately $130M",
SEALY & SMITH FOUNDATION,741109652,Health,2200 MARKET ST STE 500,GALVESTON,TX,77550-1532,,"Health organization in GALVESTON, TX with annual revenue of approximately $130M",
GIFT OF HOPE ORGAN & TISSUE DONOR NETWORK,363516431,Health,425 SPRING LAKE DR,ITASCA,IL,60143-2076,,"Health organization in ITASCA, IL with annual revenue of approximately $130M",
AUSTIN COLLEGE,750827409,Education,900 N GRAND AVENUE SUITE 6F,SHERMAN,TX,75090-4440,,"Education organization in SHERMAN, TX with annual revenue of approximately $130M",
THE COLBURN SCHOOL,952501387,Arts & Culture,200 S GRAND AVE,LOS ANGELES,CA,90012-3007,,"Arts & Culture organization in LOS ANGELES, CA with annual revenue of approximately $130M",
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,952413054,Health,250 S GRAND AVE,GLENDORA,CA,91741-4218,,"Health organization in GLENDORA, CA with annual revenue of approximately $130M",
HARNETT HEALTH SYSTEM INC,560603898,Health,PO BOX 1706,DUNN,NC,28335-1706,,"Health organization in DUNN, NC with annual revenue of approximately $130M",
BOYS & GIRLS CLUBS OF AMERICA,912117699,Other,1275 PEACHTREE ST NE,ATLANTA,GA,30309-3580,,"Other organization in ATLANTA, GA with annual revenue of approximately $130M",
SAN LUIS VALLEY REGIONAL MEDICAL CENTER,840255530,Health,106 BLANCA AVE,ALAMOSA,CO,81101-2340,,"Health organization in ALAMOSA, CO with annual revenue of approximately $130M",
SAINT XAVIER UNIVERSITY,362177133,Education,3700 W 103RD ST,CHICAGO,IL,60655-3105,,"Education organization in CHICAGO, IL with annual revenue of approximately $130M",
ROOSEVELT UNIVERSITY,362167854,Other,430 S MICHIGAN AVE,CHICAGO,IL,60605-1315,,"Other organization in CHICAGO, IL with annual revenue of approximately $130M",
UNIVERSITY OF MOUNT SAINT VINCENT,131740445,Education,6301 RIVERDALE AVE,RIVERDALE,NY,10471-1046,,"Education organization in RIVERDALE, NY with annual revenue of approximately $130M",
PINE CREST PREPARATORY SCHOOL INC,590861374,Education,1501 NE 62ND ST,FT LAUDERDALE,FL,33334-5116,,"Education organization in FT LAUDERDALE, FL with annual revenue of approximately $130M",
MC DANIEL COLLEGE INC,520591694,Education,2 COLLEGE HL,WESTMINSTER,MD,21157-4390,,"Education organization in WESTMINSTER, MD with annual revenue of approximately $130M",
CHILDREN INTERNATIONAL,446005794,International,2000 E RED BRIDGE RD,KANSAS CITY,MO,64131-3610,,"International organization in KANSAS CITY, MO with annual revenue of approximately $130M",
SOUTHWESTERN UNIVERSITY,741233796,Education,1001 E UNIVERSITY AVE,GEORGETOWN,TX,78626-6100,,"Education organization in GEORGETOWN, TX with annual revenue of approximately $129M",
MOUNT NITTANY MEDICAL CENTER HEALTH SERVICES INC,510426500,Health,155 WELLNESS WAY,STATE COLLEGE,PA,16803-6702,,"Health organization in STATE COLLEGE, PA with annual revenue of approximately $129M",
SAINT MARYS UNIVERSITY,981358092,Education,HALIFAX NOVA SCOTIA B3H 3C3,CANADA,,00000-0000,,"Education organization in CANADA,  with annual revenue of approximately $129M",
WAY FINDERS INC,042518368,Human Services,1780 MAIN ST,SPRINGFIELD,MA,01103-1000,,"Human Services organization in SPRINGFIELD, MA with annual revenue of approximately $129M",
INTERNATIONAL AIDS VACCINE INITIATIVE INC,133870223,International,125 BROAD STREET 9TH FLOOR,NEW YORK,NY,10004-2743,,"International organization in NEW YORK, NY with annual revenue of approximately $129M",
LYRASIS,231365979,Education,3390 PEACHTREE RD NE STE 400,ATLANTA,GA,30326-1108,,"Education organization in ATLANTA, GA with annual revenue of approximately $129M",
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,381303843,Health,1105 SIXTH ST,TRAVERSE CITY,MI,49684-2345,,"Health organization in TRAVERSE CITY, MI with annual revenue of approximately $129M",
INSIGHT CHICAGO INC,862358048,Health,4800 S SAGINAW ST STE 1800,FLINT,MI,48507-2677,,"Health organization in FLINT, MI with annual revenue of approximately $129M",
CHICAGO CHARTER SCHOOL FOUNDATION,364141583,Education,11 E ADAMS ST STE 600,CHICAGO,IL,60603-6330,,"Education organization in CHICAGO, IL with annual revenue of approximately $129M",
BROOKLYN NAVY YARD DEVELOPMENT CORPORATION,112137138,Community,141 FLUSHING AVENUE SUITE 801,BROOKLYN,NY,11205-1338,,"Community organization in BROOKLYN, NY with annual revenue of approximately $129M",
ESKATON PROPERTIES INCORPORATED,942906316,Human Services,5105 MANZANITA AVE,CARMICHAEL,CA,95608-0523,,"Human Services organization in CARMICHAEL, CA with annual revenue of approximately $129M",
BRAVERHOOD LTD,204157876,Education,1527 60TH ST,BROOKLYN,NY,11219-5023,,"Education organization in BROOKLYN, NY with annual revenue of approximately $129M",
QUALTEX LABORATORIES,208429619,Health,6211 IH 10 WEST,SAN ANTONIO,TX,78201-2023,,"Health organization in SAN ANTONIO, TX with annual revenue of approximately $129M",
THE NEIGHBORHOOD HOUSE ASSN,951648184,Human Services,5660 COPLEY DR,SAN DIEGO,CA,92111-7902,,"Human Services organization in SAN DIEGO, CA with annual revenue of approximately $129M",
THE METHUSELAH FOUNDATION,542040344,Community,8021 FLINT ST,SPRINGFIELD,VA,22153-2438,,"Community organization in SPRINGFIELD, VA with annual revenue of approximately $129M",
ETHICAL CULTURE FIELDSTON SCHOOL,133862529,Education,33 CENTRAL PARK W,NEW YORK,NY,10023-6001,,"Education organization in NEW YORK, NY with annual revenue of approximately $129M",
KIPP METRO ATLANTA COLLABORATIVE INC,113723114,Education,1445 MAYNARD RD NW,ATLANTA,GA,30331-1109,,"Education organization in ATLANTA, GA with annual revenue of approximately $129M",
LOW INCOME HOUSING INSTITUTE,943155150,Other,1253 S JACKSON ST STE A,SEATTLE,WA,98144-3075,,"Other organization in SEATTLE, WA with annual revenue of approximately $129M",
NEW ENGLAND CENTER FOR CHILDREN INC,042708762,Other,33 TURNPIKE RD,SOUTHBOROUGH,MA,01772-2108,,"Other organization in SOUTHBOROUGH, MA with annual revenue of approximately $129M",
MOUNTAIN AREA HEALTH EDUCATION CENTER INC,561071426,Education,121 HENDERSONVILLE RD,ASHEVILLE,NC,28803-2868,,"Education organization in ASHEVILLE, NC with annual revenue of approximately $129M",
CLEVELAND MUSEUM OF ART,340714336,Arts & Culture,11150 EAST BLVD,CLEVELAND,OH,44106-1711,,"Arts & Culture organization in CLEVELAND, OH with annual revenue of approximately $129M",
SOUTHERN POVERTY LAW CENTER INC,630598743,Human Services,400 WASHINGTON AVE,MONTGOMERY,AL,36104-4344,,"Human Services organization in MONTGOMERY, AL with annual revenue of approximately $129M",
METHODIST PRIMARY CARE GROUP,760556120,Community,6565 FANNIN ST GB240,HOUSTON,TX,77030-2703,,"Community organization in HOUSTON, TX with annual revenue of approximately $129M",
COUNCIL ON AGING OF SOUTHWESTERN OHIO,310807186,Human Services,4601 MALSBARY RD,BLUE ASH,OH,45242-5632,,"Human Services organization in BLUE ASH, OH with annual revenue of approximately $128M",
SUNNYSIDE COMMUNITY HOSPITAL ASSOCIATION,911286274,Health,PO BOX 719,SUNNYSIDE,WA,98944-0719,,"Health organization in SUNNYSIDE, WA with annual revenue of approximately $128M",
HARDING UNIVERSITY,710236896,Other,915 E MARKET AVE HU10772,SEARCY,AR,72149-5615,,"Other organization in SEARCY, AR with annual revenue of approximately $128M",
ARKANSAS CHILDRENS NORTHWEST INC,810817660,Health,1 CHILDRENS WAY,LITTLE ROCK,AR,72202-3500,,"Health organization in LITTLE ROCK, AR with annual revenue of approximately $128M",
UNIVERSITY IMPACT,821504018,Education,3507 N UNIVERSITY AVE STE 125,PROVO,UT,84604-6682,,"Education organization in PROVO, UT with annual revenue of approximately $128M",
DAY KIMBALL HEALTHCARE INC,060646599,Health,320 POMFRET ST,PUTNAM,CT,06260-1836,,"Health organization in PUTNAM, CT with annual revenue of approximately $128M",
LANGLADE HOSPITAL-HOTEL DIEU OF ST JOSEPH OF ANTIGO WISCONSIN,390806429,Health,112 E 5TH AVE,ANTIGO,WI,54409-2710,,"Health organization in ANTIGO, WI with annual revenue of approximately $128M",
PORTER HOSPITAL INC HCSR,030181058,Health,115 PORTER DR,MIDDLEBURY,VT,05753-8423,,"Health organization in MIDDLEBURY, VT with annual revenue of approximately $128M",
UNLIMITED DEVELOPMENT INC,364094409,Human Services,285 S FARNHAM ST,GALESBURG,IL,61401-5323,,"Human Services organization in GALESBURG, IL with annual revenue of approximately $128M",
VALLEY HEALTH SYSTEM INC,222922016,Health,4 VALLEY HEALTH PLZ,PARAMUS,NJ,07652-3619,,"Health organization in PARAMUS, NJ with annual revenue of approximately $128M",
NIAGARA FALLS MEMORIAL MEDICAL CENTER,160743094,Health,621 10TH ST,NIAGARA FALLS,NY,14301-1813,,"Health organization in NIAGARA FALLS, NY with annual revenue of approximately $128M",
SEATTLE PACIFIC UNIVERSITY,910565553,Education,3307 3RD AVE W,SEATTLE,WA,98119-1940,,"Education organization in SEATTLE, WA with annual revenue of approximately $128M",
ASPIRUS MEDICAL GROUP INC,391670223,Health,2200 WESTWOOD DR,WAUSAU,WI,54401-7806,,"Health organization in WAUSAU, WI with annual revenue of approximately $128M",
ARH MARY BRECKINRIDGE HEALTH SERVICES INC,452696517,Health,2260 EXECUTIVE DR,LEXINGTON,KY,40505-4808,,"Health organization in LEXINGTON, KY with annual revenue of approximately $128M",
COMMUNITY FOUNDATION FOR SOUTHEAST MICHIGAN,382530980,Community,333 W FORT ST STE 2010,DETROIT,MI,48226-3134,,"Community organization in DETROIT, MI with annual revenue of approximately $128M",
HEART SHARE HUMAN SERVICES OF NEW YORK,111633549,Human Services,330 JAY STREET 29TH FLOOR,BROOKLYN,NY,11201-2935,,"Human Services organization in BROOKLYN, NY with annual revenue of approximately $128M",
MCGAW MEDICAL CENTER OF NORTHWESTERN UNIVERSITY,362656113,Other,420 E SUPERIOR ST 9-900,CHICAGO,IL,60611-4494,,"Other organization in CHICAGO, IL with annual revenue of approximately $128M",
MONADNOCK COMMUNITY HOSPITAL,020222157,Health,452 OLD STREET RD,PETERBOROUGH,NH,03458-1263,,"Health organization in PETERBOROUGH, NH with annual revenue of approximately $128M",
HOSPITAL & MEDICAL FOUNDATION OF PARIS INC,370860281,Health,721 E COURT ST,PARIS,IL,61944-2460,,"Health organization in PARIS, IL with annual revenue of approximately $128M",
