name,ein,category,address,city,state,zip_code,website,description,phone
AGENDA FOR CHILDREN INC,721058157,Other,PO BOX 51837,NEW ORLEANS,LA,70151-1837,,"Other organization in NEW ORLEANS, LA with annual revenue of approximately $51M",
HOUSTON PARKS BOARD,741860046,Community,300 N POST OAK LN,HOUSTON,TX,77024-5904,,"Community organization in HOUSTON, TX with annual revenue of approximately $51M",
THIRD FUTURE SCHOOLS-TEXAS,850974973,Education,411 W MONROE ST,AUSTIN,TX,78704-3025,,"Education organization in AUSTIN, TX with annual revenue of approximately $51M",
SALT LAKE COMMUNITY ACTION PROGRAM,870269683,Other,1307 S 900 W,SALT LAKE CTY,UT,84104-1622,,"Other organization in SALT LAKE CTY, UT with annual revenue of approximately $51M",
MOSAIC COMMUNITY SERVICES INC,521338141,Community,1925 GREENSPRING DRIVE,TIMONIUM,MD,21093-4128,,"Community organization in TIMONIUM, MD with annual revenue of approximately $51M",
MATHER,362233542,Human Services,1603 ORRINGTON AVE STE 1800,EVANSTON,IL,60201-5019,,"Human Services organization in EVANSTON, IL with annual revenue of approximately $51M",
UNIVERSITY OF IDAHO FOUNDATION INC,237098404,Education,875 PERIMETER DR,MOSCOW,ID,83844-3143,,"Education organization in MOSCOW, ID with annual revenue of approximately $51M",
ACENDA INC,237001477,Human Services,42 DELSEA DR S,GLASSBORO,NJ,08028-2621,,"Human Services organization in GLASSBORO, NJ with annual revenue of approximately $51M",
WILLIAM PENN UNIVERSITY,420707120,Education,201 TRUEBLOOD AVE,OSKALOOSA,IA,52577-1757,,"Education organization in OSKALOOSA, IA with annual revenue of approximately $51M",
MISSISSIPPI FOOD NETWORK INC,640676325,Human Services,440 BEATTY ST,JACKSON,MS,39201-6215,,"Human Services organization in JACKSON, MS with annual revenue of approximately $51M",
FLORIDA PROTON THERAPY INSTITUTE INC,010554709,Health,2015 JEFFERSON ST,JACKSONVILLE,FL,32206-3531,,"Health organization in JACKSONVILLE, FL with annual revenue of approximately $51M",
FORT WORTH COUNTRY DAY SCHOOL INC,751085363,Education,4200 COUNTRY DAY LN,FORT WORTH,TX,76109-4201,,"Education organization in FORT WORTH, TX with annual revenue of approximately $51M",
GRANT REGIONAL HEALTH CENTER INC,391834962,Health,507 S MONROE ST,LANCASTER,WI,53813-2054,,"Health organization in LANCASTER, WI with annual revenue of approximately $51M",
CABRINI OF WESTCHESTER,237063399,Other,115 BROADWAY,DOBBS FERRY,NY,10522-2835,,"Other organization in DOBBS FERRY, NY with annual revenue of approximately $51M",
EAST TENN HUMAN RESOURCE AGENCY INC,621493851,Other,9111 CROSS PARK DR STE D100,KNOXVILLE,TN,37923-4517,,"Other organization in KNOXVILLE, TN with annual revenue of approximately $51M",
CHESNUT HILL COLLEGE OF THE SISTERS OF ST JOSEPH,231352626,Education,9601 GERMANTOWN AVE,PHILADELPHIA,PA,19118-2643,,"Education organization in PHILADELPHIA, PA with annual revenue of approximately $51M",
LA POSADA AT PARK CENTRE INC,860828160,Human Services,350 E MORNINGSIDE RD,GREEN VALLEY,AZ,85614-5152,,"Human Services organization in GREEN VALLEY, AZ with annual revenue of approximately $51M",
THE NEW HORIZONS FOUNDATION INC,841123082,Community,731 CHAPEL HILLS DR,COLORADO SPGS,CO,80920-3949,,"Community organization in COLORADO SPGS, CO with annual revenue of approximately $51M",
UNITED METHODIST MEMORIAL HOME,350877581,Human Services,PO BOX 326,WARREN,IN,46792-0326,,"Human Services organization in WARREN, IN with annual revenue of approximately $51M",
GOODWILL INDUSTRIES OF NORTH FLORIDA INC,590637858,Other,5150 TIMUQUANA RD STE 15,JACKSONVILLE,FL,32210-8925,,"Other organization in JACKSONVILLE, FL with annual revenue of approximately $51M",
COMMUNITY HEALTH CARE INC,421060724,Other,500 W RIVER DR,DAVENPORT,IA,52801-1014,,"Other organization in DAVENPORT, IA with annual revenue of approximately $51M",
MEMPHIS GOODWILL INC,263445007,Human Services,6899 STAGE RD,MEMPHIS,TN,38133-4015,,"Human Services organization in MEMPHIS, TN with annual revenue of approximately $51M",
HUNTINGTON UNIVERSITY INC,350868101,Education,2303 COLLEGE AVE,HUNTINGTON,IN,46750-1237,,"Education organization in HUNTINGTON, IN with annual revenue of approximately $51M",
EMPATH-STRATUM INC,851356625,Human Services,6310 CAPITAL DRIVE,LAKEWOOD RANCH,FL,34202-5013,,"Human Services organization in LAKEWOOD RANCH, FL with annual revenue of approximately $51M",
MID-PACIFIC INSTITUTE,990073514,Other,2445 KAALA ST,HONOLULU,HI,96822-2204,,"Other organization in HONOLULU, HI with annual revenue of approximately $51M",
UNIVERSITY SURGICAL ASSOCIATES INC,050389803,Other,110 ELM STREET 2ND FLOOR,PROVIDENCE,RI,02903-4626,,"Other organization in PROVIDENCE, RI with annual revenue of approximately $51M",
MISSOURI COALITION FOR COMMUNITY BEHAVIORAL HEALTHCARE,431148537,Other,2401 E MCCARTY ST,JEFFERSON CTY,MO,65101-4421,,"Other organization in JEFFERSON CTY, MO with annual revenue of approximately $51M",
ADRIENNE ARSHT CENTER TRUST INC,650353695,Arts & Culture,1300 BISCAYNE BLVD,MIAMI,FL,33132-1608,,"Arts & Culture organization in MIAMI, FL with annual revenue of approximately $51M",
CHATTANOOGA C A R E S INC,621325543,Other,1000 E 3RD ST STE 202,CHATTANOOGA,TN,37403-2180,,"Other organization in CHATTANOOGA, TN with annual revenue of approximately $51M",
MANIFEST MEDEX,272367522,Health,3993 JURUPA AVE,RIVERSIDE,CA,92506-2246,,"Health organization in RIVERSIDE, CA with annual revenue of approximately $51M",
PHOEBE PUTNEY HEALTH SYSTEMS INC,582001014,Health,417 W 3RD AVE,ALBANY,GA,31701-1943,,"Health organization in ALBANY, GA with annual revenue of approximately $51M",
THE MENNONITE HOME,231413689,Human Services,1520 HARRISBURG PIKE,LANCASTER,PA,17601-2632,,"Human Services organization in LANCASTER, PA with annual revenue of approximately $51M",
ST JOSEPHS AREA HEALTH SERVICES,410695603,Health,600 PLEASANT AVE S,PARK RAPIDS,MN,56470-1431,,"Health organization in PARK RAPIDS, MN with annual revenue of approximately $51M",
YOUTH CONNECTION CHARTER SCHOOL,364202184,Education,10 W 35TH STREET SUITE 11F4,CHICAGO,IL,60616-3717,,"Education organization in CHICAGO, IL with annual revenue of approximately $51M",
UNITY CARE NORTHWEST,912168190,Health,1616 CORNWALL AVE STE 205,BELLINGHAM,WA,98225-4642,,"Health organization in BELLINGHAM, WA with annual revenue of approximately $51M",
BARUCH SLS INC,383375365,Human Services,3196 KRAFT AVE SE STE 203,GRAND RAPIDS,MI,49512-2065,,"Human Services organization in GRAND RAPIDS, MI with annual revenue of approximately $51M",
ARBOR ACRES UNITED METHODIST RETIREMENT COMMUNITY INC,561152263,Other,1240 ARBOR RD,WINSTON SALEM,NC,27104-1106,,"Other organization in WINSTON SALEM, NC with annual revenue of approximately $51M",
FRIENDSHIP COMMUNITY CARE INC,710433583,Human Services,PO BOX 2109,RUSSELLVILLE,AR,72811-2109,,"Human Services organization in RUSSELLVILLE, AR with annual revenue of approximately $51M",
HEALTH CHOICE NETWORK INC,900525658,Health,9064 NW 13TH TER,DORAL,FL,33172-2907,,"Health organization in DORAL, FL with annual revenue of approximately $51M",
NORTH HILL NEEDHAM INC,042716090,Human Services,865 CENTRAL AVENUE,NEEDHAM,MA,02492-1316,,"Human Services organization in NEEDHAM, MA with annual revenue of approximately $51M",
JASA CORPORATION,133936007,Community,247 WEST 37TH STREET 9TH FLOOR,NEW YORK,NY,10018-5193,,"Community organization in NEW YORK, NY with annual revenue of approximately $51M",
GENEVA COLLEGE,250965376,Education,3200 COLLEGE AVE,BEAVER FALLS,PA,15010-3557,,"Education organization in BEAVER FALLS, PA with annual revenue of approximately $50M",
GRACELIGHT COMMUNITY HEALTH,953702136,Other,4816 E 3RD ST,LOS ANGELES,CA,90022-1602,,"Other organization in LOS ANGELES, CA with annual revenue of approximately $50M",
GOODWILL INDUSTRIES OF MIDDLE GEORGIA INC,581249683,Human Services,5171 EISENHOWER PKWY,MACON,GA,31206-5309,,"Human Services organization in MACON, GA with annual revenue of approximately $50M",
RAZOM INC,464604398,International,140 2ND AVE STE 305,NEW YORK,NY,10003-8385,,"International organization in NEW YORK, NY with annual revenue of approximately $50M",
VIRGINIA UNION UNIVERSITY,540524516,Education,1500 N LOMBARDY ST,RICHMOND,VA,23220-1711,,"Education organization in RICHMOND, VA with annual revenue of approximately $50M",
ADVANTAGE ACADEMY OF MIAMI INC,203878749,Education,5471 N UNIVERSITY DR,CORAL SPRINGS,FL,33067-4634,,"Education organization in CORAL SPRINGS, FL with annual revenue of approximately $50M",
TRIAD MATH AND SCIENCE ACADEMY COMPANY,208471670,Education,3570 AMBERLIGHT RD,APEX,NC,27502-7426,,"Education organization in APEX, NC with annual revenue of approximately $50M",
EAST BAY COMMUNITY ACTION PROGRAM,050310024,Human Services,610 WAMPANOAG TRL,RIVERSIDE,RI,02915-1504,,"Human Services organization in RIVERSIDE, RI with annual revenue of approximately $50M",
GREATER TWIN CITIES UNITED WAY,411973442,Community,404 S 8TH ST STE 100,MINNEAPOLIS,MN,55404-1027,,"Community organization in MINNEAPOLIS, MN with annual revenue of approximately $50M",
MTPC LLC,472775340,Health,2095 LAKESIDE CENTRE WAY,KNOXVILLE,TN,37922-6634,,"Health organization in KNOXVILLE, TN with annual revenue of approximately $50M",
RESULTS FOR DEVELOPMENT INSTITUTE INC,208530747,International,1111 19TH ST NW STE 700,WASHINGTON,DC,20036-3651,,"International organization in WASHINGTON, DC with annual revenue of approximately $50M",
TRUSTEES OF THAYER ACADEMY,042105781,Education,745 WASHINGTON ST,BRAINTREE,MA,02184-5751,,"Education organization in BRAINTREE, MA with annual revenue of approximately $50M",
BACON COUNTY HEALTH SERVICES INC,582224545,Health,302 S WAYNE ST,ALMA,GA,31510-2922,,"Health organization in ALMA, GA with annual revenue of approximately $50M",
THE PROVIDENCE CENTER INC,050316969,Health,4 RICHMOND SQUARE 4TH FLOOR,PROVIDENCE,RI,02906-5117,,"Health organization in PROVIDENCE, RI with annual revenue of approximately $50M",
PACIFIC CHARTER INSTITUTE INC,161727094,Education,2241 HARVARD ST STE 310,SACRAMENTO,CA,95815-3332,,"Education organization in SACRAMENTO, CA with annual revenue of approximately $50M",
ELEVATE ENERGY,364443093,Environment,322 S GREEN ST STE 300,CHICAGO,IL,60607-3544,,"Environment organization in CHICAGO, IL with annual revenue of approximately $50M",
JONI AND FRIENDS,953402002,Other,30009 LADYFACE CT,AGOURA HILLS,CA,91301-2583,,"Other organization in AGOURA HILLS, CA with annual revenue of approximately $50M",
LUPUS RESEARCH ALLIANCE INC,582492929,Health,270 MADISON AVE RM 300,NEW YORK,NY,10016-0611,,"Health organization in NEW YORK, NY with annual revenue of approximately $50M",
FAIRVIEW BETHESDA HOSPITAL,363517697,Health,2450 RIVERSIDE AVE,MINNEAPOLIS,MN,55454-1450,,"Health organization in MINNEAPOLIS, MN with annual revenue of approximately $50M",
VNA CARE NETWORK INC,042103825,Health,67 MILLBROOK STREET 500 N,WORCESTER,MA,01606-0000,,"Health organization in WORCESTER, MA with annual revenue of approximately $50M",
EXPERIMENTAL AIRCRAFT ASSOCIATION INC,390917537,Research,3000 POBEREZNY RD,OSHKOSH,WI,54902-8939,,"Research organization in OSHKOSH, WI with annual revenue of approximately $50M",
FEDERATION OF JEWISH COMMUNITIES OF THE C I S INC,133970940,Community,445 PARK AVE 9TH FLOOR,NEW YORK,NY,10022-8606,,"Community organization in NEW YORK, NY with annual revenue of approximately $50M",
ZERO TO THREE - NATIONAL CENTER FOR INFANTS TODDLERS AND FAMILIES,521105189,Human Services,2445 M ST NW STE 600,WASHINGTON,DC,20037-1676,,"Human Services organization in WASHINGTON, DC with annual revenue of approximately $50M",
MAUI ECONOMIC OPPORTUNITY INC,996009889,Human Services,PO BOX 2122,KAHULUI,HI,96733-2122,,"Human Services organization in KAHULUI, HI with annual revenue of approximately $50M",
EPISCOPAL SCHOOL OF DALLAS INC,751451116,Other,4100 MERRELL RD,DALLAS,TX,75229-6217,,"Other organization in DALLAS, TX with annual revenue of approximately $50M",
BERKSHIRE COUNTY ARC INC,042218928,Human Services,PO BOX 2,PITTSFIELD,MA,01202-0002,,"Human Services organization in PITTSFIELD, MA with annual revenue of approximately $50M",
UMUC VENTURES INC,812898004,Education,7315 WISCONSIN AVE,BETHESDA,MD,20814-3202,,"Education organization in BETHESDA, MD with annual revenue of approximately $50M",
THE UNIVERSITY CORPORATION,951992732,Other,18111 NORDHOFF ST 8309,NORTHRIDGE,CA,91330-0001,,"Other organization in NORTHRIDGE, CA with annual revenue of approximately $50M",
TEXAS RIO GRANDE LEGAL AID INC,741675230,Human Services,301 S TEXAS AVE,MERCEDES,TX,78570-3125,,"Human Services organization in MERCEDES, TX with annual revenue of approximately $50M",
E4E RELIEF LLC,873137387,Human Services,220 N TRYON ST,CHARLOTTE,NC,28202-2137,,"Human Services organization in CHARLOTTE, NC with annual revenue of approximately $50M",
GOLDEN GATE NATIONAL PARKS CONSERVANCY,942781708,Environment,BUILDING 201 FORT MASON,SAN FRANCISCO,CA,94123-0000,,"Environment organization in SAN FRANCISCO, CA with annual revenue of approximately $50M",
ASCENSION MICHIGAN CMG,382601348,Health,PO BOX 45998,SAINT LOUIS,MO,63145-5998,,"Health organization in SAINT LOUIS, MO with annual revenue of approximately $50M",
INDIANAPOLIS MUSEUM OF ART INC,350867955,Arts & Culture,4000 MICHIGAN RD,INDIANAPOLIS,IN,46208-3326,,"Arts & Culture organization in INDIANAPOLIS, IN with annual revenue of approximately $50M",
CORNERSTONE SERVICE INC,362706578,Human Services,777 JOYCE ROAD,JOLIET,IL,60436-1876,,"Human Services organization in JOLIET, IL with annual revenue of approximately $50M",
SCIENCE ACADEMIES OF NEW YORK CHARTER SCHOOLS,043739991,Other,1409 W GENESEE ST,SYRACUSE,NY,13204-2191,,"Other organization in SYRACUSE, NY with annual revenue of approximately $50M",
THINK OF US,821157215,Human Services,700 PENNSYLVANIA AVE SE STE 200,WASHINGTON,DC,20003-2493,,"Human Services organization in WASHINGTON, DC with annual revenue of approximately $50M",
NATIONAL ORGANIZATION FOR RARE DISORDERS INC,133223946,Other,7 KENOSIA AVENUE,DANBURY,CT,06810-7395,,"Other organization in DANBURY, CT with annual revenue of approximately $50M",
CROSSROADS HOUSING DEVELOPMENT CORPORATION,752839932,Human Services,PO BOX 1042,BIG SPRING,TX,79721-1042,,"Human Services organization in BIG SPRING, TX with annual revenue of approximately $50M",
OPEN TECHNOLOGY FUND,843126447,Arts & Culture,1015 7TH ST NW 300,WASHINGTON,DC,20001-5867,,"Arts & Culture organization in WASHINGTON, DC with annual revenue of approximately $50M",
COMMUNITY LIVING SERVICES INC,382849658,Human Services,35425 MICHIGAN AVENUE WEST,WAYNE,MI,48184-9800,,"Human Services organization in WAYNE, MI with annual revenue of approximately $50M",
UNIVERSITY OF MOUNT OLIVE INC,560623936,Education,634 HENDERSON ST,MOUNT OLIVE,NC,28365-1263,,"Education organization in MOUNT OLIVE, NC with annual revenue of approximately $50M",
PUEBLO COMMUNITY HEALTH CENTER INC,840921521,Other,110 E ROUTT AVE,PUEBLO,CO,81004-2117,,"Other organization in PUEBLO, CO with annual revenue of approximately $50M",
AMIDEAST,530243270,International,2025 M ST NW STE 600,WASHINGTON,DC,20036-3363,,"International organization in WASHINGTON, DC with annual revenue of approximately $50M",
WILLIAM PENN ASSOCIATION,250856580,Other,709 BRIGHTON RD,PITTSBURGH,PA,15233-1805,,"Other organization in PITTSBURGH, PA with annual revenue of approximately $50M",
LIONS WORLD VISION INSTITUTE INC,591458151,Other,1410 N 21ST ST,TAMPA,FL,33605-5313,,"Other organization in TAMPA, FL with annual revenue of approximately $50M",
BULLDOG CLUB,510163622,Other,PO BOX BT,MS STATE,MS,39762-5569,,"Other organization in MS STATE, MS with annual revenue of approximately $50M",
RETHINK FOOD NYC INC,821632259,Human Services,214 SULLIVAN ST,NEW YORK,NY,10012-1354,,"Human Services organization in NEW YORK, NY with annual revenue of approximately $50M",
ST FRANCIS HOUSE NWA INC,311553455,Health,614 E EMMA AVE,SPRINGDALE,AR,72764-4634,,"Health organization in SPRINGDALE, AR with annual revenue of approximately $50M",
LUMBEE LAND DEVELOPMENT INC,562259380,Human Services,6984 NC HIGHWAY 711,PEMBROKE,NC,28372-7377,,"Human Services organization in PEMBROKE, NC with annual revenue of approximately $50M",
ST MATTHEWS HOUSE INC,651110501,Human Services,2001 AIRPORT RD S,NAPLES,FL,34112-4800,,"Human Services organization in NAPLES, FL with annual revenue of approximately $50M",
FOOD BANK OF SOUTH JERSEY INC,222623089,Other,1501 JOHN TIPTON BLVD,PENNSAUKEN,NJ,08110-2303,,"Other organization in PENNSAUKEN, NJ with annual revenue of approximately $50M",
CHILDRENS HOSPITAL RADIOLOGY FOUNDATION INC,043259647,Health,300 LONGWOOD AVE,BOSTON,MA,02115-5724,,"Health organization in BOSTON, MA with annual revenue of approximately $50M",
SMYTH COUNTY COMMUNITY HOSPITAL,540794913,Health,311 PRINCETON RD STE 1,JOHNSON CITY,TN,37601-2080,,"Health organization in JOHNSON CITY, TN with annual revenue of approximately $50M",
ALCONA CITIZENS FOR HEALTH INC,382170985,Health,177 NORTH BARLOW RD,LINCOLN,MI,48742-0000,,"Health organization in LINCOLN, MI with annual revenue of approximately $50M",
YOUNG MENS CHRISTIAN ASSOCIATION OF GREATER GRAND RAPIDS,381358058,Human Services,475 LAKE MICHIGAN DR NW,GRAND RAPIDS,MI,49504-5600,,"Human Services organization in GRAND RAPIDS, MI with annual revenue of approximately $50M",
SOUTHEASTERN KENTUCKY REHABILITATION INDUSTRIES INC,610725475,Health,1205 W CUMBERLAND GAP PKWY,CORBIN,KY,40701-5921,,"Health organization in CORBIN, KY with annual revenue of approximately $50M",
PRESENCE LIFE CONNECTIONS,371127787,Other,PO BOX 45998,SAINT LOUIS,MO,63145-5998,,"Other organization in SAINT LOUIS, MO with annual revenue of approximately $50M",
HARVEST HOPE FOOD BANK,570725560,Human Services,PO BOX 451,COLUMBIA,SC,29202-0451,,"Human Services organization in COLUMBIA, SC with annual revenue of approximately $50M",
FEDERATION CCRC OPERATIONS CORP,272296079,Human Services,21036 95TH AVE S,BOCA RATON,FL,33428-1549,,"Human Services organization in BOCA RATON, FL with annual revenue of approximately $50M",
NYSARC INC,160818293,Other,1439 BUFFALO ST,OLEAN,NY,14760-1140,,"Other organization in OLEAN, NY with annual revenue of approximately $50M",
COLLEGE OF OUR LADY OF THE ELMS,042225850,Education,291 SPRINGFIELD ST,CHICOPEE,MA,01013-2837,,"Education organization in CHICOPEE, MA with annual revenue of approximately $50M",
MONTREAT COLLEGE,560543261,Education,310 GATHER CIRCLE,MONTREAT,NC,28757-0000,,"Education organization in MONTREAT, NC with annual revenue of approximately $50M",
PEACE CENTER FOUNDATION,570811297,Arts & Culture,101 WEST BROAD STREET,GREENVILLE,SC,29601-2678,,"Arts & Culture organization in GREENVILLE, SC with annual revenue of approximately $50M",
MEMORIAL HOSPITAL ASSOCIATION,370684691,Health,1454 NCR 2050,CARTHAGE,IL,62321-0000,,"Health organization in CARTHAGE, IL with annual revenue of approximately $50M",
ADULT AND CHILD MENTAL HEALTH INC,351534713,Health,1111 S GLENSTONE AVE,SPRINGFIELD,MO,65804-0313,,"Health organization in SPRINGFIELD, MO with annual revenue of approximately $50M",
AFFINITY PARTNERS NETWORK INC,851549516,Health,241 FORSGATE DRIVE,JAMESBURG,NJ,08831-1385,,"Health organization in JAMESBURG, NJ with annual revenue of approximately $50M",
PACIFIC NORTHWEST UNIVERSITY OF HEALTH SCIENCES,061744054,Education,111 UNIVERSITY PKWY STE 202,YAKIMA,WA,98901-1448,,"Education organization in YAKIMA, WA with annual revenue of approximately $50M",
CH NEUROLOGY FOUNDATION INC,222678594,Other,300 LONGWOOD AVENUE FEG 11,BOSTON,MA,02115-5724,,"Other organization in BOSTON, MA with annual revenue of approximately $50M",
ST JOSEPH CENTER,953874381,Human Services,204 HAMPTON DR,VENICE,CA,90291-2623,,"Human Services organization in VENICE, CA with annual revenue of approximately $50M",
SSMHCS LIABILITY TRUST MERCANTILE BANK TTEE,436331003,Other,12800 CORPORATE HILL DR,SAINT LOUIS,MO,63131-1833,,"Other organization in SAINT LOUIS, MO with annual revenue of approximately $50M",
ST LUKES HOSPITAL INC,560554222,Health,101 HOSPITAL DR,COLUMBUS,NC,28722-6418,,"Health organization in COLUMBUS, NC with annual revenue of approximately $50M",
ALDERSGATE UNITED METHODIST RETIREMENT COMMUNITY INC,560547462,Other,3800 SHAMROCK DR,CHARLOTTE,NC,28215-3220,,"Other organization in CHARLOTTE, NC with annual revenue of approximately $50M",
CLARKE UNIVERSITY OF DUBUQUE IOWA,420680408,Education,1550 CLARKE DR,DUBUQUE,IA,52001-3117,,"Education organization in DUBUQUE, IA with annual revenue of approximately $50M",
UNIVERSIDAD DEL SAGRADO CORAZON INC,660207156,Education,PO BOX 12383,SAN JUAN,PR,00914-8505,,"Education organization in SAN JUAN, PR with annual revenue of approximately $50M",
EVANGELICAL RETIREMENT HOMES OF GREATER CHICAGO INC,362815382,Human Services,350 W SCHAUMBURG ROAD,SCHAUMBURG,IL,60194-3464,,"Human Services organization in SCHAUMBURG, IL with annual revenue of approximately $50M",
COMMUNITY FOUNDATION SANTA CRUZ COUNTY,942808039,Community,7807 SOQUEL DR,APTOS,CA,95003-3914,,"Community organization in APTOS, CA with annual revenue of approximately $50M",
SOUTH TEXAS COLLEGE OF LAW HOUSTON INC,741554976,Education,1303 SAN JACINTO ST,HOUSTON,TX,77002-7006,,"Education organization in HOUSTON, TX with annual revenue of approximately $50M",
NEVADA H A N D INC,900180263,Other,9121 W RUSSELL RD STE 219,LAS VEGAS,NV,89148-1239,,"Other organization in LAS VEGAS, NV with annual revenue of approximately $50M",
REAL JOURNEY ACADEMIES INC,263798438,Education,3333 CONCOURS ST BUILDING 9,ONTARIO,CA,91764-4875,,"Education organization in ONTARIO, CA with annual revenue of approximately $50M",
LITTLE FALLS HOSPITAL,150533578,Health,140 BURWELL ST,LITTLE FALLS,NY,13365-1725,,"Health organization in LITTLE FALLS, NY with annual revenue of approximately $50M",
NORTHWEST CENTER SERVICES,364885823,Human Services,1119 SW 7TH ST,RENTON,WA,98057-5215,,"Human Services organization in RENTON, WA with annual revenue of approximately $50M",
FRANCIS W PARKER SCHOOL,362171732,Education,330 W WEBSTER AVE,CHICAGO,IL,60614-3820,,"Education organization in CHICAGO, IL with annual revenue of approximately $50M",
PALMER LUTHERAN HEALTH CENTER INC,421320763,Health,112 JEFFERSON ST,WEST UNION,IA,52175-1022,,"Health organization in WEST UNION, IA with annual revenue of approximately $50M",
1693 PARTNERS FUND,843505125,Education,5300 DISCOVERY PARK BLVD 3RD FLOOR,WILLIAMSBURG,VA,23188-2695,,"Education organization in WILLIAMSBURG, VA with annual revenue of approximately $50M",
NORTHEAST TREATMENT CENTERS INC,231728478,Health,520 N CHRISTOPHER COLUMBUSE BLVD F4,PHILADELPHIA,PA,19123-4239,,"Health organization in PHILADELPHIA, PA with annual revenue of approximately $50M",
CABINET PEAKS MEDICAL CENTER,810241755,Health,209 HEALTH PARK DR,LIBBY,MT,59923-2001,,"Health organization in LIBBY, MT with annual revenue of approximately $50M",
