name,ein,category,address,city,state,zip_code,website,description,phone
PREMIER COMMUNITY HEALTHCARE GROUP INC,591964612,Health,37912 CHURCH AVE,DADE CITY,FL,33525-4207,,"Health organization in DADE CITY, FL with annual revenue of approximately $35M",
WAKE ROBIN CORP,222535376,Human Services,200 WAKE ROBIN DR,SHELBURNE,VT,05482-7569,,"Human Services organization in SHELBURNE, VT with annual revenue of approximately $35M",
THE ESTAUGH,210633410,Human Services,1 MEDFORD LEAS WAY,MEDFORD,NJ,08055-2254,,"Human Services organization in MEDFORD, NJ with annual revenue of approximately $35M",
MORRISON CHILD & FAMILY SERVICES,930354176,Health,11035 NE SANDY BLVD,PORTLAND,OR,97220-2553,,"Health organization in PORTLAND, OR with annual revenue of approximately $35M",
CENTRAL FLORIDA FAMILY HEALTH CENTER INC,591741286,Other,4930 E LAKE MARY BLVD,SANFORD,FL,32771-5003,,"Other organization in SANFORD, FL with annual revenue of approximately $35M",
THE UPSTATE FOUNDATION INC,161068101,Human Services,750 E ADAMS ST,SYRACUSE,NY,13210-2306,,"Human Services organization in SYRACUSE, NY with annual revenue of approximately $35M",
FREEDOM PREPARATORY ACADEMY INC,261342579,Education,136 WEBSTER AVE,MEMPHIS,TN,38126-3002,,"Education organization in MEMPHIS, TN with annual revenue of approximately $35M",
APPALACHIAN REGIONAL HEALTHCARE SYSTEM INC,201067022,Health,336 DEERFIELD RD,BOONE,NC,28607-5008,,"Health organization in BOONE, NC with annual revenue of approximately $35M",
LAMBDA LEGAL DEFENSE AND EDUCATION FUND INC,237395681,Religion,120 WALL STREET 19TH FL,NEW YORK,NY,10005-3919,,"Religion organization in NEW YORK, NY with annual revenue of approximately $35M",
MID-FLORIDA AREA AGENCY ON AGING INC,591777567,Other,100 SW 75TH ST STE 301,GAINESVILLE,FL,32607-5778,,"Other organization in GAINESVILLE, FL with annual revenue of approximately $35M",
ANTHONY L JORDAN HEALTH CORPORATION,160977295,Health,82 HOLLAND ST,ROCHESTER,NY,14605-2131,,"Health organization in ROCHESTER, NY with annual revenue of approximately $35M",
BUDDHIST TZU CHI FOUNDATION,942952782,Religion,1100 S VALLEY CENTER AVE,SAN DIMAS,CA,91773-3728,,"Religion organization in SAN DIMAS, CA with annual revenue of approximately $35M",
GUADALUPE EDUCATIONAL SYSTEMS INC,205220487,Education,1015 AVENIDA CESAR E CHAVEZ,KANSAS CITY,MO,64108-2235,,"Education organization in KANSAS CITY, MO with annual revenue of approximately $35M",
CRESCENT VIEW WEST PUBLIC CHARTER INC,680610130,Education,177 HOLSTON DR,LANCASTER,CA,93535-4570,,"Education organization in LANCASTER, CA with annual revenue of approximately $35M",
KENNEDY-DONOVAN CENTER INC,042519028,Human Services,1 COMMERCIAL ST,FOXBORO,MA,02035-2530,,"Human Services organization in FOXBORO, MA with annual revenue of approximately $35M",
AMERICAN MANAGEMENT ASSOCIATION INT,237259445,Education,600 AMA WAY,SARANAC LAKE,NY,12983-5534,,"Education organization in SARANAC LAKE, NY with annual revenue of approximately $35M",
LIFEWISE INC,454002535,Human Services,5375 GRACE ST,HILLIARD,OH,43026-1411,,"Human Services organization in HILLIARD, OH with annual revenue of approximately $35M",
THE HOWARD YOUNG MEDICAL CENTER INC,390873606,Health,2200 WESTWOOD DR,WAUSAU,WI,54401-7806,,"Health organization in WAUSAU, WI with annual revenue of approximately $35M",
COLUMBUS ASSOCIATION FOR THE PERFORMING ARTS INC,310749884,Arts & Culture,55 E STATE ST,COLUMBUS,OH,43215-4203,,"Arts & Culture organization in COLUMBUS, OH with annual revenue of approximately $35M",
UNIVERSAL COMMUNICATIONS NETWORK INC,223850071,Arts & Culture,229 W 28TH ST FL 7,NEW YORK,NY,10001-5915,,"Arts & Culture organization in NEW YORK, NY with annual revenue of approximately $35M",
CHILDRENS HOME SOCIETY OF SOUTH DAKOTA,460224542,Human Services,801 N SYCAMORE AVE,SIOUX FALLS,SD,57110-5746,,"Human Services organization in SIOUX FALLS, SD with annual revenue of approximately $35M",
NORTH CENTRAL UNIVERSITY,410706151,Education,910 ELLIOT AVE,MINNEAPOLIS,MN,55404-1322,,"Education organization in MINNEAPOLIS, MN with annual revenue of approximately $35M",
AMERICAN CANCER SOCIETY,465439010,Other,270 PEACHTREE ST NW STE 1300,ATLANTA,GA,30303-1246,,"Other organization in ATLANTA, GA with annual revenue of approximately $35M",
MALVERN PREPARATORY SCHOOL,231352658,Education,418 S WARREN AVE,MALVERN,PA,19355-2707,,"Education organization in MALVERN, PA with annual revenue of approximately $35M",
CALIFORNIA STATE UNIVERSITY SAN MARCOS CORPORATION,330397688,Education,441 LA MOREE RD,SAN MARCOS,CA,92078-5017,,"Education organization in SAN MARCOS, CA with annual revenue of approximately $35M",
FOUR COUNTY COMPREHENSIVE MENTAL HEALTH CENTER INC,351362298,Health,2355 S BUSINESS 31,PERU,IN,46970-8985,,"Health organization in PERU, IN with annual revenue of approximately $35M",
WASHINGTON STATE CHILD CARE RESOURCE & REFERRAL NETWORK,911427991,Other,1001 PACIFIC AVE STE 400,TACOMA,WA,98402-4440,,"Other organization in TACOMA, WA with annual revenue of approximately $35M",
AMERICAN LUTHERAN HOMES INC,450274012,Other,201 UNIVERSITY DR S,FARGO,ND,58103-1775,,"Other organization in FARGO, ND with annual revenue of approximately $35M",
JOHNSON HEALTH CENTER,541287905,Health,134 ELON RD,MADISON HTS,VA,24572-2536,,"Health organization in MADISON HTS, VA with annual revenue of approximately $35M",
