name,ein,category,address,city,state,zip_code,website,description,phone
NORTH SHORE ANIMAL LEAGUE AMERICA INC,111666852,Health,750 PORT WASHINGTON BLVD,PRT WASHINGTN,NY,11050-3720,,"Health organization in PRT WASHINGTN, NY with annual revenue of approximately $45M",
AIR FORCE ACADEMY FOUNDATION,260537053,Community,3116 ACADEMY DR UNIT 200,USAF ACADEMY,CO,80840-4403,,"Community organization in USAF ACADEMY, CO with annual revenue of approximately $45M",
CENTRAL VALLEY INDIAN HEALTH INC,941745488,Health,2740 HERNDON AVE,CLOVIS,CA,93611-6813,,"Health organization in CLOVIS, CA with annual revenue of approximately $45M",
HEALTH SOLUTIONS,840518917,Health,41 MONTEBELLO RD,PUEBLO,CO,81001-1379,,"Health organization in PUEBLO, CO with annual revenue of approximately $45M",
TIPPING POINT COMMUNITY,202121739,Community,220 MONTGOMERY ST STE 850,SAN FRANCISCO,CA,94104-3452,,"Community organization in SAN FRANCISCO, CA with annual revenue of approximately $45M",
ST MARYS SACRED HEART HOSPITAL INC,473752176,Health,367 CLEAR CREEK PKWY,LAVONIA,GA,30553-4173,,"Health organization in LAVONIA, GA with annual revenue of approximately $45M",
GREATER FAMILY HEALTH,364249586,Health,3150 WEST HIGGINS ROAD,HOFFMAN ESTATES,IL,60169-7237,,"Health organization in HOFFMAN ESTATES, IL with annual revenue of approximately $45M",
METROPOLITAN CHARITIES INC,593153947,Human Services,701 94TH AVE N SUITE 250,SAINT PETERSBURG,FL,33702-2448,,"Human Services organization in SAINT PETERSBURG, FL with annual revenue of approximately $45M",
LEADERSHIP INSTITUTE,510235174,Community,1101 N HIGHLAND ST,ARLINGTON,VA,22201-2807,,"Community organization in ARLINGTON, VA with annual revenue of approximately $45M",
MADISON STREET PROPERTIES INC,521949813,Community,707 N BROADWAY,BALTIMORE,MD,21205-1832,,"Community organization in BALTIMORE, MD with annual revenue of approximately $45M",
KENNEBEC VALLEY MENTAL HEALTH CENTER,010265559,Health,67 EUSTIS PKWY,WATERVILLE,ME,04901-5173,,"Health organization in WATERVILLE, ME with annual revenue of approximately $44M",
LAKEVILLE SURGERY PC,474377760,Health,972 BRUSH HOLLOW RD 5TH FL,WESTBURY,NY,11590-1740,,"Health organization in WESTBURY, NY with annual revenue of approximately $44M",
CHARLESTON EDUCATIONAL EXCELLENCE FINANCING CORPORATION,421642871,Human Services,75 CALHOUN STREET,CHARLESTON,SC,29401-3538,,"Human Services organization in CHARLESTON, SC with annual revenue of approximately $44M",
ST JOSEPH PHYSICIAN ASSOCIATES,203159302,Health,2801 FRANCISCAN DR,BRYAN,TX,77802-2544,,"Health organization in BRYAN, TX with annual revenue of approximately $44M",
SOUTH CAROLINA LEARNS,460847262,Education,330 PELHAM RD,GREENVILLE,SC,29615-3111,,"Education organization in GREENVILLE, SC with annual revenue of approximately $44M",
SUSTAINABLE ENERGY UTILITY INC,263963904,Environment,500 W LOOCKERMAN ST STE 400,DOVER,DE,19904-3276,,"Environment organization in DOVER, DE with annual revenue of approximately $44M",
GOODWILL INDUSTRIES OF SAN ANTONIO CONTRACT SERVICES,460688991,Human Services,406 W COMMERCE ST,SAN ANTONIO,TX,78207-3102,,"Human Services organization in SAN ANTONIO, TX with annual revenue of approximately $44M",
CENTER FOR YOUTH AND FAMILY SOLUTIONS,453251182,Human Services,2610 W RICHWOODS BLVD,PEORIA,IL,61604-7112,,"Human Services organization in PEORIA, IL with annual revenue of approximately $44M",
UNITED METHODIST RETIREMENT COMMUNITIES INC,381366908,Human Services,805 W MIDDLE ST,CHELSEA,MI,48118-1369,,"Human Services organization in CHELSEA, MI with annual revenue of approximately $44M",
F I T STUDENT HOUSING CORPORATION,133263493,Other,227 W 27TH ST,NEW YORK,NY,10001-5902,,"Other organization in NEW YORK, NY with annual revenue of approximately $44M",
MORTON PLANT MEASE HEALTH CARE INC,592374556,Health,300 PINELLAS ST,CLEARWATER,FL,33756-3804,,"Health organization in CLEARWATER, FL with annual revenue of approximately $44M",
LOS ANGELES JEWISH HOME FOR THE AGING,953510024,Community,7150 TAMPA AVE,RESEDA,CA,91335-3700,,"Community organization in RESEDA, CA with annual revenue of approximately $44M",
VENTURA COUNTY COMMUNITY FOUNDATION,770165029,Community,4001 MISSION OAKS BLVD STE A,CAMARILLO,CA,93012-5121,,"Community organization in CAMARILLO, CA with annual revenue of approximately $44M",
HOMEWOOD LIVING FREDERICK INC,521931794,Human Services,16107 ELLIOTT PKWY,WILLIAMSPORT,MD,21795-4084,,"Human Services organization in WILLIAMSPORT, MD with annual revenue of approximately $44M",
BARRETT HOSPITAL DEVELOPMENT CORPORATION,264230898,Health,600 MT HIGHWAY 91 S,DILLON,MT,59725-7379,,"Health organization in DILLON, MT with annual revenue of approximately $44M",
AUDUBON NATURE INSTITUTE INC,510157624,Health,6500 MAGAZINE ST,NEW ORLEANS,LA,70118-4848,,"Health organization in NEW ORLEANS, LA with annual revenue of approximately $44M",
DA VINCI SCHOOLS,263405843,Education,201 N DOUGLAS ST,EL SEGUNDO,CA,90245-4637,,"Education organization in EL SEGUNDO, CA with annual revenue of approximately $44M",
KENT PLACE SCHOOL,221487233,Education,42 NORWOOD AVE,SUMMIT,NJ,07901-1913,,"Education organization in SUMMIT, NJ with annual revenue of approximately $44M",
EMPATH HEALTH INC,263605761,Human Services,6310 CAPITAL DRIVE,LAKEWOOD RANCH,FL,34202-5013,,"Human Services organization in LAKEWOOD RANCH, FL with annual revenue of approximately $44M",
ORANGE GROVE CENTER INC,620549365,Human Services,615 DERBY ST,CHATTANOOGA,TN,37404-1632,,"Human Services organization in CHATTANOOGA, TN with annual revenue of approximately $44M",
LUTHERAN FAMILY SERVICES IN THE CAROLINAS INC,561286323,Human Services,PO BOX 2369,SALISBURY,NC,28145-2369,,"Human Services organization in SALISBURY, NC with annual revenue of approximately $44M",
GREATER SPRINGFIELD SENIOR SERVICES INC,042510895,Other,66 INDUSTRY AVE STE 9,SPRINGFIELD,MA,01104-3243,,"Other organization in SPRINGFIELD, MA with annual revenue of approximately $44M",
NATIONAL ASSOCIATION OF CORPORATE DIRECTORS,522314113,Community,1100 WILSON BLVD STE 2500,ARLINGTON,VA,22209-2297,,"Community organization in ARLINGTON, VA with annual revenue of approximately $44M",
CINCINNATI-HAMILTON COUNTY COMMUNITY ACTION AGENCY,316053035,Human Services,1740 LANGDON FARM RD,CINCINNATI,OH,45237-1157,,"Human Services organization in CINCINNATI, OH with annual revenue of approximately $44M",
THE POSSE FOUNDATION INC,133840394,Education,14 WALL ST STE 8A60,NEW YORK,NY,10005-2144,,"Education organization in NEW YORK, NY with annual revenue of approximately $44M",
BNAI BRITH YOUTH ORGANIZATION INC,311794932,Human Services,529 14TH ST NW STE 705,WASHINGTON,DC,20045-1817,,"Human Services organization in WASHINGTON, DC with annual revenue of approximately $44M",
ACCESS,930665396,Other,3630 AVIATION WAY,MEDFORD,OR,97504-9758,,"Other organization in MEDFORD, OR with annual revenue of approximately $44M",
COTTONWOOD CHARTER SCHOOL,833542401,Education,3921 SANDSTONE DRIVE SUITE 100,EL DORADO HILLS,CA,95762-9343,,"Education organization in EL DORADO HILLS, CA with annual revenue of approximately $44M",
PENNSYLVANIA COALITION AGAINST DOMESTIC VIOLENCE,232052886,Other,3605 VARTAN WAY,HARRISBURG,PA,17110-9335,,"Other organization in HARRISBURG, PA with annual revenue of approximately $44M",
CHMC OTOLARYNGOLOGIC FOUNDATION INC,042751258,Health,300 LONGWOOD AVE,BOSTON,MA,02115-5724,,"Health organization in BOSTON, MA with annual revenue of approximately $44M",
EDEN II SCHOOL FOR AUTISTIC CHILDERN INC,132872916,Education,15 BEACH ST,STATEN ISLAND,NY,10304-2713,,"Education organization in STATEN ISLAND, NY with annual revenue of approximately $44M",
EBENEZER SOCIETY,410706141,Health,7505 METRO BLVD STE 100,EDINA,MN,55439-3017,,"Health organization in EDINA, MN with annual revenue of approximately $44M",
FRANCES MAHON DEACONESS HOSPITAL,810231786,Health,621 3RD ST S,GLASGOW,MT,59230-2604,,"Health organization in GLASGOW, MT with annual revenue of approximately $44M",
FAITH HEALTHCARE INC,473595111,Human Services,100 PUBLIC SQ,SOMERSET,KY,42501-1464,,"Human Services organization in SOMERSET, KY with annual revenue of approximately $44M",
AMERICAN PRAIRIE FOUNDATION,810541893,Environment,2048 ANALYSIS DR STE B,BOZEMAN,MT,59718-6829,,"Environment organization in BOZEMAN, MT with annual revenue of approximately $44M",
ASSOCIATED STUDENTS OF SAN DIEGO STATE UNIVERSITY,956042622,Other,5500 CAMPANILE DR,SAN DIEGO,CA,92182-0001,,"Other organization in SAN DIEGO, CA with annual revenue of approximately $44M",
COMMUNITY CHILD CARE COUNCIL OF SONOMA COUNTY INC,942274620,Human Services,131-A STONY CIRCLE SUITE 300,SANTA ROSA,CA,95401-9513,,"Human Services organization in SANTA ROSA, CA with annual revenue of approximately $44M",
REINHARDT UNIVERSITY,580603153,Education,7300 REINHARDT CIR,WALESKA,GA,30183-2981,,"Education organization in WALESKA, GA with annual revenue of approximately $44M",
OMAHA COMMUNITY FOUNDATION DONOR DIRECTED DEPOSITORY,363789990,Community,1120 S 101ST ST STE 320,OMAHA,NE,68124-1088,,"Community organization in OMAHA, NE with annual revenue of approximately $44M",
INTERNET SOCIETY,541650477,International,1551 EMANCIPATION HWY 1506,FREDERICKSBURG,VA,22401-4683,,"International organization in FREDERICKSBURG, VA with annual revenue of approximately $44M",
UNIVERSITY OF MARYLAND SURGICAL ASSOCIATES P A,521557551,Health,29 S GREENE STREET 502,BALTIMORE,MD,21201-1504,,"Health organization in BALTIMORE, MD with annual revenue of approximately $44M",
AMERICAN FOUNDATION FOR SUICIDE PREVENTION,133393329,Health,199 WATER ST FL 11,NEW YORK,NY,10038-3589,,"Health organization in NEW YORK, NY with annual revenue of approximately $44M",
NATIONAL ASSOCIATION OF BOARDS OF PHARMACY,361520565,Other,1600 FEEHANVILLE DR,MT PROSPECT,IL,60056-6014,,"Other organization in MT PROSPECT, IL with annual revenue of approximately $44M",
FUND FOR PUBLIC SCHOOLS INC,112656137,Other,52 CHAMBERS STREET ROOM 305,NEW YORK,NY,10007-1222,,"Other organization in NEW YORK, NY with annual revenue of approximately $44M",
CENTRAL NASSAU GUIDANCE & COUNSELING SERVICES INC,112438388,Health,950 S OYSTER BAY RD,HICKSVILLE,NY,11801-3510,,"Health organization in HICKSVILLE, NY with annual revenue of approximately $44M",
ST JOSEPHS HEALTH SERVICES INC,390929538,Health,PO BOX 527,HILLSBORO,WI,54634-0527,,"Health organization in HILLSBORO, WI with annual revenue of approximately $44M",
VOTER REGISTRATION PROJECT,264802468,Other,200 MASSACHUSETTS AVENUE NORTHWEST,WASHINGTON,DC,20001-1429,,"Other organization in WASHINGTON, DC with annual revenue of approximately $44M",
NORTH RANGE BEHAVIORAL HEALTH,840622660,Health,1300 N 17TH AVE,GREELEY,CO,80631-9584,,"Health organization in GREELEY, CO with annual revenue of approximately $44M",
WAKEMED,900893457,Health,3000 NEW BERN AVE,RALEIGH,NC,27610-1215,,"Health organization in RALEIGH, NC with annual revenue of approximately $44M",
HOMES FOR OUR TROOPS INC,542143612,Human Services,6 MAIN ST,TAUNTON,MA,02780-2733,,"Human Services organization in TAUNTON, MA with annual revenue of approximately $44M",
HANDICAP INTERNATIONAL,550914744,International,8757 GEORGIA AVE STE 420,SILVER SPRING,MD,20910-3747,,"International organization in SILVER SPRING, MD with annual revenue of approximately $44M",
HORIZON HEALTH AND WELLNESS INC,860554593,Health,625 N PLAZA DR,APACHE JUNCTION,AZ,85120-5502,,"Health organization in APACHE JUNCTION, AZ with annual revenue of approximately $44M",
SERTOMA STAR SERVICES INC,237294685,Human Services,1005 W END AVE,CHICAGO HTS,IL,60411-2742,,"Human Services organization in CHICAGO HTS, IL with annual revenue of approximately $44M",
BLOOD ASSURANCE INC,620842419,Health,705 E 4TH ST,CHATTANOOGA,TN,37403-1916,,"Health organization in CHATTANOOGA, TN with annual revenue of approximately $44M",
MOUNTAINEER FOOD BANK INC,550611100,Human Services,484 ENTERPRISE DR,GASSAWAY,WV,26624-7888,,"Human Services organization in GASSAWAY, WV with annual revenue of approximately $44M",
EDADVANCE,060842189,Other,355 GOSHEN RD,LITCHFIELD,CT,06759-2404,,"Other organization in LITCHFIELD, CT with annual revenue of approximately $44M",
INSTITUTE OF COMMUNITY SERVICES INCORPORATED,640440304,Human Services,210 W VALLEY AVE,HOLLY SPRINGS,MS,38635-2220,,"Human Services organization in HOLLY SPRINGS, MS with annual revenue of approximately $44M",
WESTERN STOCK SHOW ASSOCIATION,840517361,Human Services,4655 HUMBOLDT ST,DENVER,CO,80216-2818,,"Human Services organization in DENVER, CO with annual revenue of approximately $44M",
ODYSSEY HOUSE INC-UTAH,870292487,Other,117 W 400 S,SALT LAKE CTY,UT,84101-1916,,"Other organization in SALT LAKE CTY, UT with annual revenue of approximately $44M",
AKRON CHILDRENS HOSPITAL FOUNDATION,237114013,Health,1 PERKINS SQ,AKRON,OH,44308-1063,,"Health organization in AKRON, OH with annual revenue of approximately $44M",
LOVE A CHILD INC,592672303,International,12411 COMMERCE LAKES DR,FORT MYERS,FL,33913-8663,,"International organization in FORT MYERS, FL with annual revenue of approximately $44M",
FLORIDA MEMORIAL UNIVERSITY INC,590668483,Education,15800 NW 42ND AVE,MIAMI GARDENS,FL,33054-6155,,"Education organization in MIAMI GARDENS, FL with annual revenue of approximately $44M",
ASCENSION VIA CHRISTI HEALTH PARTNERS INC,480958974,Health,PO BOX 45998,SAINT LOUIS,MO,63145-5998,,"Health organization in SAINT LOUIS, MO with annual revenue of approximately $44M",
CENTRAL IOWA JUVENILE DETENTION CENTER,421414825,Other,2317 RICK COLLINS WAY,ELDORA,IA,50627-8356,,"Other organization in ELDORA, IA with annual revenue of approximately $44M",
ACCION OPPORTUNITY FUND COMMUNITY DEVELOPMENT,311719434,Community,111 W SAINT JOHN ST STE 800,SAN JOSE,CA,95113-1121,,"Community organization in SAN JOSE, CA with annual revenue of approximately $44M",
OCEAN GROVE CHARTER SCHOOL,203036819,Education,PO BOX 2499,PLACERVILLE,CA,95667-2499,,"Education organization in PLACERVILLE, CA with annual revenue of approximately $44M",
HOPEDALE MEDICAL FOUNDATION,370808925,Health,107 TREMONT ST,HOPEDALE,IL,61747-7525,,"Health organization in HOPEDALE, IL with annual revenue of approximately $44M",
UNIVERSITY OF NORTHWESTERN OHIO,341695897,Education,1441 N CABLE RD,LIMA,OH,45805-1409,,"Education organization in LIMA, OH with annual revenue of approximately $44M",
TRUSTEES OF NEWARK ACADEMY,221487270,Education,91 S ORANGE AVE,LIVINGSTON,NJ,07039-4901,,"Education organization in LIVINGSTON, NJ with annual revenue of approximately $44M",
THE YOUNG MENS CHRISTIAN ASSOCIATION OF BOISE CITY IDAHO,820200908,Other,805 W FRANKLIN ST,BOISE,ID,83702-5560,,"Other organization in BOISE, ID with annual revenue of approximately $44M",
PARK SCHOOL OF BALTIMORE INC,520591625,Education,2425 OLD COURT RD,BALTIMORE,MD,21208-3430,,"Education organization in BALTIMORE, MD with annual revenue of approximately $44M",
MARIN COUNTRY DAY SCHOOL,941375791,Education,5221 PARADISE DR,CORTE MADERA,CA,94925-2107,,"Education organization in CORTE MADERA, CA with annual revenue of approximately $44M",
SAVOY MEDICAL MANAGEMENT GROUP INC,800202027,Health,801 POINCIANA AVE,MAMOU,LA,70554-2243,,"Health organization in MAMOU, LA with annual revenue of approximately $44M",
FEEDING SOUTHWEST VIRGINIA,541939556,Human Services,1025 ELECTRIC RD,SALEM,VA,24153-6437,,"Human Services organization in SALEM, VA with annual revenue of approximately $44M",
MIDWEST MEDICAL CENTER,204560540,Health,1 MEDICAL CENTER DR,GALENA,IL,61036-8118,,"Health organization in GALENA, IL with annual revenue of approximately $44M",
LIFESPRING INC,351097350,Health,460 SPRING ST,JEFFERSONVLLE,IN,47130-3452,,"Health organization in JEFFERSONVLLE, IN with annual revenue of approximately $44M",
INTERNATIONAL CENTRE FOR RESEARCH IN AGROFORESTRY,311567778,Environment,901 N WASHINGTON ST STE 706,ALEXANDRIA,VA,22314-1535,,"Environment organization in ALEXANDRIA, VA with annual revenue of approximately $44M",
SOCIETY OF THE FOUR ARTS,590454318,Arts & Culture,100 FOUR ARTS PLZ,PALM BEACH,FL,33480-4141,,"Arts & Culture organization in PALM BEACH, FL with annual revenue of approximately $44M",
UNITED NATIONS DEVELOPMENT CORPORATION,132626199,International,2 UNITED NATIONS PLAZA,NEW YORK,NY,10017-4403,,"International organization in NEW YORK, NY with annual revenue of approximately $44M",
VISITING NURSE HEALTH SYSTEM INC,580566250,Health,1 RAVINIA DRIVE,ATLANTA,GA,30346-2112,,"Health organization in ATLANTA, GA with annual revenue of approximately $44M",
OPERATING ENGINEERS LOCAL 150 APPRENTICESHIP FUND,366219511,Human Services,6150 JOLIET RD,COUNTRYSIDE,IL,60525-3956,,"Human Services organization in COUNTRYSIDE, IL with annual revenue of approximately $44M",
HORACE MANN EDUCATIONAL ASSOCIATES INC,042300014,Human Services,8 FORGE PARKWAY EAST,FRANKLIN,MA,02038-3138,,"Human Services organization in FRANKLIN, MA with annual revenue of approximately $44M",
HOCKING-ATHENS PERRY COMMUNITY ACTION,310718322,Other,PO BOX 220,GLOUSTER,OH,45732-0220,,"Other organization in GLOUSTER, OH with annual revenue of approximately $44M",
FONTBONNE UNIVERSITY,430694556,Education,6800 WYDOWN BLVD,SAINT LOUIS,MO,63105-3043,,"Education organization in SAINT LOUIS, MO with annual revenue of approximately $44M",
KIPP COLUMBUS,208627107,Education,2900 INSPIRE DR,COLUMBUS,OH,43224-4620,,"Education organization in COLUMBUS, OH with annual revenue of approximately $44M",
LUTHERAN CHILD AND FAMILY SERVICES OF ILLINOIS,362167778,Other,1 OAKBROOK TER STE 501,OAKBROOK TER,IL,60181-4479,,"Other organization in OAKBROOK TER, IL with annual revenue of approximately $44M",
HOWARD PAYNE UNIVERSITY,750800653,Education,1000 FISK AVE,BROWNWOOD,TX,76801-2715,,"Education organization in BROWNWOOD, TX with annual revenue of approximately $44M",
NEIGHBORHOOD HEALTH,541849891,Health,6677 RICHMOND HWY,ALEXANDRIA,VA,22306-6647,,"Health organization in ALEXANDRIA, VA with annual revenue of approximately $44M",
WEST ALABAMA AIDS OUTREACH INC,630995963,Other,2715 7TH ST,TUSCALOOSA,AL,35401-1805,,"Other organization in TUSCALOOSA, AL with annual revenue of approximately $44M",
ALBERTINA KERR CENTERS,930386780,Human Services,424 NE 22ND AVE,PORTLAND,OR,97232-2809,,"Human Services organization in PORTLAND, OR with annual revenue of approximately $44M",
CITYTEAM MINISTRIES,941501265,Religion,1297 N 13TH ST,SAN JOSE,CA,95112-1403,,"Religion organization in SAN JOSE, CA with annual revenue of approximately $44M",
GOODWILL INDUSTRIES OF SOUTHERN ARIZONA INC,860223401,Other,1940 E SILVERLAKE RD STE 402,TUCSON,AZ,85713-1950,,"Other organization in TUCSON, AZ with annual revenue of approximately $44M",
LITTLE RED SCHOOL HOUSE INC,135562268,Other,272 6TH AVENUE,NEW YORK,NY,10014-4721,,"Other organization in NEW YORK, NY with annual revenue of approximately $44M",
CLASSICAL CHARTER SCHOOLS,460625647,Education,977 FOX ST,BRONX,NY,10459-3320,,"Education organization in BRONX, NY with annual revenue of approximately $44M",
LAWYERS TRUST FUND OF ILLINOIS,363213132,Community,1 E WACKER DR STE 2500,CHICAGO,IL,60601-2027,,"Community organization in CHICAGO, IL with annual revenue of approximately $44M",
ASPIRE INDIANA INC,351341204,Health,9615 E 148TH ST STE 1,NOBLESVILLE,IN,46060-4371,,"Health organization in NOBLESVILLE, IN with annual revenue of approximately $44M",
ALLINA HEALTH FOUNDATION,274116873,Health,PO BOX 43,MINNEAPOLIS,MN,55440-0043,,"Health organization in MINNEAPOLIS, MN with annual revenue of approximately $44M",
NATIONAL CENTER FOR CIVIC INNOVATION INC,020590588,Community,121 6TH AVENUE,NEW YORK,NY,10013-1510,,"Community organization in NEW YORK, NY with annual revenue of approximately $44M",
MORGRIDGE INSTITUTE FOUNDATION INC,822760376,Health,330 N ORCHARD ST,MADISON,WI,53715-1119,,"Health organization in MADISON, WI with annual revenue of approximately $44M",
BELLO MACHRE INC,520915574,Human Services,7765 FREETOWN RD,GLEN BURNIE,MD,21060-8701,,"Human Services organization in GLEN BURNIE, MD with annual revenue of approximately $44M",
QUEENS COMMUNITY HOUSE INC,112375583,Human Services,10825 62ND DR,FOREST HILLS,NY,11375-1217,,"Human Services organization in FOREST HILLS, NY with annual revenue of approximately $44M",
M A C T HEALTH BOARD INCORPORATED,941668995,Health,PO BOX 939,ANGELS CAMP,CA,95222-0939,,"Health organization in ANGELS CAMP, CA with annual revenue of approximately $44M",
HEARTLAND HEALTH SYSTEM INC,201890414,Health,1000 HEALTH CENTER DR,MATTOON,IL,61938-4644,,"Health organization in MATTOON, IL with annual revenue of approximately $44M",
GREAT JOBS KANSAS CITY,813287932,Education,8080 WARD PKWY STE 402,KANSAS CITY,MO,64114-2020,,"Education organization in KANSAS CITY, MO with annual revenue of approximately $44M",
BIG SPRINGS MEDICAL ASSOCIATION,431068291,Other,PO BOX 157,ELLINGTON,MO,63638-0157,,"Other organization in ELLINGTON, MO with annual revenue of approximately $44M",
GREAT BASIN INSTITUTE,880431016,Environment,16750 MT ROSE HWY,RENO,NV,89511-8774,,"Environment organization in RENO, NV with annual revenue of approximately $44M",
MATHER FOUNDATION,201030638,Health,1560 SHERMAN AVE STE 1010,EVANSTON,IL,60201-4803,,"Health organization in EVANSTON, IL with annual revenue of approximately $44M",
FREEPORT REGIONAL HEALTH CARE FOUND ATION,363290904,Health,1045 W STEPHENSON ST,FREEPORT,IL,61032-4864,,"Health organization in FREEPORT, IL with annual revenue of approximately $44M",
BALDWIN FAMILY HEALTH CARE,382053619,Other,1615 MICHIGAN AVE,BALDWIN,MI,49304-7984,,"Other organization in BALDWIN, MI with annual revenue of approximately $44M",
GREATHEARTS ARIZONA,202036133,Education,4801 E WASHINGTON ST STE 2,PHOENIX,AZ,85034-2022,,"Education organization in PHOENIX, AZ with annual revenue of approximately $44M",
MOUNT OLIVET ROLLING ACRES INC,410907046,Human Services,7200 ROLLING ACRES RD,VICTORIA,MN,55386-4574,,"Human Services organization in VICTORIA, MN with annual revenue of approximately $44M",
HAMMER RESIDENCES INC,410841103,Human Services,1909 WAYZATA BLVD,WAYZATA,MN,55391-2047,,"Human Services organization in WAYZATA, MN with annual revenue of approximately $44M",
HERNANDO-PASCO HOSPICE INC,592217929,Human Services,12470 TELECOM DR STE 300,TEMPLE TERR,FL,33637-0904,,"Human Services organization in TEMPLE TERR, FL with annual revenue of approximately $44M",
FAMILY HEALTH SERVICES OF DARKE COUNTY INC,341119524,Health,5735 MEEKER RD,GREENVILLE,OH,45331-1180,,"Health organization in GREENVILLE, OH with annual revenue of approximately $44M",
ANDERSON CENTER SERVICES INC,222923873,Other,PO BOX 367,STAATSBURG,NY,12580-0367,,"Other organization in STAATSBURG, NY with annual revenue of approximately $44M",
CHURCH HOME OF HARTFORD,060293500,Human Services,200 SEABURY DRIVE,BLOOMFIELD,CT,06002-5618,,"Human Services organization in BLOOMFIELD, CT with annual revenue of approximately $44M",
VERLAND FOUNDATION INC,251344230,Human Services,212 IRIS RD,SEWICKLEY,PA,15143-2402,,"Human Services organization in SEWICKLEY, PA with annual revenue of approximately $44M",
JAZZ AT LINCOLN CENTER INC,133888641,Arts & Culture,3 COLUMBUS CIRCLE,NEW YORK,NY,10019-8760,,"Arts & Culture organization in NEW YORK, NY with annual revenue of approximately $44M",
OMAHA PERFORMING ARTS SOCIETY,470832480,Arts & Culture,1200 DOUGLAS ST,OMAHA,NE,68102-1815,,"Arts & Culture organization in OMAHA, NE with annual revenue of approximately $44M",
MOTIVATION EDUCATION AND TRAINING,741604560,Human Services,PO BOX 183,NEW CANEY,TX,77357-0183,,"Human Services organization in NEW CANEY, TX with annual revenue of approximately $44M",
CITIZENS FOR CITIZENS INC,046134724,Community,264 GRIFFIN ST,FALL RIVER,MA,02724-2702,,"Community organization in FALL RIVER, MA with annual revenue of approximately $43M",
M D ANDERSON SERVICES CORPORATION,760300816,Health,7007 BERTNER AVE SUITE 182457,HOUSTON,TX,77030-3907,,"Health organization in HOUSTON, TX with annual revenue of approximately $43M",
