name,ein,category,address,city,state,zip_code,website,description,phone
EAST TEXAS BORDER HEALTH CLINIC,030538912,Health,400 S ALAMO BLVD,MARSHALL,TX,75670-4260,,"Health organization in MARSHALL, TX with annual revenue of approximately $31M",
SOUTHWEST CHRISTIAN SCHOOL INC,751305937,Education,6801 DAN DANCIGER RD,FORT WORTH,TX,76133-4903,,"Education organization in FORT WORTH, TX with annual revenue of approximately $31M",
PLANNED PARENTHOOD CALIFORNIA CENTRAL COAST,952319356,Health,518 GARDEN ST,SANTA BARBARA,CA,93101-1606,,"Health organization in SANTA BARBARA, CA with annual revenue of approximately $31M",
CHILD DEVELOPMENT CENTERS INC,251198158,Other,213 E 41ST ST,ERIE,PA,16504-2009,,"Other organization in ERIE, PA with annual revenue of approximately $31M",
PLAINS HOSPITALS INC,810475376,Health,PO BOX 768,PLAINS,MT,59859-0768,,"Health organization in PLAINS, MT with annual revenue of approximately $31M",
CANNON SCHOOL INC,560935064,Education,5801 POPLAR TENT RD,CONCORD,NC,28027-7575,,"Education organization in CONCORD, NC with annual revenue of approximately $31M",
SEA RESEARCH FOUNDATION INC,061480300,Health,55 COOGAN BLVD,MYSTIC,CT,06355-1927,,"Health organization in MYSTIC, CT with annual revenue of approximately $31M",
HOUSTON GATEWAY ACADEMY INC,311614343,Education,7310 BOWIE ST,HOUSTON,TX,77012-2904,,"Education organization in HOUSTON, TX with annual revenue of approximately $31M",
FACING HISTORY & OURSELVES INC,042761636,Arts & Culture,89 SOUTH ST STE 401,BOSTON,MA,02111-2676,,"Arts & Culture organization in BOSTON, MA with annual revenue of approximately $31M",
CASTLE FAMILY HEALTH CENTERS INC,205864304,Health,3605 HOSPITAL RD STE H,ATWATER,CA,95301-5173,,"Health organization in ATWATER, CA with annual revenue of approximately $31M",
HOPE ACADEMY INC,411962874,Education,710 EAST 24TH STREET,MINNEAPOLIS,MN,55404-3840,,"Education organization in MINNEAPOLIS, MN with annual revenue of approximately $31M",
MILWAUKEE CATHOLIC HOME INC,390806215,Human Services,2462 NORTH PROSPECT AVENUE,MILWAUKEE,WI,53211-4451,,"Human Services organization in MILWAUKEE, WI with annual revenue of approximately $31M",
CATHOLIC HEALTH SYSTEM INFUSION PHARMACY INC,200198518,Other,144 GENESEE STREET,BUFFALO,NY,14203-1560,,"Other organization in BUFFALO, NY with annual revenue of approximately $31M",
WESTERN NORTH CAROLINA COMMUNITY HEALTH SERVICES INC,561852922,Other,29 TURTLE CREEK DR,ASHEVILLE,NC,28803-3152,,"Other organization in ASHEVILLE, NC with annual revenue of approximately $31M",
HEALTHPOINT FAMILY CARE INC,610729915,Health,215 E 11TH ST,NEWPORT,KY,41071-2203,,"Health organization in NEWPORT, KY with annual revenue of approximately $31M",
CIRCLE THE CITY,262420730,Human Services,300 W CLARENDON AVE STE 200,PHOENIX,AZ,85013-3422,,"Human Services organization in PHOENIX, AZ with annual revenue of approximately $31M",
ROXBURY LATIN SCHOOL INC,042104857,Education,101 SAINT THERESA AVE,WEST ROXBURY,MA,02132-3419,,"Education organization in WEST ROXBURY, MA with annual revenue of approximately $31M",
GOODWILL INDUSTRIES OF SOUTH TEXAS INC,741223056,Other,2961 S PORT AVE,CORP CHRISTI,TX,78405-2098,,"Other organization in CORP CHRISTI, TX with annual revenue of approximately $31M",
MAKE THE ROAD NEW YORK,113344389,Human Services,301 GROVE STREET,BROOKLYN,NY,11237-5664,,"Human Services organization in BROOKLYN, NY with annual revenue of approximately $31M",
CHALLENGE UNLIMITED INC,370805566,Human Services,4 EMMIE L KAUS LN,ALTON,IL,62002-8865,,"Human Services organization in ALTON, IL with annual revenue of approximately $31M",
ALZHEIMERS DISEASE RESEARCH FOUNDATION,522396428,Health,34 WASHINGTON ST STE 230,WELLESLEY HLS,MA,02481-1903,,"Health organization in WELLESLEY HLS, MA with annual revenue of approximately $31M",
NEW VISIONS FOR PUBLIC SCHOOLS INC,133538961,Education,205 E 42ND STREET 4TH FL,NEW YORK,NY,10017-5749,,"Education organization in NEW YORK, NY with annual revenue of approximately $31M",
GIRLS PREPARATORY SCHOOL INC,620475682,Education,205 ISLAND AVE,CHATTANOOGA,TN,37405-4217,,"Education organization in CHATTANOOGA, TN with annual revenue of approximately $31M",
SERVICIOS DE SALUD PRIMARIOS DE,660426667,Other,PO BOX 2045,BARCELONETA,PR,00617-2045,,"Other organization in BARCELONETA, PR with annual revenue of approximately $31M",
JEWISH COMMUNITY CENTER OF SAN FRANCISCO,943227260,Human Services,3200 CALIFORNIA ST,SAN FRANCISCO,CA,94118-1904,,"Human Services organization in SAN FRANCISCO, CA with annual revenue of approximately $31M",
THE ROCHESTER FRIENDLY HOME,160743132,Health,3156 EAST AVE,ROCHESTER,NY,14618-3428,,"Health organization in ROCHESTER, NY with annual revenue of approximately $31M",
GREENWOOD GENETIC CENTER INC,570604070,Health,101 GREGOR MENDEL CIR,GREENWOOD,SC,29646-2316,,"Health organization in GREENWOOD, SC with annual revenue of approximately $31M",
DELTA COMMUNITY SUPPORTS INC,232016631,Human Services,1777 SENTRY PKWY W,BLUE BELL,PA,19422-2207,,"Human Services organization in BLUE BELL, PA with annual revenue of approximately $31M",
AUBURN SENIOR SERVICES INC,463900740,Health,3 SAINT ANTHONY ST,AUBURN,NY,13021-4525,,"Health organization in AUBURN, NY with annual revenue of approximately $31M",
YOUNG MENS CHRISTIAN ASSOC OF BIRMINGHAM,630299894,Human Services,2401 20TH PL S,BIRMINGHAM,AL,35223-1735,,"Human Services organization in BIRMINGHAM, AL with annual revenue of approximately $31M",
JOURNALISM DEVELOMENT NETWORK INC,260898750,Education,1220 L ST NW STE 100,WASHINGTON,DC,20005-4033,,"Education organization in WASHINGTON, DC with annual revenue of approximately $31M",
WESTSIDE FAMILY HEALTHCARE INC,222488654,Other,300 WATER ST STE 200,WILMINGTON,DE,19801-5043,,"Other organization in WILMINGTON, DE with annual revenue of approximately $31M",
BRECKINRIDGE HEALTH INC,610525158,Health,1011 OLD HIGHWAY 60,HARDINSBURG,KY,40143-2519,,"Health organization in HARDINSBURG, KY with annual revenue of approximately $31M",
BLACK BELT COMMUNITY FOUNDATION INC,631270745,Community,PO BOX 2020,SELMA,AL,36702-2020,,"Community organization in SELMA, AL with annual revenue of approximately $31M",
KOREAN HEALTH EDUCATION INFORMATION AND RESEARCH CENTER,954074660,Health,3727 W 6TH ST STE 210,LOS ANGELES,CA,90020-5108,,"Health organization in LOS ANGELES, CA with annual revenue of approximately $31M",
WHOLE LIFE INC,061204033,Human Services,216 BROAD STREET 3RD FLOOR,NEW LONDON,CT,06320-5335,,"Human Services organization in NEW LONDON, CT with annual revenue of approximately $31M",
HACKENSACK MERIDIAN HEALTH MEDICAL GROUP-COMPLEX CARE PC,061755230,Health,399 THORNALL ST STE 2,EDISON,NJ,08837-2238,,"Health organization in EDISON, NJ with annual revenue of approximately $31M",
THRU THE BIBLE INC,956145276,Religion,1254 HARVARD AVE,CLAREMONT,CA,91711-3818,,"Religion organization in CLAREMONT, CA with annual revenue of approximately $31M",
CHILDRENS HOME SOCIETY OF WEST VIRGINIA,550360199,Human Services,1422 KANAWHA BLVD E,CHARLESTON,WV,25301-3002,,"Human Services organization in CHARLESTON, WV with annual revenue of approximately $31M",
BARRY GOLDWATER INSTITUTE FOR PUBLIC POLICY RESEARCH,860597661,Community,500 E CORONADO RD,PHOENIX,AZ,85004-1543,,"Community organization in PHOENIX, AZ with annual revenue of approximately $31M",
SOUTH ALABAMA REGIONAL PLANNING COMMISSION,630501382,Community,110 BEAUREGARD STREET,MOBILE,AL,36602-4042,,"Community organization in MOBILE, AL with annual revenue of approximately $31M",
CAMBIAR EDUCATION,813508420,Education,4653 CARMEL MOUNT RD SUITE 308-97,SAN DIEGO,CA,92130-0000,,"Education organization in SAN DIEGO, CA with annual revenue of approximately $31M",
UNIVERSITY HOSPITALS HEALTH SYSTEM INC,341778204,Health,3605 WARRENSVILLE CENTER RD,SHAKER HTS,OH,44122-9100,,"Health organization in SHAKER HTS, OH with annual revenue of approximately $31M",
SALUSCARE INC,591287693,Other,3763 EVANS AVE,FORT MYERS,FL,33901-9302,,"Other organization in FORT MYERS, FL with annual revenue of approximately $31M",
WALWORTH BARBOUR AMERICAN INTERNATIONAL SCHOOL IN ISRAEL INC,986004081,Other,1919 GALLOWS ROAD,VIENNA,VA,22182-3964,,"Other organization in VIENNA, VA with annual revenue of approximately $31M",
TOURNAMENTS FOR CHARITY,020618422,Community,5750 MEMORIAL DR,DUBLIN,OH,43017-9742,,"Community organization in DUBLIN, OH with annual revenue of approximately $31M",
MICHIGAN STATE UNIVERSITY FOUNDATION,237326030,Education,325 E GRAND RIVER AVE STE 275,EAST LANSING,MI,48823-4378,,"Education organization in EAST LANSING, MI with annual revenue of approximately $31M",
PALO ALTO VETERANS INSTITUTE FOR RESEARCH,770207331,Health,PO BOX 38,PALO ALTO,CA,94304-0038,,"Health organization in PALO ALTO, CA with annual revenue of approximately $31M",
ADVANCE COMMUNITY HEALTH INC,561004791,Health,1001 ROCK QUARRY RD,RALEIGH,NC,27610-3825,,"Health organization in RALEIGH, NC with annual revenue of approximately $31M",
LOUISIANA BAR FOUNDATION,237100704,Human Services,1615 POYDRAS ST STE 1000,NEW ORLEANS,LA,70112-1247,,"Human Services organization in NEW ORLEANS, LA with annual revenue of approximately $31M",
MANET COMMUNITY HEALTH CENTER INC,042646695,Health,110 WEST SQUANTUM STREET,NORTH QUINCY,MA,02171-2122,,"Health organization in NORTH QUINCY, MA with annual revenue of approximately $31M",
ST CAMILLUS HEALTH CENTER INC,391079224,Human Services,10101 W WISCONSIN AVENUE,WAUWATOSA,WI,53226-4861,,"Human Services organization in WAUWATOSA, WI with annual revenue of approximately $31M",
INQUILINOS BORICUAS EN ACCION INC,237090081,Other,2 SAN JUAN ST,BOSTON,MA,02118-1504,,"Other organization in BOSTON, MA with annual revenue of approximately $31M",
THE KINGS ACADEMY,770287771,Education,562 N BRITTON AVE,SUNNYVALE,CA,94085-3841,,"Education organization in SUNNYVALE, CA with annual revenue of approximately $31M",
LENAPE VALLEY FOUNDATION,231914438,Health,500 N WEST ST,DOYLESTOWN,PA,18901-2366,,"Health organization in DOYLESTOWN, PA with annual revenue of approximately $31M",
ENRICHMENT SERVICES PROGRAM INCORPORATED,581020547,Human Services,2601 CROSS COUNTRY DRIVE BLDG C-1,COLUMBUS,GA,31906-1801,,"Human Services organization in COLUMBUS, GA with annual revenue of approximately $31M",
KIMBALL UNION ACADEMY,020222147,Education,7 CAMPUS CENTER DR,MERIDEN,NH,03770-5402,,"Education organization in MERIDEN, NH with annual revenue of approximately $31M",
THE BARUCH COLLEGE FUND,237039817,Education,17 LEXINGTON AVE BOX 293,NEW YORK,NY,10010-5585,,"Education organization in NEW YORK, NY with annual revenue of approximately $31M",
COLORADO WEST INC,840625890,Health,515 28 34 RD BLDG A,GRAND JUNCTION,CO,81501-0000,,"Health organization in GRAND JUNCTION, CO with annual revenue of approximately $31M",
PORT HEALTH SERVICES,200287545,Human Services,4300 SAPPHIRE CT STE 110,GREENVILLE,NC,27834-9079,,"Human Services organization in GREENVILLE, NC with annual revenue of approximately $31M",
NATIONS FINEST,942699571,Community,PO BOX 378,SANTA ROSA,CA,95402-0378,,"Community organization in SANTA ROSA, CA with annual revenue of approximately $31M",
BREAKING GROUND HOUSING DEVELOPMENT FUND CORPORATION,113048002,Human Services,505 EIGHTH AVENUE 5TH FLOOR,NEW YORK,NY,10018-6550,,"Human Services organization in NEW YORK, NY with annual revenue of approximately $31M",
MUNSON MEDICAL GROUP,273600575,Health,1105 SIXTH ST,TRAVERSE CITY,MI,49684-2345,,"Health organization in TRAVERSE CITY, MI with annual revenue of approximately $31M",
E CENTER,942232933,Education,1003 STABLER LN,YUBA CITY,CA,95993-2622,,"Education organization in YUBA CITY, CA with annual revenue of approximately $31M",
SUMMIT ACADEMY INCORPORATED,043778013,Education,1225 E 13200 S,DRAPER,UT,84020-9000,,"Education organization in DRAPER, UT with annual revenue of approximately $31M",
CENTRAL CONNECTICUT COAST YOUNG MENS CHRISTIAN ASSOCIATION INC,060662195,Human Services,1240 CHAPEL ST,NEW HAVEN,CT,06511-4602,,"Human Services organization in NEW HAVEN, CT with annual revenue of approximately $31M",
LASANTE HEALTH CENTER INC,464149537,Health,672 PARKSIDE AVENUE,BROOKLYN,NY,11226-2298,,"Health organization in BROOKLYN, NY with annual revenue of approximately $31M",
JEWISH FOUNDATION FOR GROUP HOMES,521263608,Human Services,6101 EXECUTIVE BLVD STE 100,ROCKVILLE,MD,20852-3938,,"Human Services organization in ROCKVILLE, MD with annual revenue of approximately $31M",
VOLUNTEERS OF AMERICA INC,411554078,Other,7625 METRO BLVD,MINNEAPOLIS,MN,55439-3053,,"Other organization in MINNEAPOLIS, MN with annual revenue of approximately $31M",
ECMC EDUCATION INC,472237488,Education,111 WASHINGTON AVE S STE 1400,MINNEAPOLIS,MN,55401-6800,,"Education organization in MINNEAPOLIS, MN with annual revenue of approximately $31M",
CATALYST SCHOOLS,204069346,Education,6727 S CALIFORNIA AVE,CHICAGO,IL,60629-1816,,"Education organization in CHICAGO, IL with annual revenue of approximately $31M",
AFRICAN POPULATION HEALTH & RESEARCH CENTER INC,061608361,Research,CO MICHAEL MEYERSTEIN,BALTIMORE,MD,21209-0000,,"Research organization in BALTIMORE, MD with annual revenue of approximately $31M",
THE UNITED WAY OF CENTRAL MARYLAND INC,520591543,Community,1800 WASHINGTON BLVD STE 340,BALTIMORE,MD,21230-1732,,"Community organization in BALTIMORE, MD with annual revenue of approximately $31M",
GIVING BACK FUND INC,043367888,Community,500 COMMERCIAL ST STE 4R,BOSTON,MA,02109-5577,,"Community organization in BOSTON, MA with annual revenue of approximately $31M",
GILL ST BERNARDS SCHOOL,221964930,Education,25 ST BERNARDS ROAD,GLADSTONE,NJ,07934-0000,,"Education organization in GLADSTONE, NJ with annual revenue of approximately $31M",
THE 3000 CLUB,273295358,Human Services,1741 W ROSE GARDEN LN STE 6 # 10,PHOENIX,AZ,85027-2734,,"Human Services organization in PHOENIX, AZ with annual revenue of approximately $31M",
PURE INC,274586127,Human Services,1720 S WALTON BLVD STE 4 PMB 155,BENTONVILLE,AR,72712-7533,,"Human Services organization in BENTONVILLE, AR with annual revenue of approximately $31M",
EASTER SEALS DELAWARE & MARYLANDS EASTERN SHORE INC,510066728,Health,61 COPRORATE CIRCLE,NEW CASTLE,DE,19720-0000,,"Health organization in NEW CASTLE, DE with annual revenue of approximately $31M",
NORTH CAROLINA LEARNS INC,474549510,Education,4220 NC HIGHWAY 55 STE 130,DURHAM,NC,27713-0000,,"Education organization in DURHAM, NC with annual revenue of approximately $31M",
STONY BROOK EMERGENCY PHYSICIANS UNIVERSITY FACULTY PRACTICE CORPOR,113066770,Health,PO BOX 1554,STONY BROOK,NY,11790-0988,,"Health organization in STONY BROOK, NY with annual revenue of approximately $31M",
PROVIDENCE MEDICAL CENTER,470566524,Other,1200 PROVIDENCE RD,WAYNE,NE,68787-1212,,"Other organization in WAYNE, NE with annual revenue of approximately $31M",
ROLLING PLAINS MANAGEMENT CORPORATION OF BAYLOR COTTLE FOARD,756047309,Human Services,PO BOX 490,CROWELL,TX,79227-0490,,"Human Services organization in CROWELL, TX with annual revenue of approximately $31M",
CHRISTUS NORTHEAST TEXAS AND NORTHERN LOUISIANA HEALTH SYSTEM C,752616975,Religion,5101 N O CONNOR BLVD,IRVING,TX,75039-5714,,"Religion organization in IRVING, TX with annual revenue of approximately $31M",
LAKES REGION COMMUNITY SERVICES COUNCIL,020329795,Human Services,719 N MAIN ST,LACONIA,NH,03246-2741,,"Human Services organization in LACONIA, NH with annual revenue of approximately $31M",
LUTHERAN COMMUNITY AT TELFORD,231611427,Human Services,12 LUTHERAN HOME DR,TELFORD,PA,18969-1728,,"Human Services organization in TELFORD, PA with annual revenue of approximately $31M",
KITSAP COMMUNITY RESOURCES,910791411,Human Services,845 8TH ST,BREMERTON,WA,98337-1517,,"Human Services organization in BREMERTON, WA with annual revenue of approximately $31M",
COMMERCIAL CLUB FOUNDATION,363406446,Other,190 SOUTH LASALLE STREET 39TH FLOO,CHICAGO,IL,60603-3431,,"Other organization in CHICAGO, IL with annual revenue of approximately $31M",
INDIANAPOLIS JEWISH HOME INC HOOVERWOOD,356041299,Health,7001 HOOVER RD,INDIANAPOLIS,IN,46260-4169,,"Health organization in INDIANAPOLIS, IN with annual revenue of approximately $31M",
MULTI-AGENCY ALLIANCE FOR CHILDREN INC,582374925,Human Services,225 PEACHTREE ST NE STE 1400,ATLANTA,GA,30303-1729,,"Human Services organization in ATLANTA, GA with annual revenue of approximately $31M",
COLLINGTON EPISCOPAL LIFE CARE COMMUNITY INC,521281156,Human Services,10450 LOTTSFORD ROAD,MITCHELLVILLE,MD,20721-2734,,"Human Services organization in MITCHELLVILLE, MD with annual revenue of approximately $31M",
CODA INC,930716860,Health,1027 E BURNSIDE ST,PORTLAND,OR,97214-1328,,"Health organization in PORTLAND, OR with annual revenue of approximately $31M",
HOSPICE OF NORTHWEST OHIO,341283188,Other,30000 E RIVER RD,PERRYSBURG,OH,43551-3429,,"Other organization in PERRYSBURG, OH with annual revenue of approximately $31M",
FIELD SCHOOL INC,520960218,Other,2301 FOXHALL RD NW,WASHINGTON,DC,20007-1147,,"Other organization in WASHINGTON, DC with annual revenue of approximately $31M",
SHIELD OF DAVID INC DBA THE SHIELD INSTITUTE,131740041,Human Services,14461 ROOSEVELT AVE,FLUSHING,NY,11354-6252,,"Human Services organization in FLUSHING, NY with annual revenue of approximately $31M",
GERMAN MARSHALL FUND OF THE US,520954751,International,1744 R ST NW,WASHINGTON,DC,20009-2410,,"International organization in WASHINGTON, DC with annual revenue of approximately $31M",
WASHINGTON HEALTH INSTITUTE,832339581,Health,1140 VARNUM ST NE STE 203,WASHINGTON,DC,20017-2153,,"Health organization in WASHINGTON, DC with annual revenue of approximately $31M",
VILLAGEREACH,912083484,Education,210 S HUDSON ST 307,SEATTLE,WA,98134-2417,,"Education organization in SEATTLE, WA with annual revenue of approximately $31M",
AVOW HOSPICE INC,592201250,Human Services,1095 WHIPPOORWILL LN,NAPLES,FL,34105-3800,,"Human Services organization in NAPLES, FL with annual revenue of approximately $31M",
CONSERVATION SOCIETY OF CALIFORNIA,941687847,Health,PO BOX 5238,OAKLAND,CA,94605-0238,,"Health organization in OAKLAND, CA with annual revenue of approximately $31M",
AIR & SPACE FORCES ASSOCIATION,526043929,Education,1201 S JOYCE STREET C6 SECOND FLR,ARLINGTON,VA,22202-2067,,"Education organization in ARLINGTON, VA with annual revenue of approximately $31M",
TENNESSEE AQUARIUM,581837154,Health,1 BROAD ST,CHATTANOOGA,TN,37402-1024,,"Health organization in CHATTANOOGA, TN with annual revenue of approximately $31M",
LONE STAR COMMUNITY HEALTH CENTER INC,300038860,Health,605 S CONROE MEDICAL DR,CONROE,TX,77304-4722,,"Health organization in CONROE, TX with annual revenue of approximately $31M",
GOOD SHEPHERD LONG-TERM CARE FACILITY,232215800,Human Services,GOOD SHEPHERD PLAZA 850 S 5TH ST,ALLENTOWN,PA,18103-0000,,"Human Services organization in ALLENTOWN, PA with annual revenue of approximately $31M",
GEORGIA STATE UNIVERSITY ATHLETIC ASSOCIATION INC,586043293,Other,PO BOX 4030,ATLANTA,GA,30302-4030,,"Other organization in ATLANTA, GA with annual revenue of approximately $31M",
REGENTS SCHOOL OF AUSTIN INC,742636515,Education,3230 TRAVIS COUNTRY CIR,AUSTIN,TX,78735-6112,,"Education organization in AUSTIN, TX with annual revenue of approximately $31M",
