name,ein,category,address,city,state,zip_code,website,description,phone
NEO PHILANTHROPY INC,133191113,Community,1001 AVENUE OF THE AMERICAS 12TH FL,NEW YORK,NY,10018-5460,,"Community organization in NEW YORK, NY with annual revenue of approximately $167M",
STATE UNIVERSITY OF IOWA FOUNDATION,420796760,Education,1 W PARK RD,IOWA CITY,IA,52242-2000,,"Education organization in IOWA CITY, IA with annual revenue of approximately $167M",
AMERICAN FRIENDS OF THE HEBREW UNIVERSITY INC,131568923,International,199 WATER STREET 11TH FLOOR,NEW YORK,NY,10038-3589,,"International organization in NEW YORK, NY with annual revenue of approximately $167M",
THE LUTHERAN UNIVERSITY ASSOCIATION INC,350868125,Education,1700 CHAPEL DR,VALPARAISO,IN,46383-4520,,"Education organization in VALPARAISO, IN with annual revenue of approximately $167M",
UNIVERSITY OF MINNESOTA HEALTH CLINICS AND SURGERY CENTER INC,465444821,Health,909 FULTON ST SE,MINNEAPOLIS,MN,55455-4800,,"Health organization in MINNEAPOLIS, MN with annual revenue of approximately $167M",
FISHER TITUS MEDICAL CENTER,344430716,Health,272 BENEDICT AVE,NORWALK,OH,44857-2374,,"Health organization in NORWALK, OH with annual revenue of approximately $167M",
THE INSTITUTE FOR FAMILY HEALTH,133273402,Health,2006 MADISON AVENUE 5,NEW YORK,NY,10035-1217,,"Health organization in NEW YORK, NY with annual revenue of approximately $167M",
BETH ISRAEL DEACONESS HOSPITAL- MILTON INC,042103604,Health,CO BILH TAX 529 MAIN ST 4TH FL,CHARLESTOWN,MA,02129-0000,,"Health organization in CHARLESTOWN, MA with annual revenue of approximately $166M",
SAINT ANSELM COLLEGE,020222182,Education,100 SAINT ANSELM DR,MANCHESTER,NH,03102-1308,,"Education organization in MANCHESTER, NH with annual revenue of approximately $166M",
SAINT ANTHONY HOSPITAL,510217097,Health,2875 W 19TH ST,CHICAGO,IL,60623-3501,,"Health organization in CHICAGO, IL with annual revenue of approximately $166M",
GLEANERS FOOD BANK OF INDIANA INC,351483868,Other,3737 WALDEMERE AVE,INDIANAPOLIS,IN,46241-7234,,"Other organization in INDIANAPOLIS, IN with annual revenue of approximately $166M",
LE MOYNE COLLEGE,150545841,Education,1419 SALT SPRINGS RD,SYRACUSE,NY,13214-1300,,"Education organization in SYRACUSE, NY with annual revenue of approximately $166M",
ASPIRUS STEVENS POINT HOSPITAL & CLINICS INC,390808443,Health,2200 WESTWOOD DR,WAUSAU,WI,54401-7806,,"Health organization in WAUSAU, WI with annual revenue of approximately $166M",
CONCEPTS OF INDEPENDENCE INC,510239824,Other,120 WALL STREET 9TH FLOOR,NEW YORK,NY,10005-3911,,"Other organization in NEW YORK, NY with annual revenue of approximately $166M",
SIERRA HEALTH FOUNDATION CENTER FOR HEALTH PROGRAM MANAGEMENT,455282243,Health,1321 GARDEN HIGHWAY 210,SACRAMENTO,CA,95833-9754,,"Health organization in SACRAMENTO, CA with annual revenue of approximately $166M",
CALVERTHEALTH MEDICAL CENTER INC,520619000,Health,100 HOSPITAL RD,PRNC FREDERCK,MD,20678-4017,,"Health organization in PRNC FREDERCK, MD with annual revenue of approximately $166M",
ASCENSION MICHIGAN,382631907,Human Services,1 FORD PLACE 4E,DETROIT,MI,48202-3450,,"Human Services organization in DETROIT, MI with annual revenue of approximately $166M",
UNIVERSITY OF MARYLAND COLLEGE PARK FOUNDATION INC,522197313,Education,4603 CALVERT RD,COLLEGE PARK,MD,20740-3421,,"Education organization in COLLEGE PARK, MD with annual revenue of approximately $165M",
USC VERDUGO HILLS HOSPITAL,851634852,Health,1812 VERDUGO BLVD,GLENDALE,CA,91208-1407,,"Health organization in GLENDALE, CA with annual revenue of approximately $165M",
COLLEGE OF WOOSTER,340714654,Education,1101 N BEVER STREET,WOOSTER,OH,44691-0000,,"Education organization in WOOSTER, OH with annual revenue of approximately $165M",
GANNON UNIVERSITY,250496976,Education,109 UNIVERSITY SQ,ERIE,PA,16541-0002,,"Education organization in ERIE, PA with annual revenue of approximately $165M",
YOUNG MENS CHRISTIAN ASSOCIATION OF GREATER HOUSTON AREA,741109737,Human Services,1331 AUGUSTA DR,HOUSTON,TX,77057-2415,,"Human Services organization in HOUSTON, TX with annual revenue of approximately $165M",
CAROMONT MEDICAL GROUP INC,561479712,Health,2525 COURT DR,GASTONIA,NC,28054-2140,,"Health organization in GASTONIA, NC with annual revenue of approximately $165M",
LENOIR MEMORIAL HOSPITAL INC,566000674,Health,100 AIRPORT RD,KINSTON,NC,28501-1604,,"Health organization in KINSTON, NC with annual revenue of approximately $165M",
ACCESS COMMUNITY HEALTH NETWORK,363317058,Health,600 WEST FULTON 300,CHICAGO,IL,60661-1259,,"Health organization in CHICAGO, IL with annual revenue of approximately $165M",
REGIS UNIVERSITY,840402707,Education,3333 REGIS BLVD,DENVER,CO,80221-1154,,"Education organization in DENVER, CO with annual revenue of approximately $165M",
PACIFIC LUTHERAN UNIVERSITY INC,910565571,Education,12180 PARK AVE S,TACOMA,WA,98447-0001,,"Education organization in TACOMA, WA with annual revenue of approximately $165M",
THE CHILDRENS AID SOCIETY,135562191,Human Services,117 W 124TH ST,NEW YORK,NY,10027-4920,,"Human Services organization in NEW YORK, NY with annual revenue of approximately $165M",
LINDENWOOD EDUCATION SYSTEM,430652649,Education,209 S KINGSHIGHWAY ST,SAINT CHARLES,MO,63301-1693,,"Education organization in SAINT CHARLES, MO with annual revenue of approximately $165M",
TARPON SPRINGS HOSPITAL FOUNDATION INC,590898901,Health,1395 S PINELLAS AVE,TARPON SPGS,FL,34689-3790,,"Health organization in TARPON SPGS, FL with annual revenue of approximately $165M",
MICHIGAN PUBLIC HEALTH INSTITUTE,382963835,Health,2436 WOODLAKE CIR STE 300,OKEMOS,MI,48864-6002,,"Health organization in OKEMOS, MI with annual revenue of approximately $165M",
ISLAMIC RELIEF USA,954453134,International,3655 WHEELER AVE,ALEXANDRIA,VA,22304-6404,,"International organization in ALEXANDRIA, VA with annual revenue of approximately $165M",
BRIGHTON MARINE INC,042742727,Health,77 WARREN ST,BRIGHTON,MA,02135-3601,,"Health organization in BRIGHTON, MA with annual revenue of approximately $165M",
UNCOMMON NEW YORK CITY CHARTER SCHOOLS,203505981,Education,100 CHURCH STREET 9TH FL,NEW YORK,NY,10007-2650,,"Education organization in NEW YORK, NY with annual revenue of approximately $165M",
MERCY-MEMORIAL HOSPITAL CORPORATION,381984289,Health,100 MADISON AVE,TOLEDO,OH,43604-1516,,"Health organization in TOLEDO, OH with annual revenue of approximately $164M",
WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,061043412,Health,455 MAIN ST,CAMBRIDGE,MA,02142-1025,,"Health organization in CAMBRIDGE, MA with annual revenue of approximately $164M",
CRAIG HOSPITAL,840404233,Health,3425 S CLARKSON ST,ENGLEWOOD,CO,80113-2811,,"Health organization in ENGLEWOOD, CO with annual revenue of approximately $164M",
ROCKY MOUNTAIN INSTITUTE,742244146,Other,2490 JUNCTION PL STE 200,BOULDER,CO,80301-2167,,"Other organization in BOULDER, CO with annual revenue of approximately $164M",
MEMORIAL MEDICAL CENTER INC,237013497,Health,1615 MAPLE LANE ATTENTION PAYROLL D,ASHLAND,WI,54806-3626,,"Health organization in ASHLAND, WI with annual revenue of approximately $164M",
NCRC COMMUNITY DEVELOPMENT FUND INC,261269202,Community,740 15TH STREET,WASHINGTON,DC,20005-1019,,"Community organization in WASHINGTON, DC with annual revenue of approximately $164M",
INSTITUTE FOR THE INTERNATIONAL EDUCATION OF STUDENTS,362251912,Education,33 W MONROE ST STE 2300,CHICAGO,IL,60603-5405,,"Education organization in CHICAGO, IL with annual revenue of approximately $164M",
ECUMEN,911982139,Other,3530 LEXINGTON AVENUE NORTH,SHOREVIEW,MN,55126-8166,,"Other organization in SHOREVIEW, MN with annual revenue of approximately $164M",
ARCADIA UNIVERSITY,231352620,Education,450 S EASTON RD,GLENSIDE,PA,19038-3215,,"Education organization in GLENSIDE, PA with annual revenue of approximately $164M",
WINGATE UNIVERSITY,566049935,Education,315 E WILSON ST,WINGATE,NC,28174-9665,,"Education organization in WINGATE, NC with annual revenue of approximately $164M",
CENTER FOR HUMAN DEVELOPMENT INC,042503926,Human Services,332 BIRNIE AVE,SPRINGFIELD,MA,01107-1104,,"Human Services organization in SPRINGFIELD, MA with annual revenue of approximately $164M",
MCLAREN LAPEER REGION,382689033,Health,1375 N MAIN ST,LAPEER,MI,48446-1350,,"Health organization in LAPEER, MI with annual revenue of approximately $164M",
CENTRAL CITY CONCERN INC,930728816,Health,232 NW 6TH AVE,PORTLAND,OR,97209-3609,,"Health organization in PORTLAND, OR with annual revenue of approximately $164M",
WOMEN IN NEED INC,133164477,Human Services,1 STATE STREET 18TH FL,NEW YORK,NY,10004-1787,,"Human Services organization in NEW YORK, NY with annual revenue of approximately $164M",
PRESBYTERIAN RETIREMENT COMMUNITIES INC,590931267,Human Services,80 W LUCERNE CIR,ORLANDO,FL,32801-3779,,"Human Services organization in ORLANDO, FL with annual revenue of approximately $163M",
UNITED SERVICE ORGANIZATIONS INC,131610451,Community,2111 WILSON BLVD STE 1200,ARLINGTON,VA,22201-3052,,"Community organization in ARLINGTON, VA with annual revenue of approximately $163M",
PENN STATE HEALTH LANCASTER MEDICAL CENTER,851620990,Health,PO BOX 804,HERSHEY,PA,17033-0804,,"Health organization in HERSHEY, PA with annual revenue of approximately $163M",
UPPER VALLEY MEDICAL CENTER,310537095,Health,110 N MAIN ST STE 500,DAYTON,OH,45402-3712,,"Health organization in DAYTON, OH with annual revenue of approximately $163M",
HUTCHINSON REGIONAL MEDICAL CENTER INC,480774005,Health,1701 E 23RD AVE,HUTCHINSON,KS,67502-1105,,"Health organization in HUTCHINSON, KS with annual revenue of approximately $163M",
GOSPEL LIGHT MENNONITE CHURCH MEDICAL AID PLAN INC,472042581,Religion,4455 HILLS AND DALES RD NW,CANTON,OH,44708-1505,,"Religion organization in CANTON, OH with annual revenue of approximately $163M",
WAKE FOREST UNIVERSITY BAPTIST MEDICAL CENTER,510190238,Health,MEDICAL CENTER BOULEVARD,WINSTONSALEM,NC,27157-0001,,"Health organization in WINSTONSALEM, NC with annual revenue of approximately $163M",
LIGHTCONE FOUNDATION,920636259,Research,1344 DISC DRIVE 3046,SPARKS,NV,89436-0684,,"Research organization in SPARKS, NV with annual revenue of approximately $163M",
MEMORIAL HEALTH SYSTEM,371110690,Health,701 N 1ST ST,SPRINGFIELD,IL,62781-0001,,"Health organization in SPRINGFIELD, IL with annual revenue of approximately $163M",
WILLAMETTE UNIVERSITY,930386972,Education,900 STATE ST,SALEM,OR,97301-3922,,"Education organization in SALEM, OR with annual revenue of approximately $163M",
COMMONSPIRIT KANSAS INC,480543721,Health,9100 E MINERAL CIR,CENTENNIAL,CO,80112-3401,,"Health organization in CENTENNIAL, CO with annual revenue of approximately $163M",
BRYAN HOSPITAL KEARNEY,873486516,Health,1600 S 48TH ST,LINCOLN,NE,68506-1227,,"Health organization in LINCOLN, NE with annual revenue of approximately $163M",
JEWISH UNITED FUND OF METROPOLITAN CHICAGO,362167034,Community,30 S WELLS ST,CHICAGO,IL,60606-5054,,"Community organization in CHICAGO, IL with annual revenue of approximately $163M",
UNITED MEMORIAL MEDICAL CENTER,160743029,Health,100 KINGS HIGHWAY,ROCHESTER,NY,14617-5504,,"Health organization in ROCHESTER, NY with annual revenue of approximately $163M",
ADVENTIST HEALTH PARTNERS INC,364138353,Other,5101 S WILLOW SPRINGS ROAD STE B10,LA GRANGE,IL,60525-2600,,"Other organization in LA GRANGE, IL with annual revenue of approximately $162M",
ANTI-DEFAMATION LEAGUE,131818723,Religion,605 THIRD AVENUE,NEW YORK,NY,10158-0180,,"Religion organization in NEW YORK, NY with annual revenue of approximately $162M",
GLOBAL EMPOWERMENT MISSION INC,453782061,Human Services,1850 NW 84TH AVE STE 100,DORAL,FL,33126-1026,,"Human Services organization in DORAL, FL with annual revenue of approximately $162M",
COMMUNITY CARE NETWORK INC,454158203,Health,10010 DONALD S POWERS DR,MUNSTER,IN,46321-4054,,"Health organization in MUNSTER, IN with annual revenue of approximately $162M",
BALDWIN WALLACE UNIVERSITY,340714629,Education,275 EASTLAND RD,BEREA,OH,44017-2005,,"Education organization in BEREA, OH with annual revenue of approximately $162M",
THE VERITY CHARITABLE FUND INC,832236484,Community,301 N CHURCH ST STE 222,MOORESTOWN,NJ,08057-2498,,"Community organization in MOORESTOWN, NJ with annual revenue of approximately $162M",
ST JOSEPH HOSPITAL,113438973,Health,4295 HEMPSTEAD TPKE,BETHPAGE,NY,11714-5713,,"Health organization in BETHPAGE, NY with annual revenue of approximately $162M",
THE CARTER CENTER INC,581454716,International,453 JOHN LEWIS FREEDOM PKWY NE,ATLANTA,GA,30307-1496,,"International organization in ATLANTA, GA with annual revenue of approximately $162M",
ELIZABETH GLASER PEDIATRIC AIDS FOUNDATION,954191698,Health,1350 I ST NW STE 400,WASHINGTON,DC,20005-7201,,"Health organization in WASHINGTON, DC with annual revenue of approximately $162M",
VALLEY CHILDRENS MEDICAL GROUP,464150987,Health,9300 VALLEY CHILDRENS PL,MADERA,CA,93636-8762,,"Health organization in MADERA, CA with annual revenue of approximately $162M",
THE MOORINGS INCORPORATED,591834357,Human Services,120 MOORINGS PARK DR,NAPLES,FL,34105-2122,,"Human Services organization in NAPLES, FL with annual revenue of approximately $162M",
PRAIRIE LAKES HEALTH CARE SYSTEM INC,460391067,Health,401 9TH AVE NW,WATERTOWN,SD,57201-1548,,"Health organization in WATERTOWN, SD with annual revenue of approximately $161M",
TRUSTED FRATERNAL LIFE,390201015,Other,1100 W WELLS ST,MILWAUKEE,WI,53233-2332,,"Other organization in MILWAUKEE, WI with annual revenue of approximately $161M",
BRISTOL HOSPITAL INCORPORATED,060646559,Health,PO BOX 977,BRISTOL,CT,06011-0977,,"Health organization in BRISTOL, CT with annual revenue of approximately $161M",
OPTIONS FOR LEARNING,953602641,Other,2934 E GARVEY AVE S STE 301,WEST COVINA,CA,91791-2192,,"Other organization in WEST COVINA, CA with annual revenue of approximately $161M",
NORTH CENTRAL COLLEGE,362169157,Education,451 S BRAINARD ST,NAPERVILLE,IL,60540-5461,,"Education organization in NAPERVILLE, IL with annual revenue of approximately $161M",
NIAGARA UNIVERSITY,160755807,Education,LEWISTON RD,NIAGARA UNIVERSITY,NY,14109-0000,,"Education organization in NIAGARA UNIVERSITY, NY with annual revenue of approximately $161M",
UNIONTOWN HOSPITAL,250965588,Health,500 W BERKELEY ST,UNIONTOWN,PA,15401-5514,,"Health organization in UNIONTOWN, PA with annual revenue of approximately $161M",
WILLIAM & MARY FOUNDATION,540734117,Education,5300 DISCOVERY PARK BLVD 3RD FLOOR,WILLIAMSBURG,VA,23188-2695,,"Education organization in WILLIAMSBURG, VA with annual revenue of approximately $161M",
JACK JOSEPH AND MORTON MANDEL SUPPORTING FOUNDATION,341350566,Community,25701 SCIENCE PARK DR,CLEVELAND,OH,44122-7302,,"Community organization in CLEVELAND, OH with annual revenue of approximately $161M",
IVINSON MEMORIAL HOSPITAL,300975387,Health,255 N 30TH ST,LARAMIE,WY,82072-5140,,"Health organization in LARAMIE, WY with annual revenue of approximately $161M",
QUEENS BOROUGH PUBLIC LIBRARY,111904262,Education,8911 MERRICK BLVD,JAMAICA,NY,11432-5242,,"Education organization in JAMAICA, NY with annual revenue of approximately $161M",
ST FRANCIS HOSPITAL INC,510064326,Health,701 N CLAYTON ST,WILMINGTON,DE,19805-3165,,"Health organization in WILMINGTON, DE with annual revenue of approximately $161M",
COLUMBUS REGIONAL HEALTHCARE SYSTEM,560538020,Health,500 JEFFERSON ST,WHITEVILLE,NC,28472-3634,,"Health organization in WHITEVILLE, NC with annual revenue of approximately $161M",
LOUISIANA STATE UNIVERSITY OF MEDICINE IN NEW ORLEANS,721304948,Health,2025 GRAVIER ST 6TH FL,NEW ORLEANS,LA,70112-2269,,"Health organization in NEW ORLEANS, LA with annual revenue of approximately $161M",
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM INC,043229679,Health,CO BILH TAX 529 MAIN ST 4TH FL,CHARLESTOWN,MA,02129-0000,,"Health organization in CHARLESTOWN, MA with annual revenue of approximately $161M",
NAZARETH HOSPITAL,232794121,Health,3805 WEST CHESTER PIKE STE 100,NEWTOWN SQ,PA,19073-2329,,"Health organization in NEWTOWN SQ, PA with annual revenue of approximately $161M",
SALK INSTITUTE FOR BIOLOGICAL STUDIES,952160097,Research,10010 N TORREY PINES RD,LA JOLLA,CA,92037-1002,,"Research organization in LA JOLLA, CA with annual revenue of approximately $161M",
CHILDNET INC,651149351,Human Services,1100 W MCNAB RD,FT LAUDERDALE,FL,33309-1116,,"Human Services organization in FT LAUDERDALE, FL with annual revenue of approximately $161M",
THE GUTHRIE CLINIC,233055017,Health,1 GUTHRIE SQUARE,SYRE,PA,18840-1625,,"Health organization in SYRE, PA with annual revenue of approximately $161M",
LEHIGH VALLEY HOSPITAL - SCHUYKILL,231352202,Health,PO BOX 4000,ALLENTOWN,PA,18105-4000,,"Health organization in ALLENTOWN, PA with annual revenue of approximately $160M",
FORT HEALTHCARE INC,390286215,Health,611 SHERMAN AVE E,FORT ATKINSON,WI,53538-1960,,"Health organization in FORT ATKINSON, WI with annual revenue of approximately $160M",
GENESIS HEALTH SYSTEM,363616314,Health,801 ILLINI DR,SILVIS,IL,61282-1804,,"Health organization in SILVIS, IL with annual revenue of approximately $160M",
MISSOURI DELTA MEDICAL CENTER,430633449,Health,1008 N MAIN ST,SIKESTON,MO,63801-5044,,"Health organization in SIKESTON, MO with annual revenue of approximately $160M",
ADVOCATES INC,237451423,Health,1881 WORCESTER ROAD,FRAMINGHAM,MA,01701-5410,,"Health organization in FRAMINGHAM, MA with annual revenue of approximately $160M",
INTERNATIONAL GENEROSITY FOUNDATION TRUST,843754469,Religion,1901 ULMERTON RD STE 400,CLEARWATER,FL,33762-2311,,"Religion organization in CLEARWATER, FL with annual revenue of approximately $160M",
PENN STATE HEALTH HAMPDEN MEDICAL CENTER,851608328,Health,PO BOX 804,HERSHEY,PA,17033-0804,,"Health organization in HERSHEY, PA with annual revenue of approximately $160M",
ST JOHN FISHER UNIVERSITY,160746864,Education,3690 EAST AVE,ROCHESTER,NY,14618-3537,,"Education organization in ROCHESTER, NY with annual revenue of approximately $160M",
FRIENDSHIP PUBLIC CHARTER SCHOOL,582398964,Education,111 O ST NW,WASHINGTON,DC,20001-1144,,"Education organization in WASHINGTON, DC with annual revenue of approximately $160M",
PIEDMONT WALTON HOSPITAL INC,824194264,Health,1800 HOWELL MILL RD,ATLANTA,GA,30318-2538,,"Health organization in ATLANTA, GA with annual revenue of approximately $160M",
BELLEVUE UNIVERSITY,470491571,Education,1000 GALVIN RD S,BELLEVUE,NE,68005-3058,,"Education organization in BELLEVUE, NE with annual revenue of approximately $160M",
GREATER WASHINGTON URBAN LEAGUE INC,530208981,Human Services,2901 14TH ST NW,WASHINGTON,DC,20009-6839,,"Human Services organization in WASHINGTON, DC with annual revenue of approximately $159M",
BLOODWORKS,911019655,Health,921 TERRY AVE,SEATTLE,WA,98104-1239,,"Health organization in SEATTLE, WA with annual revenue of approximately $159M",
C H M C ANESTHESIA FOUNDATION INC,042702169,Health,300 LONGWOOD AVENUE BADER3,BOSTON,MA,02115-5724,,"Health organization in BOSTON, MA with annual revenue of approximately $159M",
CHASE BREXTON HEALTH SERVICES INC,521638592,Health,1111 N CHARLES ST,BALTIMORE,MD,21201-5505,,"Health organization in BALTIMORE, MD with annual revenue of approximately $159M",
ENTERPRISE COMMUNITY PARTNERS INC,521231931,Community,11000 BROKEN LAND PKWY,COLUMBIA,MD,21044-3541,,"Community organization in COLUMBIA, MD with annual revenue of approximately $159M",
BAYLOR SCOTT & WHITE MEDICAL CENTER - CENTENNIAL,824052186,Health,301 N WASHINGTON AVE,DALLAS,TX,75246-1754,,"Health organization in DALLAS, TX with annual revenue of approximately $159M",
GRANDE RONDE HOSPITAL INC,930505325,Health,900 SUNSET DR,LA GRANDE,OR,97850-1362,,"Health organization in LA GRANDE, OR with annual revenue of approximately $159M",
WESTERN REGIONAL MEDICAL CENTER LLC,320197974,Health,1500 DUARTE RD,DUARTE,CA,91010-3012,,"Health organization in DUARTE, CA with annual revenue of approximately $159M",
MONTAGE HEALTH,942789696,Health,PO BOX HH,MONTEREY,CA,93942-6032,,"Health organization in MONTEREY, CA with annual revenue of approximately $159M",
MANA NUTRITIVE AID PRODUCTS INC,270165743,International,130 LIBRARY LANE,MATTHEWS,NC,28105-5413,,"International organization in MATTHEWS, NC with annual revenue of approximately $159M",
SERVICESOURCE INC,540901256,Human Services,10467 WHITE GRANITE DR,OAKTON,VA,22124-2763,,"Human Services organization in OAKTON, VA with annual revenue of approximately $159M",
FAYETTE PHYSICIAN NETWORK INC,455440305,Health,1 MEDICAL CENTER DR BOX 8034,MORGANTOWN,WV,26506-1200,,"Health organization in MORGANTOWN, WV with annual revenue of approximately $158M",
REDINGTON-FAIRVIEW GENERAL HOSPITAL,010284446,Health,PO BOX 468,SKOWHEGAN,ME,04976-0468,,"Health organization in SKOWHEGAN, ME with annual revenue of approximately $158M",
ECKERD COLLEGE,590859121,Education,4200 54TH AVE S,ST PETERSBURG,FL,33711-4744,,"Education organization in ST PETERSBURG, FL with annual revenue of approximately $158M",
SAMARITAN PACIFIC HEALTH SERVICES INC,931329784,Health,PO BOX 3000,CORVALLIS,OR,97339-3000,,"Health organization in CORVALLIS, OR with annual revenue of approximately $158M",
XAVIER UNIVERSITY OF LOUISIANA,720635884,Education,1 DREXEL DR,NEW ORLEANS,LA,70125-1056,,"Education organization in NEW ORLEANS, LA with annual revenue of approximately $158M",
UTAH FOOD BANK,870212453,Other,3150 S 900 W,S SALT LAKE,UT,84119-2471,,"Other organization in S SALT LAKE, UT with annual revenue of approximately $158M",
