name,ein,category,address,city,state,zip_code,website,description,phone
SPEARE MEMORIAL HOSPITAL,020226774,Health,16 HOSPITAL RD,PLYMOUTH,NH,03264-1126,,"Health organization in PLYMOUTH, NH with annual revenue of approximately $80M",
ROYAL CHARTER PROPERTIES - EAST INC,133158496,Health,525 EAST 68TH STREET BOX 156,NEW YORK,NY,10065-4870,,"Health organization in NEW YORK, NY with annual revenue of approximately $80M",
MIAMI COUNTRY DAY SCHOOL INC,591278987,Education,601 NE 107TH ST,MIAMI,FL,33161-7165,,"Education organization in MIAMI, FL with annual revenue of approximately $80M",
MERAKEY USA,232175924,Health,620 GERMANTOWN PIKE,LAFAYETTE HL,PA,19444-1810,,"Health organization in LAFAYETTE HL, PA with annual revenue of approximately $80M",
MACKINAC STRAITS HEALTH SYSTEM INC,208756459,Health,1140 N STATE ST,SAINT IGNACE,MI,49781-1013,,"Health organization in SAINT IGNACE, MI with annual revenue of approximately $80M",
TAFT SCHOOL CORPORATION,060646921,Education,110 WOODBURY RD,WATERTOWN,CT,06795-2130,,"Education organization in WATERTOWN, CT with annual revenue of approximately $80M",
BAPTIST HEALTH SERVICES,825433043,Health,9601 BAPTIST HEALTH DR,LITTLE ROCK,AR,72205-6316,,"Health organization in LITTLE ROCK, AR with annual revenue of approximately $80M",
FELICIAN UNIVERSITY,221912028,Education,262 S MAIN ST,LODI,NJ,07644-2117,,"Education organization in LODI, NJ with annual revenue of approximately $80M",
PITTSBURGH FOUNDATION,250965466,Community,912 FT DUQUESNE BLVD,PITTSBURGH,PA,15222-3638,,"Community organization in PITTSBURGH, PA with annual revenue of approximately $80M",
THE BRIDGE INC,131919799,Human Services,248 WEST 108TH STREET FLOOR 6,NEW YORK,NY,10025-2956,,"Human Services organization in NEW YORK, NY with annual revenue of approximately $80M",
EFFINGHAM HOSPITAL INC,474393589,Health,459 GA HIGHWAY 119 S,SPRINGFIELD,GA,31329-3021,,"Health organization in SPRINGFIELD, GA with annual revenue of approximately $80M",
ST JOSEPH MEDICAL GROUP,208544021,Health,PO BOX 804,HERSHEY,PA,17033-0804,,"Health organization in HERSHEY, PA with annual revenue of approximately $80M",
FAYETTEVILLE PERFORMING ARTS CENTER AT TRILITH,923725031,Arts & Culture,210 TRILITH PARKWAY,FAYETTEVILLE,GA,30214-4616,,"Arts & Culture organization in FAYETTEVILLE, GA with annual revenue of approximately $80M",
NEW ENGLAND CONSERVATORY OF MUSIC,237225104,Education,290 HUNTINGTON AVE,BOSTON,MA,02115-5018,,"Education organization in BOSTON, MA with annual revenue of approximately $80M",
POLY PREP COUNTRY DAY SCHOOL,111630821,Education,1 POLY PREP DR,BROOKLYN,NY,11228-3647,,"Education organization in BROOKLYN, NY with annual revenue of approximately $80M",
JEVS HUMAN SERVICES,231352118,Other,1845 WALNUT ST FL 7,PHILADELPHIA,PA,19103-4713,,"Other organization in PHILADELPHIA, PA with annual revenue of approximately $80M",
CHICAGO COOK WORKFORCE PARTNERSHIP,364122225,Education,69 W WASHINGTON ST STE 2860,CHICAGO,IL,60602-3046,,"Education organization in CHICAGO, IL with annual revenue of approximately $80M",
ALLIANCE TO END PLASTIC WASTE INC,832463179,Environment,13359 N HWY 183,AUSTIN,TX,78750-7153,,"Environment organization in AUSTIN, TX with annual revenue of approximately $80M",
KINKAID SCHOOL INC,760295523,Education,201 KINKAID SCHOOL DR,HOUSTON,TX,77024-7504,,"Education organization in HOUSTON, TX with annual revenue of approximately $80M",
PRESBYTERIAN RETIREMENT COMMUNITIES NORTHWEST,910666887,Human Services,1980 112TH AVE NE STE 210,BELLEVUE,WA,98004-2940,,"Human Services organization in BELLEVUE, WA with annual revenue of approximately $80M",
DIRECTION HOME AKRON CANTON AREA AGENCY ON AGING,341314654,Human Services,1949 TOWN PARK BLVD,UNIONTOWN,OH,44685-7925,,"Human Services organization in UNIONTOWN, OH with annual revenue of approximately $80M",
PARKER FOUNDATION INC,364858938,Health,1421 RIVER RD,PISCATAWAY,NJ,08854-5818,,"Health organization in PISCATAWAY, NJ with annual revenue of approximately $80M",
MOTE MARINE LABORATORY,590756643,Other,1600 KEN THOMPSON PKWY,SARASOTA,FL,34236-1004,,"Other organization in SARASOTA, FL with annual revenue of approximately $80M",
GIVENS ESTATES INC,510199312,Human Services,2360 SWEETEN CREEK RD,ASHEVILLE,NC,28803-2030,,"Human Services organization in ASHEVILLE, NC with annual revenue of approximately $79M",
RIDE CONNECTION INC,943076771,Human Services,9955 NE GLISAN ST,PORTLAND,OR,97220-4453,,"Human Services organization in PORTLAND, OR with annual revenue of approximately $79M",
NEW YORK GRACIE SQUARE HOSPITAL INC,133746997,Health,420 E 76TH ST,NEW YORK,NY,10021-3396,,"Health organization in NEW YORK, NY with annual revenue of approximately $79M",
GEISINGER-BLOOMSBURG HOSPITAL,232193572,Health,100 N ACADEMY AVE MC 49-70,DANVILLE,PA,17822-9800,,"Health organization in DANVILLE, PA with annual revenue of approximately $79M",
CAROLINA HEALTHCARE ASSOCIATES INC,562049697,Health,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103-5614,,"Health organization in WINSTON SALEM, NC with annual revenue of approximately $79M",
ST VINCENT FISHERS HOSPITAL INC,454243702,Health,PO BOX 45998,SAINT LOUIS,MO,63145-5998,,"Health organization in SAINT LOUIS, MO with annual revenue of approximately $79M",
PERKINS SCHOOL FOR THE BLIND,042103616,Education,175 NORTH BEACON ST,WATERTOWN,MA,02472-2751,,"Education organization in WATERTOWN, MA with annual revenue of approximately $79M",
MCLEOD MEDICAL CENTER DILLON,510473471,Health,555 E CHEVES ST,FLORENCE,SC,29506-2617,,"Health organization in FLORENCE, SC with annual revenue of approximately $79M",
SOUTH TEXAS BLOOD & TISSUE CENTER,237379332,Health,6211 IH 10 WEST,SAN ANTONIO,TX,78201-2023,,"Health organization in SAN ANTONIO, TX with annual revenue of approximately $79M",
LYCOMING-CLINTON JOINDER BOARD,232187674,Human Services,33 WEST 3RD STREET FLOOR 4,WILLIAMSPORT,PA,17701-6523,,"Human Services organization in WILLIAMSPORT, PA with annual revenue of approximately $79M",
STELLA MARIS INC,521419602,Other,2300 DULANEY VALLEY RD,TIMONIUM,MD,21093-2700,,"Other organization in TIMONIUM, MD with annual revenue of approximately $79M",
LUTHERAN CHARITY ASSOCIATION,450231181,Health,2422 20TH SW ST,JAMESTOWN,ND,58401-0000,,"Health organization in JAMESTOWN, ND with annual revenue of approximately $79M",
CHVI PROFESSIONAL CORPORATION,475457904,Health,PO BOX 5299 MSC 1313-5-PAY,TACOMA,WA,98415-0299,,"Health organization in TACOMA, WA with annual revenue of approximately $79M",
PINGRY CORPORATION,221493168,Education,131 MARTINSVILLE RD,BASKING RIDGE,NJ,07920-2709,,"Education organization in BASKING RIDGE, NJ with annual revenue of approximately $79M",
DAVIDSON TRANSIT ORGANIZATION,621516937,Other,430 MYATT DR,MADISON,TN,37115-3025,,"Other organization in MADISON, TN with annual revenue of approximately $79M",
SOUTHWEST HEALTH SYSTEM INC,841337350,Health,1311 N MILDRED RD,CORTEZ,CO,81321-2231,,"Health organization in CORTEZ, CO with annual revenue of approximately $79M",
EQUAL JUSTICE INITIATIVE,631135091,Religion,122 COMMERCE ST,MONTGOMERY,AL,36104-2538,,"Religion organization in MONTGOMERY, AL with annual revenue of approximately $79M",
MISSISSIPPI STATE UNIVERSITY FOUNDATION INC,640410581,Human Services,PO BOX 6149,MS STATE,MS,39762-6149,,"Human Services organization in MS STATE, MS with annual revenue of approximately $79M",
HACKENSACK MERIDIAN HEALTH INC,221714106,Health,399 THORNALL ST STE 2,EDISON,NJ,08837-2238,,"Health organization in EDISON, NJ with annual revenue of approximately $79M",
INDEPENDENT ORDER OF ODD FELLOWS,941251113,Other,1800 ATRIUM PARKWAY,NAPA,CA,94559-4837,,"Other organization in NAPA, CA with annual revenue of approximately $79M",
CITIHOPE INTERNATIONAL INC,132907656,International,PO BOX 626,MARGARETVILLE,NY,12455-0626,,"International organization in MARGARETVILLE, NY with annual revenue of approximately $79M",
MENORAH HOME & HOSPITAL FOR THE AGED & INFIRM,111672777,Health,55 WATER ST 46TH FLOOR,NEW YORK,NY,10041-3211,,"Health organization in NEW YORK, NY with annual revenue of approximately $79M",
SOCIAL GOOD FUND INC,461323531,Education,12651 SAN PABLO AVE UNIT 5473,RICHMOND,CA,94805-4021,,"Education organization in RICHMOND, CA with annual revenue of approximately $79M",
SPECIAL PEOPLE IN NORTHEAST INC SPIN CENTER,231742920,Human Services,10501 DRUMMOND RD,PHILADELPHIA,PA,19154-3807,,"Human Services organization in PHILADELPHIA, PA with annual revenue of approximately $79M",
LIFECENTER NORTHWEST,943253342,Health,3650 131ST AVE SE STE 200,BELLEVUE,WA,98006-1395,,"Health organization in BELLEVUE, WA with annual revenue of approximately $79M",
LIFE SCHOOL OF DALLAS,752722521,Education,132 E OVILLA RD SUITE A,RED OAK,TX,75154-2460,,"Education organization in RED OAK, TX with annual revenue of approximately $79M",
THE MUSICAL ARTS ASSOCIATION,340714468,Arts & Culture,11001 EUCLID AVE,CLEVELAND,OH,44106-1713,,"Arts & Culture organization in CLEVELAND, OH with annual revenue of approximately $79M",
CLASSICAL ACADEMY INCORPORATED,330857665,Education,355 E GRAND AVE,ESCONDIDO,CA,92025-3313,,"Education organization in ESCONDIDO, CA with annual revenue of approximately $79M",
SAINT ALPHONSUS MEDICAL CENTER- ONTARIO INC,271789847,Other,351 SW 9TH ST,ONTARIO,OR,97914-2639,,"Other organization in ONTARIO, OR with annual revenue of approximately $79M",
LIFEBANC,341525159,Other,4775 RICHMOND RD,CLEVELAND,OH,44128-5919,,"Other organization in CLEVELAND, OH with annual revenue of approximately $79M",
EASTERSEALS MORC HEALTH CARE INC,381402860,Human Services,2399 E WALTON BLVD,AUBURN HILLS,MI,48326-1955,,"Human Services organization in AUBURN HILLS, MI with annual revenue of approximately $79M",
OLATHE HEALTH PHYSICIANS INC,481088982,Health,20333 W 151ST ST,OLATHE,KS,66061-5350,,"Health organization in OLATHE, KS with annual revenue of approximately $79M",
SPARROW CLINTON HOSPITAL,381358172,Health,805 S OAKLAND ST,SAINT JOHNS,MI,48879-2253,,"Health organization in SAINT JOHNS, MI with annual revenue of approximately $79M",
WISCONSIN HOUSING PRESERVATION CORP,300002040,Human Services,150 E GILMAN ST STE 1500,MADISON,WI,53703-1495,,"Human Services organization in MADISON, WI with annual revenue of approximately $79M",
UNITED CHURCH INSURANCE ASSOCIATION,942966836,Other,1468 W 9TH STREET,CLEVELAND,OH,44113-1268,,"Other organization in CLEVELAND, OH with annual revenue of approximately $79M",
COUNCIL ON FOREIGN RELATIONS INC,131628168,International,58 E 68TH ST,NEW YORK,NY,10065-5953,,"International organization in NEW YORK, NY with annual revenue of approximately $79M",
NAVAJO HEALTH FOUNDATION-SAGE MEMORIAL HOSPITAL INC,237314364,Health,PO BOX 457,GANADO,AZ,86505-0457,,"Health organization in GANADO, AZ with annual revenue of approximately $79M",
CATHOLIC CHARITIES OF THE ROMAN CATHOLIC DIOCESE OF SYRACUSE NY,150532085,Human Services,1654 W ONONDAGA ST,SYRACUSE,NY,13204-3310,,"Human Services organization in SYRACUSE, NY with annual revenue of approximately $79M",
THE GOLDEN L E A F LONG-TERM ECONOMIC ADVANCEMENT FOUNDATION IN,522204473,Community,301 N WINSTEAD AVE,ROCKY MOUNT,NC,27804-2228,,"Community organization in ROCKY MOUNT, NC with annual revenue of approximately $79M",
INTEALTH,362367980,Education,3624 MARKET ST 4TH FLOOR,PHILADELPHIA,PA,19104-3349,,"Education organization in PHILADELPHIA, PA with annual revenue of approximately $79M",
UNITED NATIONS INTERNATIONAL SCHOOL,237098600,Education,24-50 FDR DRIVE,NEW YORK,NY,10010-4000,,"Education organization in NEW YORK, NY with annual revenue of approximately $79M",
LINDEN PONDS INC,141849849,Human Services,813 MAIDEN CHOICE LN,CATONSVILLE,MD,21228-3679,,"Human Services organization in CATONSVILLE, MD with annual revenue of approximately $79M",
SHARE OUR STRENGTH,521367538,Other,1030 15TH ST NW STE 1100W,WASHINGTON,DC,20005-1531,,"Other organization in WASHINGTON, DC with annual revenue of approximately $79M",
BORREGO COMMUNITY HEALTH FOUNDATION,330440021,Other,587 PALM CANYON DR,BORREGO SPGS,CA,92004-4000,,"Other organization in BORREGO SPGS, CA with annual revenue of approximately $79M",
AMERICAN GEOPHYSICAL UNION,520955532,Research,2000 FLORIDA AVE NW,WASHINGTON,DC,20009-1231,,"Research organization in WASHINGTON, DC with annual revenue of approximately $79M",
GANDARA MENTAL HEALTH CENTER INC,042622756,Other,933 E COLUMBUS AVE,SPRINGFIELD,MA,01105-2509,,"Other organization in SPRINGFIELD, MA with annual revenue of approximately $79M",
NORTHEAST BEHAVIORAL HEALTH CORPORATION,042777145,Health,CO BILH TAX 529 MAIN ST 4TH FL,CHARLESTOWN,MA,02129-0000,,"Health organization in CHARLESTOWN, MA with annual revenue of approximately $78M",
ETERNAL WORD TELEVISION NETWORK INC,630801391,Religion,5817 OLD LEEDS RD,IRONDALE,AL,35210-2164,,"Religion organization in IRONDALE, AL with annual revenue of approximately $78M",
BELMONT ABBEY COLLEGE,560547498,Education,100 BELMONT MOUNT HOLLY RD,BELMONT,NC,28012-2702,,"Education organization in BELMONT, NC with annual revenue of approximately $78M",
GOOD SHEPHERD REHABILITATION NETWORK,232216041,Health,GOOD SHEPHERD PLAZA 850 S 5TH ST,ALLENTOWN,PA,18103-0000,,"Health organization in ALLENTOWN, PA with annual revenue of approximately $78M",
HANOVER COLLEGE TRUSTEES,350868096,Education,517 BALL DRIVE,HANOVER,IN,47243-9648,,"Education organization in HANOVER, IN with annual revenue of approximately $78M",
JOHN F MURPHY HOMES INC,010355896,Human Services,800 CENTER ST,AUBURN,ME,04210-6404,,"Human Services organization in AUBURN, ME with annual revenue of approximately $78M",
TCS EDUCATION SYSTEM,270717860,Education,203 N LA SALLE ST STE 1900,CHICAGO,IL,60601-1263,,"Education organization in CHICAGO, IL with annual revenue of approximately $78M",
TOGETHER FOR YOUTH,141368125,Human Services,13640 ROUTE 22,CANAAN,NY,12029-0000,,"Human Services organization in CANAAN, NY with annual revenue of approximately $78M",
MISSISSIPPI ACTION FOR PROGRESS INC,640440578,Education,1751 MORSON RD,JACKSON,MS,39209-6546,,"Education organization in JACKSON, MS with annual revenue of approximately $78M",
PAINTCARE INC,271354262,Environment,901 NEW YORK AVE NW STE 300W,WASHINGTON,DC,20001-4831,,"Environment organization in WASHINGTON, DC with annual revenue of approximately $78M",
MISSISSIPPI METHODIST HOSPITAL REHABILITATION CENTER INC,237067206,Health,1350 E WOODROW WILSON AVE,JACKSON,MS,39216-5112,,"Health organization in JACKSON, MS with annual revenue of approximately $78M",
MERCY HEALTH EAST COMMUNITIES,431718408,Religion,15740 SOUTH OUTER 40 RD,CHESTERFIELD,MO,63017-2004,,"Religion organization in CHESTERFIELD, MO with annual revenue of approximately $78M",
UNITY ENVIRONMENTAL UNIVERSITY,010275130,Education,70 FARM VIEW DRIVE SUITE 200,NEW GLOUCESTER,ME,04260-5101,,"Education organization in NEW GLOUCESTER, ME with annual revenue of approximately $78M",
ADVERTISING COUNCIL INC,130417693,Other,815 SECOND AVE 9TH FLR,NEW YORK,NY,10017-4500,,"Other organization in NEW YORK, NY with annual revenue of approximately $78M",
MCLEOD HEALTH CHERAW,473712858,Health,555 E CHEVES ST,FLORENCE,SC,29506-2617,,"Health organization in FLORENCE, SC with annual revenue of approximately $78M",
THE HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,251900793,Education,326 MARKET ST,HARRISBURG,PA,17101-2242,,"Education organization in HARRISBURG, PA with annual revenue of approximately $78M",
MCKENDREE UNIVERSITY,370661219,Education,701 COLLEGE RD,LEBANON,IL,62254-1291,,"Education organization in LEBANON, IL with annual revenue of approximately $78M",
TAMPA GENERAL MEDICAL GROUP INC,274749421,Health,PO BOX 1289,TAMPA,FL,33601-1289,,"Health organization in TAMPA, FL with annual revenue of approximately $78M",
NORTHERN VALLEY INDIAN HEALTH INC,941747220,Health,207 N BUTTE ST,WILLOWS,CA,95988-2803,,"Health organization in WILLOWS, CA with annual revenue of approximately $78M",
TAMPA FAMILY HEALTH CENTERS INC,592420282,Health,302 W FLETCHER AVE,TAMPA,FL,33612-3415,,"Health organization in TAMPA, FL with annual revenue of approximately $78M",
BRIDGE HOUSING CORPORATION,942827909,Human Services,350 CALIFORNIA ST STE 16,SAN FRANCISCO,CA,94104-1402,,"Human Services organization in SAN FRANCISCO, CA with annual revenue of approximately $78M",
MISSION VISTA ACADEMY,833785573,Education,1440 BEAUMONT AVE STE A2 PMB 412,BEAUMONT,CA,92223-6820,,"Education organization in BEAUMONT, CA with annual revenue of approximately $78M",
EQUITAS HEALTH INC,311126780,Health,1105 SCHROCK RD STE 400,COLUMBUS,OH,43229-1174,,"Health organization in COLUMBUS, OH with annual revenue of approximately $78M",
ELWYN CALIFORNIA,261855027,Human Services,3190 S BASCOM AVE STE 140,SAN JOSE,CA,95124-2500,,"Human Services organization in SAN JOSE, CA with annual revenue of approximately $78M",
COVENANT HEALTH INC,222484505,Health,40 SHATTUCK RD STE 317,ANDOVER,MA,01810-2456,,"Health organization in ANDOVER, MA with annual revenue of approximately $78M",
IPTAY,465666637,Human Services,PO BOX 1529,CLEMSON,SC,29633-1529,,"Human Services organization in CLEMSON, SC with annual revenue of approximately $78M",
VAL VERDE HOSPITAL CORPORATION,742941598,Health,801 N BEDELL AVE,DEL RIO,TX,78840-4112,,"Health organization in DEL RIO, TX with annual revenue of approximately $78M",
THE WINDWARD SCHOOL,131740499,Education,40 W RED OAK LN,WHITE PLAINS,NY,10604-3602,,"Education organization in WHITE PLAINS, NY with annual revenue of approximately $78M",
SELF-HELP SERVICES CORP,561849615,Other,301 W MAIN ST,DURHAM,NC,27701-3215,,"Other organization in DURHAM, NC with annual revenue of approximately $78M",
HEARTLAND CHARTER SCHOOL,830774513,Education,955 STANISLAUS ST,MARICOPA,CA,93252-9779,,"Education organization in MARICOPA, CA with annual revenue of approximately $78M",
UNITY FAMILY HEALTHCARE,410721642,Other,815 2ND ST SE,LITTLE FALLS,MN,56345-3505,,"Other organization in LITTLE FALLS, MN with annual revenue of approximately $78M",
ASCENDIUM EDUCATION GROUP INC,391090394,Education,38 BUTTONWOOD CT,MADISON,WI,53718-2156,,"Education organization in MADISON, WI with annual revenue of approximately $78M",
HUNTINGTON MEMORIAL HOSPITAL INC,351970706,Health,2001 STULTS RD,HUNTINGTON,IN,46750-1291,,"Health organization in HUNTINGTON, IN with annual revenue of approximately $78M",
TRELLIS FOUNDATION,814714749,Human Services,PO BOX 5393,ROUND ROCK,TX,78683-5393,,"Human Services organization in ROUND ROCK, TX with annual revenue of approximately $78M",
REGIONAL EMERGENCY MEDICAL SERVICES AUTHORITY,880175774,Health,450 EDISON WAY,RENO,NV,89502-4117,,"Health organization in RENO, NV with annual revenue of approximately $78M",
SPONSORS FOR EDUCATIONAL OPPORTUNITY INC,132578670,Education,55 EXCHANGE PLACE,NEW YORK,NY,10005-3301,,"Education organization in NEW YORK, NY with annual revenue of approximately $78M",
COUNCIL OF COMMUNITY CLINICS,953008850,Other,3710 RUFFIN RD,SAN DIEGO,CA,92123-1812,,"Other organization in SAN DIEGO, CA with annual revenue of approximately $78M",
CARDIOVASCULAR RESEARCH FOUNDATION,521752653,Health,1700 BROADWAY 9TH FLOOR,NEW YORK,NY,10019-6231,,"Health organization in NEW YORK, NY with annual revenue of approximately $78M",
ASPIRUS IRONWOOD HOSPITAL & CLINICS INC,382908586,Health,N10561 GRANDVIEW LN,IRONWOOD,MI,49938-9622,,"Health organization in IRONWOOD, MI with annual revenue of approximately $78M",
CHAPA-DE INDIAN HEALTH PROGRAM INC,942583156,Health,11670 ATWOOD RD,AUBURN,CA,95603-9522,,"Health organization in AUBURN, CA with annual revenue of approximately $78M",
MADERA UNIFIED SCHOOL DISTRICT FINANCING CORPORATION,770347419,Education,1902 HOWARD RD,MADERA,CA,93637-5123,,"Education organization in MADERA, CA with annual revenue of approximately $78M",
SEE A NEED-MEET A NEED,571188604,Arts & Culture,1109 PROVIDENCE ST,HOUSTON,TX,77002-0000,,"Arts & Culture organization in HOUSTON, TX with annual revenue of approximately $78M",
MORTON PLANT MEASE HEALTH SERVICES INC,592600684,Health,PO BOX 210,CLEARWATER,FL,33757-0210,,"Health organization in CLEARWATER, FL with annual revenue of approximately $78M",
EMERGENCY ASSISTANCE FOUNDATION INC,451813056,Human Services,700 S DIXIE HWY STE 107,WEST PALM BCH,FL,33401-5854,,"Human Services organization in WEST PALM BCH, FL with annual revenue of approximately $78M",
ARIZONA FOOD BANK NETWORK,860507679,Human Services,340 E CORONADO RD STE 400,PHOENIX,AZ,85004-1696,,"Human Services organization in PHOENIX, AZ with annual revenue of approximately $78M",
GODS PANTRY FOOD BANK INC,310979404,Other,2201 INNOVATION DR,LEXINGTON,KY,40511-9036,,"Other organization in LEXINGTON, KY with annual revenue of approximately $78M",
DOLLAR ENERGY FUND INC,251442933,Human Services,PO BOX 42329,PITTSBURGH,PA,15203-0329,,"Human Services organization in PITTSBURGH, PA with annual revenue of approximately $78M",
ALEXIAN BROTHERS BEHAVIORAL HEALTH HOSPITAL,364251848,Other,PO BOX 45998,SAINT LOUIS,MO,63145-5998,,"Other organization in SAINT LOUIS, MO with annual revenue of approximately $78M",
REINVESTMENT FUND INC,232331946,Community,1700 MARKET ST FL 19,PHILADELPHIA,PA,19103-3904,,"Community organization in PHILADELPHIA, PA with annual revenue of approximately $78M",
GREATER MILWAUKEE FOUNDATION INC,396036407,Community,101 W PLEASANT ST,MILWAUKEE,WI,53212-3963,,"Community organization in MILWAUKEE, WI with annual revenue of approximately $78M",
WILLIAM JESSUP UNIVERSITY,941279803,Other,2121 UNIVERSITY AVE,ROCKLIN,CA,95765-3784,,"Other organization in ROCKLIN, CA with annual revenue of approximately $77M",
MCDONOGH SCHOOL INCORPORATED,526001577,Education,PO BOX 380,OWINGS MILLS,MD,21117-0380,,"Education organization in OWINGS MILLS, MD with annual revenue of approximately $77M",
PHI,232941518,Other,1 TRINITY DR E STE 201,DILLSBURG,PA,17019-8522,,"Other organization in DILLSBURG, PA with annual revenue of approximately $77M",
ST FRANCIS COLLEGE,111635105,Education,179 LIVINGSTON ST,BROOKLYN,NY,11201-5867,,"Education organization in BROOKLYN, NY with annual revenue of approximately $77M",
NATIONAL FOREST FOUNDATION,521786332,Human Services,27 FORT MISSOULA RD STE 3,MISSOULA,MT,59804-7200,,"Human Services organization in MISSOULA, MT with annual revenue of approximately $77M",
UNIVERSITY EMERGENCY MEDICAL SERVICES INC,161494924,Human Services,77 GOODELL ST STE 340,BUFFALO,NY,14203-1243,,"Human Services organization in BUFFALO, NY with annual revenue of approximately $77M",
ST JOSEPHS HOSPITAL BREESE OF THE HOSPITAL SISTERS OF THE THIRD ORDE,371208459,Health,4936 LAVERNA RD,SPRINGFIELD,IL,62707-9797,,"Health organization in SPRINGFIELD, IL with annual revenue of approximately $77M",
OCOEE FOUNDATION INC,621820576,Health,3555 KEITH ST NW STE 101,CLEVELAND,TN,37312-4375,,"Health organization in CLEVELAND, TN with annual revenue of approximately $77M",
ACADEMY MUSEUM FOUNDATION,202605026,Arts & Culture,8949 WILSHIRE BLVD,BEVERLY HILLS,CA,90211-1907,,"Arts & Culture organization in BEVERLY HILLS, CA with annual revenue of approximately $77M",
BERRY FOUNDATION,431830400,Education,1221 W 103RD ST UNIT 301,KANSAS CITY,MO,64114-4512,,"Education organization in KANSAS CITY, MO with annual revenue of approximately $77M",
STATE FAIR OF TEXAS,756002511,Human Services,PO BOX 150009,DALLAS,TX,75315-0009,,"Human Services organization in DALLAS, TX with annual revenue of approximately $77M",
UNIVERSITY OF NEW MEXICO FOUNDATION INCORPORATED,850275408,Education,700 LOMAS BLVD NE SUITE 108,ALBUQUERQUE,NM,87102-2568,,"Education organization in ALBUQUERQUE, NM with annual revenue of approximately $77M",
HUMAN RIGHTS WATCH INC,132875808,International,350 FIFTH AVENUE 34TH FL,NEW YORK,NY,10118-3499,,"International organization in NEW YORK, NY with annual revenue of approximately $77M",
COMMUNITY INITIATIVES,943255070,Community,1000 BROADWAY STE 480,OAKLAND,CA,94607-4044,,"Community organization in OAKLAND, CA with annual revenue of approximately $77M",
EMERGENCY CARE RESEARCH INSTITUTE,231662091,Health,3959 WELSH RD 364,WILLOW GROVE,PA,19090-2900,,"Health organization in WILLOW GROVE, PA with annual revenue of approximately $77M",
MAUI FOOD BANK INC,990315110,Human Services,760 KOLU ST,WAILUKU,HI,96793-1438,,"Human Services organization in WAILUKU, HI with annual revenue of approximately $77M",
