name,ein,category,address,city,state,zip_code,website,description,phone
ORANGE COUNTY HEAD START,953411088,Education,2501 PULLMAN ST STE 100,SANTA ANA,CA,92705-5515,,"Education organization in SANTA ANA, CA with annual revenue of approximately $37M",
WEST VIRGINIA HEALTH RIGHT INC,311066881,Other,1520 WASHINGTON ST E,CHARLESTON,WV,25311-2511,,"Other organization in CHARLESTON, WV with annual revenue of approximately $37M",
VALUE SCHOOLS,954813155,Education,680 WILSHIRE PL STE 315,LOS ANGELES,CA,90005-3950,,"Education organization in LOS ANGELES, CA with annual revenue of approximately $37M",
MARLBOROUGH SCHOOL,952816435,Education,250 S ROSSMORE AVE,LOS ANGELES,CA,90004-3739,,"Education organization in LOS ANGELES, CA with annual revenue of approximately $37M",
CENIKOR FOUNDATION,760031861,Other,11931 WICKCHESTER LN STE 300,HOUSTON,TX,77043-4572,,"Other organization in HOUSTON, TX with annual revenue of approximately $37M",
UPSTATE NEW YORK TRANSPLANT SERVICES INC,161172453,Other,4444 BRYANT AND STRATTON WAY,WILLIAMSVILLE,NY,14221-6013,,"Other organization in WILLIAMSVILLE, NY with annual revenue of approximately $37M",
CONNECTICUT CHILDRENS FOUNDATION INC,222619869,Health,282 WASHINGTON ST,HARTFORD,CT,06106-3322,,"Health organization in HARTFORD, CT with annual revenue of approximately $37M",
ALZHEIMERS DRUG DISCOVERY FOUNDATION,201082179,Research,57 W 57TH ST STE 904,NEW YORK,NY,10019-2819,,"Research organization in NEW YORK, NY with annual revenue of approximately $37M",
PLANNED PARENTHOOD OF GREATER OHIO,341015976,Health,444 W EXCHANGE ST,AKRON,OH,44302-1711,,"Health organization in AKRON, OH with annual revenue of approximately $37M",
NEW YORK STRUCTURAL BIOLOGY CENTER INC,134043587,Research,89 CONVENT AVE 133RD ST,NEW YORK,NY,10027-0000,,"Research organization in NEW YORK, NY with annual revenue of approximately $37M",
NATIONAL CONFERENCE OF BAR EXAMINERS,362472009,Human Services,302 S BEDFORD ST,MADISON,WI,53703-3622,,"Human Services organization in MADISON, WI with annual revenue of approximately $37M",
PORTLAND ART MUSEUM,930391604,Arts & Culture,1219 SW PARK AVE,PORTLAND,OR,97205-2430,,"Arts & Culture organization in PORTLAND, OR with annual revenue of approximately $37M",
HACKLEY COMMUNITY CARE CENTER INC,383014011,Other,1778 SANFORD ST,MUSKEGON,MI,49441-2537,,"Other organization in MUSKEGON, MI with annual revenue of approximately $37M",
COMMUNITY COUNSELING AND CORRECTIONAL SERVICES INC,810413419,Human Services,471 E MERCURY ST,BUTTE,MT,59701-1906,,"Human Services organization in BUTTE, MT with annual revenue of approximately $37M",
ANITA BORG INSTITUTE FOR WOMEN AND TECHNOLOGY,770480427,Research,1650 S AMPHLETT BLVD STE 110,SAN MATEO,CA,94402-2514,,"Research organization in SAN MATEO, CA with annual revenue of approximately $37M",
HUMBOLDT SENIOR RESOURCE CENTER INCORPORATED,942261434,Other,1910 CALIFORNIA ST,EUREKA,CA,95501-2870,,"Other organization in EUREKA, CA with annual revenue of approximately $37M",
KI BOIS COMMUNITY ACTION FOUNDATION INC,730770231,Human Services,PO BOX 727,STIGLER,OK,74462-0727,,"Human Services organization in STIGLER, OK with annual revenue of approximately $37M",
MARYLAND FAMILY NETWORK INC,521486702,Human Services,1800 WASHINGTON BLVD,BALTIMORE,MD,21230-1701,,"Human Services organization in BALTIMORE, MD with annual revenue of approximately $37M",
INDIAN HEALTH CARE RESOURCE CENTER,731042545,Health,550 S PEORIA AVE,TULSA,OK,74120-3820,,"Health organization in TULSA, OK with annual revenue of approximately $37M",
COMMUNITY HEALTHCARE SYSTEM INC,481020227,Health,120 W 8TH ST,ONAGA,KS,66521-9574,,"Health organization in ONAGA, KS with annual revenue of approximately $37M",
SOCIETY OF PETROLEUM ENGINEERS SPE INC,752001539,Research,222 PALISADES CREEK DR,RICHARDSON,TX,75080-2040,,"Research organization in RICHARDSON, TX with annual revenue of approximately $37M",
COMMUNITY NURSING SERVICE,870212459,Other,2830 SOUTH REDWOOD ROAD,WEST VALLEY CITY,UT,84119-5625,,"Other organization in WEST VALLEY CITY, UT with annual revenue of approximately $37M",
PFEIFFER UNIVERSITY,560529990,Education,PO BOX 960,MISENHEIMER,NC,28109-0960,,"Education organization in MISENHEIMER, NC with annual revenue of approximately $37M",
ALLEN-CHASE FOUNDATION,042108341,Education,271 PINE NOOK RD,DEERFIELD,MA,01342-9746,,"Education organization in DEERFIELD, MA with annual revenue of approximately $37M",
PATHWAYS INC,161089007,Human Services,33 DENISON PKWY W,CORNING,NY,14830-2613,,"Human Services organization in CORNING, NY with annual revenue of approximately $37M",
CHRISTENDOM EDUCATIONAL CORPORATION,541031437,Education,134 CHRISTENDOM DR,FRONT ROYAL,VA,22630-6534,,"Education organization in FRONT ROYAL, VA with annual revenue of approximately $37M",
HOLCOMB ASSOCIATES INC,232093566,Health,467 CREAMERY WAY,EXTON,PA,19341-2508,,"Health organization in EXTON, PA with annual revenue of approximately $37M",
WHITEFIELD ACADEMY INC,581224983,Other,1 WHITEFIELD DR SE,MABLETON,GA,30126-5236,,"Other organization in MABLETON, GA with annual revenue of approximately $37M",
PARATRANSIT SERVICES,911253112,Human Services,4810 AUTO CENTER WAY,BREMERTON,WA,98312-4309,,"Human Services organization in BREMERTON, WA with annual revenue of approximately $37M",
AFTER SCHOOL MATTERS INC,364409182,Education,66 E RANDOLPH ST,CHICAGO,IL,60601-7504,,"Education organization in CHICAGO, IL with annual revenue of approximately $37M",
FP ASSISTANCE INC,241322225,Human Services,9550 HELMS TRL STE 1100,FORNEY,TX,75126-7736,,"Human Services organization in FORNEY, TX with annual revenue of approximately $37M",
NSABP FOUNDATION INC,251781357,Health,2 ALLEGHENY CENTER,PITTSBURGH,PA,15212-5402,,"Health organization in PITTSBURGH, PA with annual revenue of approximately $37M",
MAGNOLIA MANOR INC,580911706,Human Services,2001 S LEE ST,AMERICUS,GA,31709-4715,,"Human Services organization in AMERICUS, GA with annual revenue of approximately $37M",
GOODWILL INDUSTRIES OF THE HEARTLAND,420923563,Other,8200 6TH ST SW,CEDAR RAPIDS,IA,52404-7029,,"Other organization in CEDAR RAPIDS, IA with annual revenue of approximately $37M",
MOBILE LOAVES & FISHES INC,742956081,Religion,9301 HOG EYE RD UNIT 950,AUSTIN,TX,78724-4619,,"Religion organization in AUSTIN, TX with annual revenue of approximately $37M",
UPPER VALLEY SERVICES INC,030305008,Human Services,72 S MAIN ST STE 200,WHITE RIVER JUNCTION,VT,05001-7161,,"Human Services organization in WHITE RIVER JUNCTION, VT with annual revenue of approximately $37M",
BAKER COUNTY MEDICAL SERVICES INC,593202547,Health,159 N 3RD ST,MACCLENNY,FL,32063-2103,,"Health organization in MACCLENNY, FL with annual revenue of approximately $37M",
SPECTRUM COMMUNITY SERVICES,382882853,Human Services,28303 JOY RD,WESTLAND,MI,48185-5524,,"Human Services organization in WESTLAND, MI with annual revenue of approximately $37M",
UNITED MEDICAL CENTERS,741993570,Health,2525 N VETERANS BLVD,EAGLE PASS,TX,78852-3302,,"Health organization in EAGLE PASS, TX with annual revenue of approximately $37M",
NORWELL VISITING NURSE ASSOC INC,042104797,Other,120 LONGWATER DRIVE,NORWELL,MA,02061-1653,,"Other organization in NORWELL, MA with annual revenue of approximately $37M",
DOTHOUSE HEALTH INC,237125970,Health,1353 DORCHESTER AVE,DORCHESTER,MA,02122-2932,,"Health organization in DORCHESTER, MA with annual revenue of approximately $37M",
EMPOWERMENT ACADEMY CHARTER SCHOOL INC,472329333,Education,240 EGE AVE,JERSEY CITY,NJ,07304-1413,,"Education organization in JERSEY CITY, NJ with annual revenue of approximately $37M",
BRIDGEWAY BEHAVIORAL HEALTH SERVICES A NJ NONPROFIT CORPORATIO,222257891,Health,373 CLERMONT TER,UNION,NJ,07083-8073,,"Health organization in UNION, NJ with annual revenue of approximately $37M",
INTERAGENCY COUNCIL OF DEVELOPMENTAL DISABILITIES AGENCIE,132938951,Other,150 W 30TH STREET 15TH FLOOR,NEW YORK,NY,10001-4138,,"Other organization in NEW YORK, NY with annual revenue of approximately $37M",
CLARKSON COLLEGE,363649217,Other,101 S 42ND ST,OMAHA,NE,68131-2739,,"Other organization in OMAHA, NE with annual revenue of approximately $37M",
LUTHERAN SOCIAL SERVICES OF THE NATIONAL CAPITAL AREA INC,530207407,Human Services,1730 RHODE ISLAND AVE NW STE 712,WASHINGTON,DC,20036-3115,,"Human Services organization in WASHINGTON, DC with annual revenue of approximately $37M",
PLAYERS PHILANTHROPY FUND,276601178,Community,1122 KENILWORTH DR STE 201,TOWSON,MD,21204-2143,,"Community organization in TOWSON, MD with annual revenue of approximately $37M",
GOODWILL INDUSTRIES OF NEW MEXICO,850107916,Human Services,1030 18TH NW ST,ALBUQUERQUE,NM,87104-0000,,"Human Services organization in ALBUQUERQUE, NM with annual revenue of approximately $37M",
ROCHAMBEAU THE FRENCH INTERNATIONAL SCHOOL OF WASHINGTON DC,520847186,Other,9650 ROCKVILLE PIKE,BETHESDA,MD,20814-3999,,"Other organization in BETHESDA, MD with annual revenue of approximately $37M",
ENVIRONMENTAL ALTERNATIVES,942751173,Human Services,350 MAIN ST,QUINCY,CA,95971-9375,,"Human Services organization in QUINCY, CA with annual revenue of approximately $37M",
LIGHTHOUSE YOUTH SERVICES INC,237046229,Human Services,401 E MCMILLAN ST,CINCINNATI,OH,45206-1922,,"Human Services organization in CINCINNATI, OH with annual revenue of approximately $37M",
AMERICAN ASSOCIATION OF CRITICAL CARE NURSES,952706905,Health,27071 ALISO CREEK RD,ALISO VIEJO,CA,92656-3399,,"Health organization in ALISO VIEJO, CA with annual revenue of approximately $37M",
JAMAICA HOSPITAL NURSING HOME INC,237216197,Other,8940 135TH ST,JAMAICA,NY,11418-2828,,"Other organization in JAMAICA, NY with annual revenue of approximately $37M",
LUTHERAN FAMILY SERVICES OF NE INC,237267972,Human Services,7929 W CENTER RD,OMAHA,NE,68124-3104,,"Human Services organization in OMAHA, NE with annual revenue of approximately $37M",
GALLOWAY RIDGE INC,562277623,Human Services,3000 GALLOWAY RIDGE,PITTSBORO,NC,27312-8639,,"Human Services organization in PITTSBORO, NC with annual revenue of approximately $37M",
AMERICAN WATER WORKS ASSOCIATION,135660277,Community,6666 W QUINCY AVE,DENVER,CO,80235-3098,,"Community organization in DENVER, CO with annual revenue of approximately $37M",
TORRANCE MEMORIAL MEDICAL CENTER HEALTH CARE FOUNDATION,953528452,Health,3330 LOMITA BLVD,TORRANCE,CA,90505-5002,,"Health organization in TORRANCE, CA with annual revenue of approximately $37M",
BONNIE BRAE,221500479,Human Services,3415 VALLEY RD,LIBERTY CORNER,NJ,07920-0000,,"Human Services organization in LIBERTY CORNER, NJ with annual revenue of approximately $37M",
SEATTLE ROOTS COMMUNITY HEALTH,237100868,Health,500 19TH AVE E,SEATTLE,WA,98112-4007,,"Health organization in SEATTLE, WA with annual revenue of approximately $37M",
SOUTHEAST KANSAS MENTAL HEALTH CENTER,480678906,Health,PO BOX 39,HUMBOLDT,KS,66748-0039,,"Health organization in HUMBOLDT, KS with annual revenue of approximately $37M",
NORTHWOOD HEALTH SYSTEMS INC,550540374,Health,111 19TH ST,WHEELING,WV,26003-3709,,"Health organization in WHEELING, WV with annual revenue of approximately $37M",
SAINT JOSEPH VILLA,231700999,Other,110 W WISSAHICKON AVE,FLOURTOWN,PA,19031-1802,,"Other organization in FLOURTOWN, PA with annual revenue of approximately $37M",
JUDSON UNIVERSITY A BAPTIST INSTITUTION,362515868,Education,1151 N STATE ST,ELGIN,IL,60123-1404,,"Education organization in ELGIN, IL with annual revenue of approximately $37M",
COALITION FOR RESPONSIBLE COMMUNITY DEVELOPMENT,202445113,Human Services,3101 S GRAND AVE,LOS ANGELES,CA,90007-3816,,"Human Services organization in LOS ANGELES, CA with annual revenue of approximately $37M",
COMMITTEE FOR CHILDREN,911188127,Human Services,2815 2ND AVE STE 210,SEATTLE,WA,98121-1261,,"Human Services organization in SEATTLE, WA with annual revenue of approximately $37M",
WESTERN NEW YORK BLOODCARE INC,160965865,Health,1010 MAIN ST STE 300,BUFFALO,NY,14202-1449,,"Health organization in BUFFALO, NY with annual revenue of approximately $37M",
GUNDERSEN LUTHERAN MEDICAL FOUNDATION INC,391249705,Health,1836 SOUTH AVE,LA CROSSE,WI,54601-5429,,"Health organization in LA CROSSE, WI with annual revenue of approximately $37M",
UNIVERSITY SCHOOL OF NASHVILLE,237424429,Education,2000 EDGEHILL AVE,NASHVILLE,TN,37212-2116,,"Education organization in NASHVILLE, TN with annual revenue of approximately $37M",
FRISCH SCHOOL,221937461,Education,120 W CENTURY RD,PARAMUS,NJ,07652-1405,,"Education organization in PARAMUS, NJ with annual revenue of approximately $37M",
NORTHWEST INDIANA COMMUNITY ACTION CORP,351112290,Community,5240 FOUNTAIN DR,CROWN POINT,IN,46307-1084,,"Community organization in CROWN POINT, IN with annual revenue of approximately $37M",
ASIAN PACIFIC HEALTH CARE VENTURE INC,954177752,Other,4216 FOUNTAIN AVENUE,LOS ANGELES,CA,90029-2256,,"Other organization in LOS ANGELES, CA with annual revenue of approximately $37M",
VENTURE TOGETHER INC,132661988,Human Services,25 SMITH ST STE 510,NANUET,NY,10954-2970,,"Human Services organization in NANUET, NY with annual revenue of approximately $37M",
BLESSINGCARE CORPORATION,371396010,Health,640 W WASHINGTON ST,PITTSFIELD,IL,62363-1350,,"Health organization in PITTSFIELD, IL with annual revenue of approximately $37M",
GREATER MANHATTAN COMMUNITY FOUNDATION,481215574,Community,555 POYNTZ AVE STE 269,MANHATTAN,KS,66502-0127,,"Community organization in MANHATTAN, KS with annual revenue of approximately $37M",
SAINT ALPHONSUS MEDICAL CENTER BAKER CITY INC,271790052,Other,3325 POCAHONTAS RD,BAKER CITY,OR,97814-1464,,"Other organization in BAKER CITY, OR with annual revenue of approximately $37M",
BUCKNER INTERNATIONAL,750891443,Human Services,12377 MERIT DR,DALLAS,TX,75251-2224,,"Human Services organization in DALLAS, TX with annual revenue of approximately $37M",
INDIANA UNIVERSITY HEALTH PAOLI INC,352090919,Health,950 N MERIDIAN ST STE 1200,INDIANAPOLIS,IN,46204-1011,,"Health organization in INDIANAPOLIS, IN with annual revenue of approximately $37M",
EAST HARLEM PILOT BLOCK HOUSING DEVELOPMENT FUND CO INC,132710179,Human Services,4 EXECUTIVE BLVD STE 100,SUFFERN,NY,10901-4176,,"Human Services organization in SUFFERN, NY with annual revenue of approximately $37M",
SHORECREST PREPARATORY SCHOOL INC,237412158,Education,5101 1ST ST NE,ST PETERSBURG,FL,33703-3009,,"Education organization in ST PETERSBURG, FL with annual revenue of approximately $37M",
FUTURE LEADERS OF AMERICAFOUNDATION INC,205095136,Education,320 W OHIO ST STE 4W,CHICAGO,IL,60654-7816,,"Education organization in CHICAGO, IL with annual revenue of approximately $37M",
MADISON COMMUNITY HOSPITAL,460228038,Health,323 SW 10TH ST,MADISON,SD,57042-3200,,"Health organization in MADISON, SD with annual revenue of approximately $37M",
PERMIAN BASIN AREA FOUNDATION,752295008,Community,3312 ANDREWS HWY,MIDLAND,TX,79703-5131,,"Community organization in MIDLAND, TX with annual revenue of approximately $37M",
CUSHING ACADEMY TRUSTEES,042104048,Education,39 SCHOOL ST,ASHBURNHAM,MA,01430-1500,,"Education organization in ASHBURNHAM, MA with annual revenue of approximately $37M",
CROSSWATER CANYON INC,274026852,Arts & Culture,2800 BULLITTSBURG CHURCH RD,PETERSBURG,KY,41080-9364,,"Arts & Culture organization in PETERSBURG, KY with annual revenue of approximately $37M",
UND AEROSPACE FOUNDATION,450390485,Education,4275 UNIVERSITY AVE,GRAND FORKS,ND,58202-6093,,"Education organization in GRAND FORKS, ND with annual revenue of approximately $37M",
UPCAP SERVICES INC,381957176,Human Services,PO BOX 606,ESCANABA,MI,49829-0606,,"Human Services organization in ESCANABA, MI with annual revenue of approximately $37M",
PRESBYTERIAN HOMES AND SERVICES,410758756,Other,2845 HAMLINE AVE N,ROSEVILLE,MN,55113-1888,,"Other organization in ROSEVILLE, MN with annual revenue of approximately $37M",
SPRINGBOARD COLLABORATIVE,453719806,Human Services,1500 JOHN F KENNEDY BOULEVARD SUITE,PHILADELPHIA,PA,19102-1710,,"Human Services organization in PHILADELPHIA, PA with annual revenue of approximately $37M",
AREA OFFICE ON AGING OF NORTHWESTERN OHIO INC,341310295,Human Services,2155 ARLINGTON AVE,TOLEDO,OH,43609-1903,,"Human Services organization in TOLEDO, OH with annual revenue of approximately $37M",
COALITION FOR HISPANIC FAMILY SER,133546023,Other,315 WYCKOFF AVE STE 4,BROOKLYN,NY,11237-5842,,"Other organization in BROOKLYN, NY with annual revenue of approximately $37M",
ARC OCEAN COUNTY CHAPTER,210723435,Human Services,815 CEDARBRIDGE AVE,LAKEWOOD,NJ,08701-4932,,"Human Services organization in LAKEWOOD, NJ with annual revenue of approximately $37M",
ELIM CHRISTIAN SERVICES,362276614,Education,13020 S CENTRAL AVE,CRESTWOOD,IL,60418-2710,,"Education organization in CRESTWOOD, IL with annual revenue of approximately $37M",
UNIVERSITY OF IOWA STRATEGIC INITIATIVES FUND,844628214,Education,5 W JEFFERSON ST 105,IOWA CITY,IA,52242-0000,,"Education organization in IOWA CITY, IA with annual revenue of approximately $37M",
MEDICAL CARE DEVELOPMENT INCORPORATED,016022787,Health,105 SECOND ST STE 2A,HALLOWELL,ME,04347-1533,,"Health organization in HALLOWELL, ME with annual revenue of approximately $37M",
MAUI HUMANE SOCIETY INC,996000953,Health,PO BOX 1047,PUUNENE,HI,96784-1047,,"Health organization in PUUNENE, HI with annual revenue of approximately $37M",
MUNICIPAL THEATRE ASSOCIATION OF ST LOUIS,430662485,Arts & Culture,1 THEATRE DR,SAINT LOUIS,MO,63112-1019,,"Arts & Culture organization in SAINT LOUIS, MO with annual revenue of approximately $37M",
LIFE AT ST FRANCIS HEALTHCARE INC,452569214,Other,1072 JUSTISON ST,WILMINGTON,DE,19801-5162,,"Other organization in WILMINGTON, DE with annual revenue of approximately $37M",
THOMAS AQUINAS COLLEGE,941698615,Education,10000 OJAI RD,SANTA PAULA,CA,93060-9621,,"Education organization in SANTA PAULA, CA with annual revenue of approximately $37M",
MARC COMMUNITY RESOURCES INC,860137109,Human Services,924 N COUNTRY CLUB DR,MESA,AZ,85201-4108,,"Human Services organization in MESA, AZ with annual revenue of approximately $37M",
PACIFIC NORTHWEST BALLET ASSOCIATION,910897129,Arts & Culture,301 MERCER ST,SEATTLE,WA,98109-4600,,"Arts & Culture organization in SEATTLE, WA with annual revenue of approximately $37M",
HARPETH HALL SCHOOL,620501916,Education,3801 HOBBS RD,NASHVILLE,TN,37215-2216,,"Education organization in NASHVILLE, TN with annual revenue of approximately $37M",
CENTRACARE HEALTH SYSTEM-LONG PRAIRIE,411924645,Health,50 CENTRACARE DR,LONG PRAIRIE,MN,56347-2100,,"Health organization in LONG PRAIRIE, MN with annual revenue of approximately $37M",
NEIGHBORHOOD HEALTH CENTER,273524752,Health,7320 SW HUNZIKER RD STE 300,PORTLAND,OR,97223-2302,,"Health organization in PORTLAND, OR with annual revenue of approximately $37M",
ILLINOIS COLLEGE OF OPTOMETRY,362310478,Education,3241 S MICHIGAN AVE,CHICAGO,IL,60616-4201,,"Education organization in CHICAGO, IL with annual revenue of approximately $37M",
CERENITY SENIOR CARE,363517696,Health,6499 UNIVERSITY AVE NE STE 300,MINNEAPOLIS,MN,55432-4303,,"Health organization in MINNEAPOLIS, MN with annual revenue of approximately $37M",
ODYSSEY HOUSE LOUISIANA INC,720743677,Health,1125 N TONTI ST,NEW ORLEANS,LA,70119-3549,,"Health organization in NEW ORLEANS, LA with annual revenue of approximately $37M",
DIMMIT REGIONAL HOSPITAL,263091251,Health,PO BOX 1016,CARRIZO SPGS,TX,78834-7016,,"Health organization in CARRIZO SPGS, TX with annual revenue of approximately $37M",
FAIR HEALTH INC,900524293,Health,800 3RD AVE STE 900,NEW YORK,NY,10022-7768,,"Health organization in NEW YORK, NY with annual revenue of approximately $37M",
CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION INC,640506107,Health,3502 W NORTHSIDE DR,JACKSON,MS,39213-4454,,"Health organization in JACKSON, MS with annual revenue of approximately $37M",
BEAUMONT HEALTH FOUNDATION,364852171,Health,100 COREWELL DR NW,GRAND RAPIDS,MI,49503-2041,,"Health organization in GRAND RAPIDS, MI with annual revenue of approximately $37M",
EAST CAROLINA UNIVERSITY FOUNDATION INC,566093187,Education,2200 S CHARLES BLVD,GREENVILLE,NC,27858-5235,,"Education organization in GREENVILLE, NC with annual revenue of approximately $37M",
PATHPOINT,952371668,Education,315 W HALEY ST STE 202,SANTA BARBARA,CA,93101-3471,,"Education organization in SANTA BARBARA, CA with annual revenue of approximately $37M",
HOPE INTERNATIONAL,232836648,International,227 GRANITE RUN DR,LANCASTER,PA,17601-6813,,"International organization in LANCASTER, PA with annual revenue of approximately $37M",
FEEDING WESTCHESTER INC,133507988,Other,200 CLEARBROOK ROAD,ELMSFORD,NY,10523-1314,,"Other organization in ELMSFORD, NY with annual revenue of approximately $37M",
